current_mA,ch1_V,ch3_V
72.01,0.14451,-0.00122
72.02,0.14442,-0.00123
72.03,0.14394,-0.00120
72.04,0.14436,-0.00121
72.05,0.14438,-0.00120
72.06,0.14431,-0.00119
72.07,0.14422,-0.00118
72.08,0.14429,-0.00120
72.09,0.14434,-0.00118
72.10,0.14444,-0.00119
72.11,0.14458,-0.00120
72.12,0.14467,-0.00119
72.13,0.14508,-0.00118
72.14,0.14567,-0.00119
72.15,0.14448,-0.00118
72.16,0.14477,-0.00117
72.17,0.14359,-0.00119
72.18,0.14286,-0.00119
72.19,0.14245,-0.00119
72.20,0.14279,-0.00117
72.21,0.14273,-0.00117
72.22,0.14317,-0.00117
72.23,0.14378,-0.00118
72.24,0.14358,-0.00117
72.25,0.14350,-0.00118
72.26,0.14339,-0.00114
72.27,0.14302,-0.00114
72.28,0.14269,-0.00116
72.29,0.14292,-0.00115
72.30,0.14284,-0.00115
72.31,0.14239,-0.00114
72.32,0.14229,-0.00109
72.33,0.14221,-0.00108
72.34,0.14270,-0.00110
72.35,0.14280,-0.00111
72.36,0.14313,-0.00110
72.37,0.14364,-0.00107
72.38,0.14380,-0.00106
72.39,0.14320,-0.00116
72.40,0.14220,-0.00095
72.41,0.14258,-0.00093
72.42,0.14251,-0.00087
72.43,0.14318,-0.00064
72.44,0.14277,-0.00081
72.45,0.14226,-0.00126
72.46,0.14007,-0.00133
72.47,0.13990,-0.00058
72.48,0.14020,-0.00036
72.49,0.14076,-0.00083
72.50,0.14105,-0.00078
72.51,0.14025,0.00017
72.52,0.13830,-0.00081
72.53,0.13991,-0.00410
72.54,0.13831,-0.00071
72.55,0.14036,0.00026
72.56,0.13773,-0.00139
72.57,0.13705,-0.00196
72.58,0.13479,0.00038
72.59,0.13520,0.00103
72.60,0.13486,0.00696
72.61,0.13179,0.01315
72.62,0.12535,0.03589
72.63,0.12131,0.00750
72.64,0.12657,-0.04720
72.65,0.11409,-0.03551
72.66,0.11244,-0.01520
72.67,0.12101,-0.01201
72.68,0.12476,-0.00942
72.69,0.13140,-0.00462
72.70,0.13658,-0.00306
72.71,0.13958,-0.00247
72.72,0.14028,-0.00239
72.73,0.14149,-0.00218
72.74,0.14178,-0.00203
72.75,0.14282,-0.00194
72.76,0.14299,-0.00191
72.77,0.14334,-0.00183
72.78,0.14429,-0.00178
72.79,0.14377,-0.00175
72.80,0.14455,-0.00168
72.81,0.14445,-0.00167
72.82,0.14492,-0.00166
72.83,0.14449,-0.00162
72.84,0.14526,-0.00159
72.85,0.14510,-0.00158
72.86,0.14506,-0.00157
72.87,0.14492,-0.00157
72.88,0.14520,-0.00156
72.89,0.14570,-0.00155
72.90,0.14578,-0.00154
72.91,0.14526,-0.00154
72.92,0.14530,-0.00153
72.93,0.14558,-0.00151
72.94,0.14629,-0.00150
72.95,0.14603,-0.00150
72.96,0.14614,-0.00149
72.97,0.14550,-0.00148
72.98,0.14573,-0.00148
72.99,0.14585,-0.00148
73.00,0.14657,-0.00147
73.01,0.14553,-0.00146
73.02,0.14566,-0.00146
73.03,0.14570,-0.00146
73.04,0.14635,-0.00143
73.05,0.14617,-0.00143
73.06,0.14662,-0.00145
73.07,0.14631,-0.00144
73.08,0.14659,-0.00143
73.09,0.14606,-0.00143
73.10,0.14583,-0.00142
73.11,0.14642,-0.00142
73.12,0.14624,-0.00140
73.13,0.14654,-0.00141
73.14,0.14590,-0.00140
73.15,0.14613,-0.00141
73.16,0.14588,-0.00140
73.17,0.14612,-0.00139
73.18,0.14670,-0.00139
73.19,0.14702,-0.00137
73.20,0.14678,-0.00139
73.21,0.14675,-0.00139
73.22,0.14652,-0.00139
73.23,0.14688,-0.00140
73.24,0.14744,-0.00138
