current_mA,ch1_V,ch3_V
72.01,0.17370,-0.00136
72.02,0.17419,-0.00135
72.03,0.17360,-0.00134
72.04,0.17404,-0.00133
72.05,0.17334,-0.00132
72.06,0.17333,-0.00133
72.07,0.17390,-0.00132
72.08,0.17312,-0.00133
72.09,0.17424,-0.00134
72.10,0.17433,-0.00134
72.11,0.17381,-0.00133
72.12,0.17432,-0.00132
72.13,0.17372,-0.00132
72.14,0.17427,-0.00134
72.15,0.17352,-0.00133
72.16,0.17448,-0.00130
72.17,0.17424,-0.00131
72.18,0.17388,-0.00130
72.19,0.17434,-0.00130
72.20,0.17373,-0.00130
72.21,0.17383,-0.00128
72.22,0.17433,-0.00129
72.23,0.17422,-0.00130
72.24,0.17432,-0.00130
72.25,0.17484,-0.00128
72.26,0.17453,-0.00126
72.27,0.17459,-0.00131
72.28,0.17428,-0.00126
72.29,0.17479,-0.00119
72.30,0.17426,-0.00107
72.31,0.17340,-0.00108
72.32,0.17412,-0.00137
72.33,0.17282,-0.00143
72.34,0.17234,-0.00116
72.35,0.17301,-0.00104
72.36,0.17348,-0.00102
72.37,0.17399,-0.00120
72.38,0.17401,-0.00110
72.39,0.17368,-0.00002
72.40,0.17308,-0.00288
72.41,0.17345,-0.00066
72.42,0.17486,-0.00153
72.43,0.17434,0.00009
72.44,0.17319,0.00041
72.45,0.17418,0.00105
72.46,0.17503,-0.00159
72.47,0.17510,-0.00063
72.48,0.17679,0.00050
72.49,0.17627,0.00336
72.50,0.17234,0.02589
72.51,0.16495,-0.02724
72.52,0.15684,-0.02695
72.53,0.15701,-0.01122
72.54,0.16295,-0.00583
72.55,0.16755,-0.00333
72.56,0.17027,-0.00230
72.57,0.17196,-0.00211
72.58,0.17311,-0.00197
72.59,0.17404,-0.00186
72.60,0.17333,-0.00183
72.61,0.17497,-0.00178
72.62,0.17466,-0.00173
72.63,0.17505,-0.00172
72.64,0.17399,-0.00167
72.65,0.17532,-0.00165
72.66,0.17543,-0.00163
72.67,0.17571,-0.00159
72.68,0.17601,-0.00157
72.69,0.17606,-0.00157
72.70,0.17614,-0.00156
72.71,0.17625,-0.00155
