current_mA,voltage_V
72.01,0.72612
72.02,0.72498
72.03,0.72533
72.04,0.72652
72.05,0.72653
72.06,0.72821
72.07,0.73065
72.08,0.73075
72.09,0.72788
72.10,0.72617
72.11,0.72479
72.12,0.72357
72.13,0.72449
72.14,0.72498
72.15,0.72946
72.16,0.72941
72.17,0.72938
72.18,0.72980
72.19,0.72871
72.20,0.72614
72.21,0.72582
72.22,0.72474
72.23,0.72453
72.24,0.73202
72.25,0.72857
72.26,0.73101
72.27,0.72917
72.28,0.72749
72.29,0.72515
72.30,0.72975
72.31,0.72921
72.32,0.73188
72.33,0.72961
72.34,0.73144
72.35,0.73285
72.36,0.73058
72.37,0.73150
72.38,0.72946
72.39,0.73117
72.40,0.73480
72.41,0.73061
72.42,0.73014
72.43,0.72950
72.44,0.72533
72.45,0.72660
72.46,0.72762
72.47,0.72736
72.48,0.73150
72.49,0.72954
72.50,0.73167
72.51,0.73125
72.52,0.72957
72.53,0.73008
72.54,0.72672
72.55,0.72691
72.56,0.72853
72.57,0.72824
72.58,0.73093
72.59,0.72729
72.60,0.72791
72.61,0.73198
72.62,0.72833
72.63,0.72896
72.64,0.72629
72.65,0.73163
72.66,0.73130
72.67,0.72814
72.68,0.73022
72.69,0.72470
72.70,0.72176
72.71,0.72272
72.72,0.72691
72.73,0.72756
72.74,0.72660
72.75,0.72898
72.76,0.73299
72.77,0.73354
72.78,0.73555
72.79,0.73608
72.80,0.73520
72.81,0.74084
72.82,0.73993
72.83,0.74651
72.84,0.74716
72.85,0.73552
72.86,0.70119
72.87,0.70203
72.88,0.70641
72.89,0.71025
72.90,0.71567
72.91,0.72070
72.92,0.72689
72.93,0.73127
72.94,0.73187
72.95,0.73508
72.96,0.73604
72.97,0.73634
72.98,0.73668
72.99,0.73629
73.00,0.73999
73.01,0.74018
73.02,0.73661
73.03,0.73683
73.04,0.73728
73.05,0.73713
73.06,0.73716
73.07,0.74017
73.08,0.74280
73.09,0.74215
73.10,0.74145
73.11,0.74129
73.12,0.74096
73.13,0.74084
73.14,0.74101
73.15,0.73882
73.16,0.74124
73.17,0.74274
73.18,0.73979
73.19,0.74196
73.20,0.74241
73.21,0.74012
73.22,0.74234
73.23,0.73935
73.24,0.73805
73.25,0.73784
73.26,0.73817
73.27,0.74149
73.28,0.74144
73.29,0.74043
73.30,0.74372
73.31,0.74220
73.32,0.74293
73.33,0.74137
73.34,0.74117
73.35,0.74355
73.36,0.73937
73.37,0.74064
73.38,0.74169
73.39,0.73951
73.40,0.73942
73.41,0.73911
73.42,0.74285
73.43,0.74345
73.44,0.74386
73.45,0.74554
73.46,0.74319
73.47,0.74446
73.48,0.74464
73.49,0.74606
73.50,0.74711
73.51,0.74641
73.52,0.74259
73.53,0.74262
73.54,0.74176
73.55,0.74436
73.56,0.74506
73.57,0.74559
73.58,0.74852
73.59,0.74492
73.60,0.74639
73.61,0.73968
73.62,0.74608
73.63,0.74599
73.64,0.74685
73.65,0.74884
73.66,0.74354
73.67,0.74508
73.68,0.74523
73.69,0.74765
73.70,0.74654
73.71,0.74866
73.72,0.74596
73.73,0.74638
73.74,0.74753
73.75,0.74482
73.76,0.74884
73.77,0.74383
73.78,0.74470
73.79,0.75045
73.80,0.74974
73.81,0.74921
73.82,0.75030
73.83,0.74915
73.84,0.74885
73.85,0.74864
73.86,0.74770
73.87,0.75136
73.88,0.75086
73.89,0.74879
73.90,0.74986
73.91,0.75028
73.92,0.75162
73.93,0.74822
73.94,0.74987
73.95,0.74941
73.96,0.74978
73.97,0.75086
73.98,0.74843
73.99,0.74713
74.00,0.75184
