current_mA,voltage_V
72.01,0.34938
72.02,0.34972
72.03,0.35019
72.04,0.34966
72.05,0.35012
72.06,0.35061
72.07,0.35097
72.08,0.35185
72.09,0.35038
72.10,0.35021
72.11,0.35153
72.12,0.35124
72.13,0.35184
72.14,0.35162
72.15,0.35262
72.16,0.35288
72.17,0.35237
72.18,0.35077
72.19,0.35148
72.20,0.35062
72.21,0.35033
72.22,0.35060
72.23,0.35027
72.24,0.35185
72.25,0.35222
72.26,0.35295
72.27,0.35222
72.28,0.35295
72.29,0.35255
72.30,0.35204
72.31,0.35345
72.32,0.35296
72.33,0.35197
72.34,0.35224
72.35,0.35372
72.36,0.35395
72.37,0.35451
72.38,0.35385
72.39,0.35378
72.40,0.35126
72.41,0.35373
72.42,0.35289
72.43,0.35214
72.44,0.35249
72.45,0.35247
72.46,0.35348
72.47,0.35297
72.48,0.35312
72.49,0.35276
72.50,0.35282
72.51,0.35296
72.52,0.35146
72.53,0.35176
72.54,0.35143
72.55,0.35080
72.56,0.35180
72.57,0.35213
72.58,0.35349
72.59,0.35390
72.60,0.35360
72.61,0.35408
72.62,0.35477
72.63,0.35388
72.64,0.35344
72.65,0.35289
72.66,0.35420
72.67,0.35215
72.68,0.35258
72.69,0.35029
72.70,0.34952
72.71,0.35027
72.72,0.34930
72.73,0.35106
72.74,0.35104
72.75,0.34981
72.76,0.35288
72.77,0.35340
72.78,0.35351
72.79,0.35472
72.80,0.35270
72.81,0.35181
72.82,0.35428
72.83,0.35577
72.84,0.35990
72.85,0.35664
72.86,0.34770
72.87,0.34003
72.88,0.34007
72.89,0.34274
72.90,0.34601
72.91,0.34941
72.92,0.35141
72.93,0.35303
72.94,0.35432
72.95,0.35411
72.96,0.35380
72.97,0.35608
72.98,0.35619
72.99,0.35745
73.00,0.35688
73.01,0.35719
73.02,0.35762
73.03,0.35836
73.04,0.35763
73.05,0.35697
73.06,0.35718
73.07,0.35639
73.08,0.35547
73.09,0.35636
73.10,0.35541
73.11,0.35834
73.12,0.35706
73.13,0.35815
73.14,0.35908
73.15,0.35828
73.16,0.35701
73.17,0.35753
73.18,0.35729
73.19,0.35849
73.20,0.35860
73.21,0.35628
73.22,0.35711
73.23,0.35709
73.24,0.35930
73.25,0.35795
73.26,0.35967
73.27,0.35788
73.28,0.35807
73.29,0.35766
73.30,0.35787
73.31,0.35823
73.32,0.35972
73.33,0.35802
73.34,0.35850
73.35,0.35758
73.36,0.35949
73.37,0.36045
73.38,0.36077
73.39,0.36095
73.40,0.35968
73.41,0.36067
73.42,0.35911
73.43,0.36105
73.44,0.36023
73.45,0.35930
73.46,0.35993
73.47,0.35951
73.48,0.35894
73.49,0.35856
73.50,0.35853
73.51,0.36102
73.52,0.35917
73.53,0.35980
73.54,0.35837
73.55,0.35856
73.56,0.36107
73.57,0.36027
73.58,0.35967
73.59,0.35957
73.60,0.36001
73.61,0.36130
73.62,0.36112
73.63,0.36075
73.64,0.36187
73.65,0.36111
73.66,0.36123
73.67,0.35993
73.68,0.36118
73.69,0.35952
73.70,0.36019
73.71,0.36023
73.72,0.36282
73.73,0.36040
73.74,0.36236
73.75,0.36162
73.76,0.36123
73.77,0.36248
73.78,0.36161
73.79,0.36267
73.80,0.36206
73.81,0.36277
73.82,0.36222
73.83,0.36197
73.84,0.36126
73.85,0.36126
73.86,0.36095
73.87,0.36146
73.88,0.35998
73.89,0.35977
73.90,0.36021
73.91,0.36081
73.92,0.36221
73.93,0.36167
73.94,0.36127
73.95,0.36107
73.96,0.36117
73.97,0.36133
73.98,0.36168
73.99,0.36191
74.00,0.36213
