current_mA,ch1_V,ch3_V
72.01,0.17364,-0.00121
72.02,0.17344,-0.00120
72.03,0.17359,-0.00122
72.04,0.17400,-0.00122
72.05,0.17434,-0.00121
72.06,0.17408,-0.00122
72.07,0.17426,-0.00120
72.08,0.17423,-0.00121
72.09,0.17454,-0.00121
72.10,0.17377,-0.00121
72.11,0.17451,-0.00123
72.12,0.17441,-0.00121
72.13,0.17492,-0.00122
72.14,0.17490,-0.00120
72.15,0.17476,-0.00121
72.16,0.17404,-0.00122
72.17,0.17350,-0.00121
72.18,0.17419,-0.00120
72.19,0.17379,-0.00120
72.20,0.17321,-0.00119
72.21,0.17346,-0.00121
72.22,0.17387,-0.00121
72.23,0.17423,-0.00122
72.24,0.17421,-0.00120
72.25,0.17472,-0.00118
72.26,0.17377,-0.00119
72.27,0.17414,-0.00118
72.28,0.17377,-0.00119
72.29,0.17455,-0.00118
72.30,0.17338,-0.00120
72.31,0.17322,-0.00119
72.32,0.17404,-0.00117
72.33,0.17348,-0.00115
72.34,0.17370,-0.00116
72.35,0.17356,-0.00115
72.36,0.17390,-0.00115
72.37,0.17397,-0.00114
72.38,0.17458,-0.00115
72.39,0.17405,-0.00115
72.40,0.17419,-0.00090
72.41,0.17436,-0.00108
72.42,0.17432,-0.00085
72.43,0.17412,-0.00051
72.44,0.17372,-0.00131
72.45,0.17320,-0.00115
72.46,0.17249,-0.00063
72.47,0.17238,-0.00039
72.48,0.17291,-0.00131
72.49,0.17337,-0.00123
72.50,0.17368,-0.00098
72.51,0.17331,0.00030
72.52,0.17284,-0.00474
72.53,0.17330,-0.00032
72.54,0.17428,-0.00132
72.55,0.17489,-0.00068
72.56,0.17445,0.00123
72.57,0.17337,-0.00537
72.58,0.17364,-0.00149
72.59,0.17577,-0.00006
72.60,0.17716,0.00374
72.61,0.17278,0.02110
72.62,0.16907,-0.02648
72.63,0.16130,-0.02610
72.64,0.15675,-0.01149
72.65,0.15971,-0.00713
72.66,0.16405,-0.00360
72.67,0.16717,-0.00281
72.68,0.16992,-0.00222
72.69,0.17078,-0.00200
72.70,0.17215,-0.00184
72.71,0.17411,-0.00167
72.72,0.17358,-0.00162
72.73,0.17379,-0.00159
72.74,0.17434,-0.00156
72.75,0.17525,-0.00151
72.76,0.17444,-0.00149
72.77,0.17552,-0.00148
72.78,0.17536,-0.00145
72.79,0.17574,-0.00146
72.80,0.17509,-0.00145
72.81,0.17551,-0.00144
72.82,0.17569,-0.00143
72.83,0.17569,-0.00141
72.84,0.17561,-0.00142
72.85,0.17566,-0.00140
72.86,0.17586,-0.00141
72.87,0.17605,-0.00141
72.88,0.17614,-0.00140
72.89,0.17563,-0.00139
72.90,0.17591,-0.00138
72.91,0.17586,-0.00137
72.92,0.17590,-0.00136
72.93,0.17536,-0.00137
72.94,0.17581,-0.00134
72.95,0.17642,-0.00135
72.96,0.17652,-0.00135
72.97,0.17622,-0.00134
72.98,0.17645,-0.00134
72.99,0.17623,-0.00135
73.00,0.17609,-0.00133
73.01,0.17594,-0.00133
73.02,0.17650,-0.00134
73.03,0.17626,-0.00135
73.04,0.17598,-0.00135
73.05,0.17593,-0.00133
73.06,0.17573,-0.00133
73.07,0.17695,-0.00132
73.08,0.17708,-0.00132
73.09,0.17648,-0.00132
73.10,0.17691,-0.00133
73.11,0.17664,-0.00133
73.12,0.17686,-0.00134
73.13,0.17662,-0.00134
73.14,0.17645,-0.00135
73.15,0.17730,-0.00134
73.16,0.17704,-0.00133
73.17,0.17695,-0.00133
73.18,0.17690,-0.00132
73.19,0.17607,-0.00132
73.20,0.17712,-0.00133
73.21,0.17756,-0.00132
73.22,0.17702,-0.00133
73.23,0.17664,-0.00133
73.24,0.17708,-0.00132
73.25,0.17677,-0.00132
73.26,0.17718,-0.00132
73.27,0.17715,-0.00132
73.28,0.17715,-0.00133
73.29,0.17742,-0.00134
73.30,0.17722,-0.00133
73.31,0.17693,-0.00133
73.32,0.17707,-0.00134
73.33,0.17747,-0.00132
73.34,0.17711,-0.00132
73.35,0.17727,-0.00132
73.36,0.17740,-0.00132
73.37,0.17723,-0.00131
73.38,0.17695,-0.00133
73.39,0.17699,-0.00134
73.40,0.17691,-0.00134
73.41,0.17767,-0.00134
73.42,0.17780,-0.00135
73.43,0.17762,-0.00134
73.44,0.17792,-0.00134
73.45,0.17783,-0.00132
73.46,0.17790,-0.00134
73.47,0.17795,-0.00133
73.48,0.17782,-0.00132
73.49,0.17765,-0.00131
73.50,0.17787,-0.00134
73.51,0.17733,-0.00133
73.52,0.17780,-0.00133
73.53,0.17772,-0.00133
73.54,0.17772,-0.00133
73.55,0.17791,-0.00132
73.56,0.17774,-0.00130
73.57,0.17740,-0.00129
73.58,0.17797,-0.00130
73.59,0.17781,-0.00131
73.60,0.17785,-0.00131
73.61,0.17828,-0.00131
73.62,0.17775,-0.00129
73.63,0.17781,-0.00131
73.64,0.17762,-0.00132
73.65,0.17797,-0.00131
73.66,0.17798,-0.00132
73.67,0.17816,-0.00132
73.68,0.17808,-0.00132
73.69,0.17808,-0.00133
73.70,0.17792,-0.00134
73.71,0.17816,-0.00134
73.72,0.17833,-0.00133
73.73,0.17844,-0.00133
73.74,0.17831,-0.00132
73.75,0.17806,-0.00132
73.76,0.17802,-0.00131
73.77,0.17818,-0.00132
73.78,0.17857,-0.00133
73.79,0.17820,-0.00132
73.80,0.17884,-0.00133
73.81,0.17837,-0.00133
73.82,0.17867,-0.00133
73.83,0.17907,-0.00132
73.84,0.17848,-0.00131
73.85,0.17879,-0.00132
73.86,0.17868,-0.00131
73.87,0.17822,-0.00132
73.88,0.17797,-0.00131
73.89,0.17878,-0.00129
73.90,0.17859,-0.00128
73.91,0.17863,-0.00129
73.92,0.17820,-0.00130
73.93,0.17816,-0.00130
73.94,0.17905,-0.00130
73.95,0.17926,-0.00128
73.96,0.17935,-0.00129
73.97,0.17845,-0.00128
73.98,0.17921,-0.00129
73.99,0.17889,-0.00129
74.00,0.17852,-0.00129
