current_mA,voltage_V
72.01,0.19992
72.02,0.20066
72.03,0.20070
72.04,0.20024
72.05,0.20035
72.06,0.20044
72.07,0.20064
72.08,0.20068
72.09,0.20059
72.10,0.20099
72.11,0.20060
72.12,0.20064
72.13,0.20099
72.14,0.20097
72.15,0.20071
72.16,0.20079
72.17,0.20110
72.18,0.20134
72.19,0.20116
72.20,0.20111
72.21,0.20093
72.22,0.20097
72.23,0.20064
72.24,0.20030
72.25,0.20066
72.26,0.20049
72.27,0.20044
72.28,0.20112
72.29,0.20075
72.30,0.20106
72.31,0.20188
72.32,0.20186
72.33,0.20221
72.34,0.20244
72.35,0.20114
72.36,0.19996
72.37,0.19937
72.38,0.19767
72.39,0.19795
72.40,0.19779
72.41,0.19791
72.42,0.19826
72.43,0.19873
72.44,0.19969
72.45,0.20024
72.46,0.19958
72.47,0.19865
72.48,0.19796
72.49,0.19839
72.50,0.19782
72.51,0.19737
72.52,0.19655
72.53,0.19667
72.54,0.19735
72.55,0.19752
72.56,0.19745
72.57,0.19838
72.58,0.19919
72.59,0.19812
72.60,0.19737
72.61,0.19733
72.62,0.19757
72.63,0.19728
72.64,0.19698
72.65,0.19619
72.66,0.19444
72.67,0.19266
72.68,0.19105
72.69,0.19117
72.70,0.19231
72.71,0.19241
72.72,0.19268
72.73,0.19501
72.74,0.19618
72.75,0.19528
72.76,0.19315
72.77,0.19543
72.78,0.19401
72.79,0.19540
72.80,0.19752
72.81,0.19318
72.82,0.17844
72.83,0.17978
72.84,0.18728
72.85,0.19086
72.86,0.17973
72.87,0.18438
72.88,0.19217
72.89,0.19874
72.90,0.20016
72.91,0.20087
72.92,0.20180
72.93,0.20222
72.94,0.20305
72.95,0.20317
72.96,0.20367
72.97,0.20352
72.98,0.20411
72.99,0.20403
73.00,0.20421
73.01,0.20448
73.02,0.20413
73.03,0.20447
73.04,0.20459
73.05,0.20402
73.06,0.20434
73.07,0.20490
73.08,0.20437
73.09,0.20434
73.10,0.20408
73.11,0.20411
73.12,0.20454
73.13,0.20419
73.14,0.20441
73.15,0.20472
73.16,0.20446
73.17,0.20440
73.18,0.20498
73.19,0.20490
73.20,0.20439
73.21,0.20445
73.22,0.20444
73.23,0.20487
73.24,0.20590
73.25,0.20582
73.26,0.20584
73.27,0.20554
73.28,0.20498
73.29,0.20566
73.30,0.20578
73.31,0.20561
73.32,0.20524
73.33,0.20550
73.34,0.20537
73.35,0.20509
73.36,0.20502
73.37,0.20515
73.38,0.20513
73.39,0.20551
73.40,0.20583
73.41,0.20605
73.42,0.20555
73.43,0.20540
73.44,0.20592
73.45,0.20620
73.46,0.20633
73.47,0.20536
73.48,0.20549
73.49,0.20521
73.50,0.20590
73.51,0.20625
73.52,0.20519
73.53,0.20599
73.54,0.20623
73.55,0.20582
73.56,0.20657
73.57,0.20646
73.58,0.20593
73.59,0.20592
73.60,0.20648
73.61,0.20664
73.62,0.20582
73.63,0.20606
73.64,0.20618
73.65,0.20666
73.66,0.20650
73.67,0.20642
73.68,0.20662
73.69,0.20679
73.70,0.20676
73.71,0.20640
73.72,0.20569
73.73,0.20656
73.74,0.20576
73.75,0.20601
73.76,0.20651
73.77,0.20606
73.78,0.20675
73.79,0.20620
73.80,0.20567
73.81,0.20647
73.82,0.20708
73.83,0.20682
73.84,0.20743
73.85,0.20746
73.86,0.20713
73.87,0.20728
73.88,0.20736
73.89,0.20726
73.90,0.20651
73.91,0.20616
73.92,0.20741
73.93,0.20718
73.94,0.20682
73.95,0.20734
73.96,0.20764
73.97,0.20709
73.98,0.20702
73.99,0.20693
74.00,0.20696
