current_mA,voltage_V
72.01,0.4101
72.02,0.411
72.03,0.4112
72.04,0.41
72.05,0.4099
72.06,0.41
72.07,0.4093
72.08,0.4091
72.09,0.4092
72.10,0.4099
72.11,0.4108
72.12,0.4109
72.13,0.4109
72.14,0.4111
72.15,0.4097
72.16,0.4098
72.17,0.4106
72.18,0.4106
72.19,0.4103
72.20,0.41
72.21,0.4104
72.22,0.4129
72.23,0.4116
72.24,0.4121
72.25,0.4111
72.26,0.4124
72.27,0.4112
72.28,0.4114
72.29,0.4116
72.30,0.4113
72.31,0.4118
72.32,0.4111
72.33,0.4115
72.34,0.4118
72.35,0.411
72.36,0.4122
72.37,0.4124
72.38,0.4125
72.39,0.411
72.40,0.4112
72.41,0.4117
72.42,0.4118
72.43,0.4116
72.44,0.4128
72.45,0.4123
72.46,0.4131
72.47,0.4132
72.48,0.4124
72.49,0.4123
72.50,0.4117
72.51,0.413
72.52,0.414
72.53,0.4133
72.54,0.4134
72.55,0.414
72.56,0.4134
72.57,0.4141
72.58,0.4145
72.59,0.4147
72.60,0.414
72.61,0.4137
72.62,0.4129
72.63,0.4128
72.64,0.4146
72.65,0.4152
72.66,0.4152
72.67,0.4152
72.68,0.4143
72.69,0.4134
72.70,0.4135
72.71,0.4131
72.72,0.4152
72.73,0.4148
72.74,0.4152
72.75,0.4152
72.76,0.4158
72.77,0.4152
72.78,0.4135
72.79,0.4143
72.80,0.4144
72.81,0.4142
72.82,0.4167
72.83,0.4164
72.84,0.4161
72.85,0.4157
72.86,0.4163
72.87,0.4156
72.88,0.4173
72.89,0.4159
72.90,0.416
72.91,0.4162
72.92,0.4168
72.93,0.4167
72.94,0.4172
72.95,0.4161
72.96,0.4166
72.97,0.4172
72.98,0.4174
72.99,0.4177
73.00,0.4175
73.01,0.417
73.02,0.4182
73.03,0.4175
73.04,0.4186
73.05,0.4186
73.06,0.4175
73.07,0.418
73.08,0.4181
73.09,0.417
73.10,0.4173
73.11,0.4181
73.12,0.4177
73.13,0.4185
73.14,0.4184
73.15,0.4186
73.16,0.4188
73.17,0.4173
73.18,0.4171
73.19,0.4178
73.20,0.4166
73.21,0.418
73.22,0.4182
73.23,0.4179
73.24,0.4189
73.25,0.4187
73.26,0.4185
73.27,0.4194
73.28,0.4188
73.29,0.4202
73.30,0.4189
73.31,0.4192
73.32,0.4192
73.33,0.4189
73.34,0.4193
73.35,0.4198
73.36,0.4199
73.37,0.4184
73.38,0.4187
73.39,0.4192
73.40,0.4195
73.41,0.4201
73.42,0.4201
73.43,0.4197
73.44,0.4202
73.45,0.4206
73.46,0.4201
73.47,0.4206
73.48,0.4208
73.49,0.4201
73.50,0.4193
73.51,0.4199
73.52,0.42
73.53,0.4197
73.54,0.4209
73.55,0.4213
73.56,0.4218
73.57,0.4208
73.58,0.4203
73.59,0.4205
73.60,0.4201
73.61,0.4211
73.62,0.4213
73.63,0.4222
73.64,0.422
73.65,0.4215
73.66,0.4215
73.67,0.4212
73.68,0.4208
73.69,0.4201
73.70,0.4214
73.71,0.4214
73.72,0.4217
73.73,0.4208
73.74,0.4207
73.75,0.4201
73.76,0.4206
73.77,0.4203
73.78,0.4212
73.79,0.4223
73.80,0.422
73.81,0.4232
73.82,0.4222
73.83,0.4212
73.84,0.4209
73.85,0.4228
73.86,0.4208
73.87,0.4225
73.88,0.4232
73.89,0.4227
73.90,0.4222
73.91,0.4228
73.92,0.422
73.93,0.4215
73.94,0.4241
73.95,0.4238
73.96,0.4242
73.97,0.424
73.98,0.4236
73.99,0.4225
74.00,0.4237
