current_mA,voltage_V
72.01,0.8038
72.02,0.8049
72.03,0.8044
72.04,0.8028
72.05,0.8028
72.06,0.8028
72.07,0.8041
72.08,0.8045
72.09,0.8081
72.10,0.8037
72.11,0.8054
72.12,0.8068
72.13,0.8079
72.14,0.809
72.15,0.8074
72.16,0.8085
72.17,0.8043
72.18,0.8059
72.19,0.8063
72.20,0.8089
72.21,0.8077
72.22,0.8078
72.23,0.8063
72.24,0.8063
72.25,0.8058
72.26,0.8067
72.27,0.8087
72.28,0.8084
72.29,0.8086
72.30,0.8102
72.31,0.8084
72.32,0.808
72.33,0.8103
72.34,0.8072
72.35,0.8073
72.36,0.81
72.37,0.8087
72.38,0.8068
72.39,0.8062
72.40,0.8069
72.41,0.8103
72.42,0.8117
72.43,0.8125
72.44,0.8137
72.45,0.8089
72.46,0.8083
72.47,0.812
72.48,0.8089
72.49,0.8076
72.50,0.808
72.51,0.8092
72.52,0.811
72.53,0.8101
72.54,0.8135
72.55,0.813
72.56,0.8132
72.57,0.8138
72.58,0.8131
72.59,0.8139
72.60,0.813
72.61,0.8104
72.62,0.8113
72.63,0.8109
72.64,0.8089
72.65,0.8142
72.66,0.8114
72.67,0.8106
72.68,0.8118
72.69,0.8133
72.70,0.812
72.71,0.8112
72.72,0.8137
72.73,0.8143
72.74,0.8132
72.75,0.8128
72.76,0.8117
72.77,0.8128
72.78,0.8117
72.79,0.8141
72.80,0.8119
72.81,0.8142
72.82,0.8122
72.83,0.815
72.84,0.815
72.85,0.8146
72.86,0.8135
72.87,0.8123
72.88,0.8134
72.89,0.8149
72.90,0.815
72.91,0.8177
72.92,0.8175
72.93,0.8167
72.94,0.8158
72.95,0.8163
72.96,0.8187
72.97,0.8176
72.98,0.817
72.99,0.8186
73.00,0.8184
73.01,0.8174
73.02,0.8192
73.03,0.8213
73.04,0.819
73.05,0.8187
73.06,0.821
73.07,0.8184
73.08,0.8197
73.09,0.8208
73.10,0.8211
73.11,0.8204
73.12,0.819
73.13,0.8172
73.14,0.8174
73.15,0.8178
73.16,0.8206
73.17,0.8203
73.18,0.8196
73.19,0.822
73.20,0.8215
73.21,0.8226
73.22,0.823
73.23,0.8223
73.24,0.8225
73.25,0.8217
73.26,0.8235
73.27,0.8219
73.28,0.8212
73.29,0.8212
73.30,0.8223
73.31,0.8194
73.32,0.8221
73.33,0.822
73.34,0.8223
73.35,0.8232
73.36,0.824
73.37,0.8244
73.38,0.8236
73.39,0.8233
73.40,0.8248
73.41,0.823
73.42,0.8252
73.43,0.824
73.44,0.8211
73.45,0.8215
73.46,0.8208
73.47,0.8253
73.48,0.8246
73.49,0.826
73.50,0.8237
73.51,0.8213
73.52,0.8215
73.53,0.8253
73.54,0.8253
73.55,0.8227
73.56,0.823
73.57,0.8237
73.58,0.8267
73.59,0.8245
73.60,0.8219
73.61,0.827
73.62,0.826
73.63,0.8256
73.64,0.8242
73.65,0.823
73.66,0.8235
73.67,0.8225
73.68,0.8232
73.69,0.8251
73.70,0.828
73.71,0.8263
73.72,0.827
73.73,0.8256
73.74,0.8259
73.75,0.8262
73.76,0.8258
73.77,0.8235
73.78,0.8248
73.79,0.8235
73.80,0.8286
73.81,0.8297
73.82,0.8317
73.83,0.8323
73.84,0.8322
73.85,0.8327
73.86,0.8316
73.87,0.8298
73.88,0.8294
73.89,0.8285
73.90,0.8288
73.91,0.8284
73.92,0.8298
73.93,0.8275
73.94,0.8309
73.95,0.83
73.96,0.8302
73.97,0.8306
73.98,0.8288
73.99,0.8309
74.00,0.8288
