current_mA,ch1_V,ch3_V
72.01,0.20107,-0.00983
72.02,0.20059,-0.00979
72.03,0.20059,-0.00981
72.04,0.20066,-0.01017
72.05,0.20109,-0.01013
72.06,0.20110,-0.01024
72.07,0.20110,-0.01010
72.08,0.20125,-0.01012
72.09,0.20155,-0.01019
72.10,0.20188,-0.01013
72.11,0.20198,-0.01035
72.12,0.20259,-0.01039
72.13,0.20210,-0.01039
72.14,0.20162,-0.01059
72.15,0.20078,-0.01073
72.16,0.19929,-0.01068
72.17,0.19923,-0.01065
72.18,0.19862,-0.01063
72.19,0.19926,-0.01062
72.20,0.19941,-0.01055
72.21,0.20045,-0.01051
72.22,0.20072,-0.01059
72.23,0.20047,-0.01054
72.24,0.19979,-0.01085
72.25,0.19935,-0.01074
72.26,0.19906,-0.01091
72.27,0.19902,-0.01088
72.28,0.19870,-0.01090
72.29,0.19862,-0.01096
72.30,0.19778,-0.01080
72.31,0.19792,-0.01115
72.32,0.19837,-0.01101
72.33,0.19919,-0.01038
72.34,0.19964,-0.01022
72.35,0.20004,-0.00990
72.36,0.20056,-0.01181
72.37,0.19896,-0.01199
72.38,0.19877,-0.01080
72.39,0.19908,-0.00898
72.40,0.19956,-0.01221
72.41,0.19975,-0.01230
72.42,0.19920,-0.01296
72.43,0.19741,-0.00933
72.44,0.19526,-0.00972
72.45,0.19342,-0.01191
72.46,0.19267,-0.01319
72.47,0.19486,-0.01099
72.48,0.19526,-0.00947
72.49,0.19433,-0.02055
72.50,0.19262,-0.04350
72.51,0.19521,0.00534
72.52,0.19570,0.01800
72.53,0.19713,-0.01105
72.54,0.19707,-0.02096
72.55,0.19469,-0.07482
72.56,0.19420,0.06447
72.57,0.19834,0.00929
72.58,0.19670,0.03163
72.59,0.18808,0.04651
72.60,0.17656,-0.12148
72.61,0.17646,-0.05530
72.62,0.17787,0.10823
72.63,0.17701,0.00658
72.64,0.17425,-0.01659
72.65,0.17639,-0.01144
72.66,0.18325,-0.00984
72.67,0.18648,-0.00909
72.68,0.19069,-0.00921
72.69,0.19308,-0.00896
72.70,0.19487,-0.00942
72.71,0.19634,-0.00940
72.72,0.19778,-0.00901
72.73,0.19905,-0.00919
72.74,0.20011,-0.00924
72.75,0.20048,-0.00944
72.76,0.20090,-0.00867
72.77,0.20103,-0.00876
72.78,0.20097,-0.00874
72.79,0.20147,-0.00891
72.80,0.20115,-0.00894
72.81,0.20143,-0.00894
72.82,0.20162,-0.00899
72.83,0.20215,-0.00900
72.84,0.20211,-0.00911
72.85,0.20240,-0.00903
72.86,0.20189,-0.00911
72.87,0.20259,-0.00921
72.88,0.20206,-0.00906
72.89,0.20178,-0.00918
72.90,0.20251,-0.00910
72.91,0.20245,-0.00922
72.92,0.20307,-0.00919
72.93,0.20307,-0.00918
72.94,0.20331,-0.00910
72.95,0.20302,-0.00907
72.96,0.20309,-0.00899
72.97,0.20337,-0.00902
72.98,0.20266,-0.00903
72.99,0.20350,-0.00892
73.00,0.20265,-0.00902
73.01,0.20289,-0.00893
73.02,0.20297,-0.00904
73.03,0.20327,-0.00904
73.04,0.20323,-0.00898
73.05,0.20314,-0.00896
73.06,0.20328,-0.00909
73.07,0.20346,-0.00902
73.08,0.20340,-0.00899
73.09,0.20296,-0.00905
73.10,0.20338,-0.00907
73.11,0.20359,-0.00904
73.12,0.20355,-0.00914
73.13,0.20422,-0.00910
73.14,0.20361,-0.00919
73.15,0.20382,-0.00903
73.16,0.20414,-0.00907
73.17,0.20396,-0.00909
73.18,0.20401,-0.00911
73.19,0.20365,-0.00909
73.20,0.20386,-0.00910
73.21,0.20383,-0.00910
73.22,0.20421,-0.00910
73.23,0.20419,-0.00905
73.24,0.20425,-0.00900
73.25,0.20414,-0.00905
73.26,0.20448,-0.00908
73.27,0.20430,-0.00904
73.28,0.20452,-0.00906
73.29,0.20458,-0.00901
73.30,0.20433,-0.00896
73.31,0.20392,-0.00903
73.32,0.20410,-0.00895
73.33,0.20420,-0.00904
73.34,0.20425,-0.00904
73.35,0.20451,-0.00908
73.36,0.20430,-0.00910
73.37,0.20470,-0.00909
73.38,0.20447,-0.00893
73.39,0.20462,-0.00902
73.40,0.20466,-0.00907
73.41,0.20455,-0.00907
73.42,0.20429,-0.00904
73.43,0.20443,-0.00909
73.44,0.20432,-0.00903
73.45,0.20464,-0.00895
73.46,0.20483,-0.00891
73.47,0.20486,-0.00898
73.48,0.20420,-0.00895
73.49,0.20460,-0.00897
73.50,0.20492,-0.00898
73.51,0.20510,-0.00899
73.52,0.20485,-0.00898
73.53,0.20508,-0.00897
73.54,0.20498,-0.00897
73.55,0.20481,-0.00897
73.56,0.20509,-0.00889
73.57,0.20509,-0.00896
73.58,0.20496,-0.00890
73.59,0.20507,-0.00887
73.60,0.20532,-0.00882
73.61,0.20504,-0.00892
73.62,0.20550,-0.00885
73.63,0.20507,-0.00873
73.64,0.20508,-0.00873
73.65,0.20537,-0.00866
73.66,0.20549,-0.00867
73.67,0.20549,-0.00862
73.68,0.20516,-0.00865
73.69,0.20559,-0.00854
73.70,0.20552,-0.00859
73.71,0.20566,-0.00862
73.72,0.20572,-0.00866
73.73,0.20553,-0.00856
73.74,0.20558,-0.00862
73.75,0.20575,-0.00859
73.76,0.20584,-0.00850
73.77,0.20610,-0.00859
73.78,0.20590,-0.00855
73.79,0.20553,-0.00856
73.80,0.20570,-0.00851
73.81,0.20598,-0.00854
73.82,0.20587,-0.00856
73.83,0.20638,-0.00858
73.84,0.20596,-0.00858
73.85,0.20602,-0.00859
73.86,0.20528,-0.00856
73.87,0.20603,-0.00854
73.88,0.20590,-0.00855
73.89,0.20629,-0.00854
73.90,0.20611,-0.00853
73.91,0.20620,-0.00842
73.92,0.20630,-0.00845
73.93,0.20615,-0.00853
73.94,0.20600,-0.00856
73.95,0.20611,-0.00850
73.96,0.20597,-0.00857
73.97,0.20592,-0.00850
73.98,0.20622,-0.00859
73.99,0.20633,-0.00857
74.00,0.20627,-0.00854
