current_mA,voltage_V
72.01,0.0702
72.02,0.0702
72.03,0.0706
72.04,0.0703
72.05,0.0704
72.06,0.0701
72.07,0.0706
72.08,0.0703
72.09,0.0703
72.10,0.0706
72.11,0.0707
72.12,0.0705
72.13,0.0706
72.14,0.0706
72.15,0.0702
72.16,0.0704
72.17,0.0703
72.18,0.0705
72.19,0.0706
72.20,0.0706
72.21,0.0708
72.22,0.0705
72.23,0.0708
72.24,0.0707
72.25,0.0707
72.26,0.0709
72.27,0.0702
72.28,0.0702
72.29,0.0705
72.30,0.071
72.31,0.0708
72.32,0.0708
72.33,0.0706
72.34,0.0704
72.35,0.0704
72.36,0.0706
72.37,0.0706
72.38,0.0706
72.39,0.0702
72.40,0.0703
72.41,0.0706
72.42,0.0706
72.43,0.0709
72.44,0.0708
72.45,0.071
72.46,0.0704
72.47,0.0706
72.48,0.0708
72.49,0.0706
72.50,0.0707
72.51,0.0709
72.52,0.0706
72.53,0.0706
72.54,0.0709
72.55,0.0706
72.56,0.071
72.57,0.0704
72.58,0.0706
72.59,0.0705
72.60,0.0705
72.61,0.0707
72.62,0.0705
72.63,0.0705
72.64,0.071
72.65,0.0709
72.66,0.0705
72.67,0.0706
72.68,0.0708
72.69,0.071
72.70,0.0708
72.71,0.0699
72.72,0.0701
72.73,0.0703
72.74,0.0705
72.75,0.07
72.76,0.0697
72.77,0.0698
72.78,0.0706
72.79,0.0706
72.80,0.0705
72.81,0.0691
72.82,0.0662
72.83,0.0687
72.84,0.0695
72.85,0.0708
72.86,0.0715
72.87,0.0715
72.88,0.0721
72.89,0.0721
72.90,0.0723
72.91,0.0725
72.92,0.0722
72.93,0.0721
72.94,0.0725
72.95,0.0723
72.96,0.0721
72.97,0.072
72.98,0.0721
72.99,0.0722
73.00,0.0721
73.01,0.072
73.02,0.072
73.03,0.0726
73.04,0.0722
73.05,0.0723
73.06,0.0722
73.07,0.0718
73.08,0.0718
73.09,0.0722
73.10,0.0722
73.11,0.0723
73.12,0.0721
73.13,0.0719
73.14,0.072
73.15,0.0722
73.16,0.0721
73.17,0.0726
73.18,0.0725
73.19,0.0727
73.20,0.0723
73.21,0.0724
73.22,0.0725
73.23,0.0725
73.24,0.0721
73.25,0.0724
73.26,0.0723
73.27,0.0726
73.28,0.0725
73.29,0.0725
73.30,0.0727
73.31,0.0725
73.32,0.0724
73.33,0.0725
73.34,0.0724
73.35,0.0724
73.36,0.0726
73.37,0.0728
73.38,0.0723
73.39,0.0726
73.40,0.0727
73.41,0.0728
73.42,0.0727
73.43,0.0726
73.44,0.0726
73.45,0.0725
73.46,0.0729
73.47,0.0728
73.48,0.0724
73.49,0.0724
73.50,0.0725
73.51,0.0725
73.52,0.0727
73.53,0.0729
73.54,0.0732
73.55,0.0731
73.56,0.0726
73.57,0.0727
73.58,0.0731
73.59,0.073
73.60,0.0731
73.61,0.0728
73.62,0.0731
73.63,0.073
73.64,0.073
73.65,0.0731
73.66,0.073
73.67,0.0732
73.68,0.0733
73.69,0.0728
73.70,0.073
73.71,0.0731
73.72,0.0732
73.73,0.0728
73.74,0.0728
73.75,0.0728
73.76,0.0731
73.77,0.0731
73.78,0.0728
73.79,0.0727
