current_mA,voltage_V
72.01,0.67356
72.02,0.67338
72.03,0.67585
72.04,0.67346
72.05,0.67378
72.06,0.67267
72.07,0.67379
72.08,0.67436
72.09,0.67513
72.10,0.67588
72.11,0.67691
72.12,0.67718
72.13,0.67678
72.14,0.67592
72.15,0.67532
72.16,0.67471
72.17,0.67681
72.18,0.67772
72.19,0.67679
72.20,0.67382
72.21,0.67819
72.22,0.67636
72.23,0.67451
72.24,0.67762
72.25,0.67416
72.26,0.67468
72.27,0.67826
72.28,0.67922
72.29,0.67879
72.30,0.67786
72.31,0.67952
72.32,0.67858
72.33,0.67696
72.34,0.67723
72.35,0.68137
72.36,0.67878
72.37,0.67981
72.38,0.68047
72.39,0.68005
72.40,0.67843
72.41,0.67888
72.42,0.67873
72.43,0.67721
72.44,0.67963
72.45,0.67519
72.46,0.67982
72.47,0.67994
72.48,0.67808
72.49,0.67776
72.50,0.67808
72.51,0.67716
72.52,0.67837
72.53,0.67765
72.54,0.67747
72.55,0.67638
72.56,0.67818
72.57,0.67529
72.58,0.67894
72.59,0.67603
72.60,0.67659
72.61,0.67969
72.62,0.68086
72.63,0.67672
72.64,0.67442
72.65,0.68049
72.66,0.68048
72.67,0.67874
72.68,0.68058
72.69,0.67521
72.70,0.67809
72.71,0.67539
72.72,0.67329
72.73,0.67639
72.74,0.67682
72.75,0.67492
72.76,0.67451
72.77,0.67590
72.78,0.67831
72.79,0.68060
72.80,0.68598
72.81,0.68354
72.82,0.68359
72.83,0.68965
72.84,0.69277
72.85,0.68291
72.86,0.67914
72.87,0.66386
72.88,0.65065
72.89,0.65685
72.90,0.66040
72.91,0.66685
72.92,0.67157
72.93,0.67666
72.94,0.67977
72.95,0.68453
72.96,0.68303
72.97,0.68202
72.98,0.68387
72.99,0.68293
73.00,0.68393
73.01,0.68463
73.02,0.68582
73.03,0.68568
73.04,0.68656
73.05,0.68844
73.06,0.68726
73.07,0.68793
73.08,0.68472
73.09,0.68680
73.10,0.68557
73.11,0.68585
73.12,0.68667
73.13,0.68674
73.14,0.68553
73.15,0.68489
73.16,0.68806
73.17,0.68902
73.18,0.68547
73.19,0.68534
73.20,0.68599
73.21,0.68829
73.22,0.68936
73.23,0.68623
73.24,0.68874
73.25,0.69045
73.26,0.69016
73.27,0.68973
73.28,0.69036
73.29,0.68592
73.30,0.68789
73.31,0.68873
73.32,0.68721
73.33,0.68664
73.34,0.68906
73.35,0.68991
73.36,0.68891
73.37,0.68872
73.38,0.69125
73.39,0.69063
73.40,0.69192
73.41,0.69113
73.42,0.69096
73.43,0.69018
73.44,0.69129
73.45,0.69155
73.46,0.69168
73.47,0.69116
73.48,0.69162
73.49,0.69097
73.50,0.69068
73.51,0.69177
73.52,0.68964
73.53,0.68913
73.54,0.68740
73.55,0.69108
73.56,0.69105
73.57,0.69165
73.58,0.69132
73.59,0.69003
73.60,0.69115
73.61,0.69156
73.62,0.69375
73.63,0.69222
73.64,0.69282
73.65,0.69297
73.66,0.69122
73.67,0.69379
73.68,0.69379
73.69,0.69269
73.70,0.69340
73.71,0.69429
73.72,0.69350
73.73,0.69442
73.74,0.69420
73.75,0.69349
73.76,0.69224
73.77,0.69392
73.78,0.69171
73.79,0.69583
73.80,0.69545
73.81,0.69208
73.82,0.69169
73.83,0.69416
73.84,0.69342
73.85,0.69446
73.86,0.69251
73.87,0.69496
73.88,0.69318
73.89,0.69535
73.90,0.69461
73.91,0.69303
73.92,0.69295
73.93,0.69375
73.94,0.69473
73.95,0.69438
73.96,0.69594
73.97,0.69778
73.98,0.69250
73.99,0.69371
74.00,0.69690
