current_mA,voltage_V
72.01,0.41817
72.02,0.41645
72.03,0.41679
72.04,0.41753
72.05,0.41752
72.06,0.41516
72.07,0.41468
72.08,0.41515
72.09,0.41601
72.10,0.41677
72.11,0.41806
72.12,0.41826
72.13,0.41836
72.14,0.41852
72.15,0.41682
72.16,0.41784
72.17,0.41665
72.18,0.41754
72.19,0.41657
72.20,0.41602
72.21,0.41657
72.22,0.41793
72.23,0.41797
72.24,0.41745
72.25,0.41805
72.26,0.41966
72.27,0.41856
72.28,0.41877
72.29,0.41697
72.30,0.41683
72.31,0.41693
72.32,0.41842
72.33,0.41665
72.34,0.41684
72.35,0.41756
72.36,0.41964
72.37,0.42024
72.38,0.42018
72.39,0.42045
72.40,0.41855
72.41,0.41948
72.42,0.41856
72.43,0.41730
72.44,0.41810
72.45,0.41906
72.46,0.41688
72.47,0.41809
72.48,0.41926
72.49,0.41960
72.50,0.42035
72.51,0.41866
72.52,0.41852
72.53,0.41870
72.54,0.41862
72.55,0.41707
72.56,0.41518
72.57,0.41760
72.58,0.41712
72.59,0.41875
72.60,0.41827
72.61,0.41910
72.62,0.42012
72.63,0.42047
72.64,0.41803
72.65,0.41883
72.66,0.41733
72.67,0.41737
72.68,0.41808
72.69,0.41465
72.70,0.41289
72.71,0.41482
72.72,0.41520
72.73,0.41387
72.74,0.41627
72.75,0.41700
72.76,0.41754
72.77,0.42035
72.78,0.42073
72.79,0.42096
72.80,0.41990
72.81,0.42088
72.82,0.42108
72.83,0.42244
72.84,0.42716
72.85,0.41879
72.86,0.41294
72.87,0.40800
72.88,0.39985
72.89,0.40536
72.90,0.40989
72.91,0.41290
72.92,0.41586
72.93,0.41788
72.94,0.41962
72.95,0.41901
72.96,0.42070
72.97,0.42093
72.98,0.42196
72.99,0.42302
73.00,0.42403
73.01,0.42313
73.02,0.42221
73.03,0.42313
73.04,0.42407
73.05,0.42419
73.06,0.42200
73.07,0.42387
73.08,0.42449
73.09,0.42537
73.10,0.42545
73.11,0.42592
73.12,0.42445
73.13,0.42570
73.14,0.42207
73.15,0.42345
73.16,0.42356
73.17,0.42182
73.18,0.42305
73.19,0.42458
73.20,0.42598
73.21,0.42449
73.22,0.42325
73.23,0.42646
73.24,0.42503
73.25,0.42468
73.26,0.42566
73.27,0.42446
73.28,0.42574
73.29,0.42472
73.30,0.42480
73.31,0.42430
73.32,0.42525
73.33,0.42424
73.34,0.42411
73.35,0.42373
73.36,0.42603
73.37,0.42576
73.38,0.42543
73.39,0.42653
73.40,0.42582
73.41,0.42663
73.42,0.42756
73.43,0.42624
73.44,0.42613
73.45,0.42653
73.46,0.42769
73.47,0.42756
73.48,0.42773
73.49,0.42502
73.50,0.42688
73.51,0.42561
73.52,0.42763
73.53,0.42507
73.54,0.42639
73.55,0.42693
73.56,0.42791
73.57,0.42741
73.58,0.42621
73.59,0.42904
73.60,0.42783
73.61,0.42845
73.62,0.42980
73.63,0.42660
73.64,0.42673
73.65,0.42894
73.66,0.42893
73.67,0.42827
73.68,0.42648
73.69,0.42748
73.70,0.42986
73.71,0.42944
73.72,0.42767
73.73,0.42812
73.74,0.42763
73.75,0.42974
73.76,0.42895
73.77,0.42976
73.78,0.42943
73.79,0.42677
73.80,0.42743
73.81,0.42890
73.82,0.42942
73.83,0.42961
73.84,0.42912
73.85,0.42865
73.86,0.42946
73.87,0.42798
73.88,0.42794
73.89,0.42877
73.90,0.42828
73.91,0.42981
73.92,0.42998
73.93,0.42985
73.94,0.42881
73.95,0.42936
73.96,0.42819
73.97,0.42815
73.98,0.42844
73.99,0.42773
74.00,0.42836
