current_mA,ch1_V,ch3_V
72.01,0.17468,-0.00127
72.02,0.17393,-0.00127
72.03,0.17394,-0.00127
72.04,0.17442,-0.00126
72.05,0.17430,-0.00126
72.06,0.17437,-0.00123
72.07,0.17432,-0.00126
72.08,0.17399,-0.00125
72.09,0.17453,-0.00124
72.10,0.17382,-0.00126
72.11,0.17477,-0.00127
72.12,0.17455,-0.00127
72.13,0.17572,-0.00125
72.14,0.17506,-0.00126
72.15,0.17505,-0.00125
72.16,0.17479,-0.00125
72.17,0.17453,-0.00126
72.18,0.17394,-0.00127
72.19,0.17394,-0.00126
72.20,0.17390,-0.00126
72.21,0.17388,-0.00127
72.22,0.17342,-0.00126
72.23,0.17457,-0.00125
72.24,0.17429,-0.00126
72.25,0.17460,-0.00125
72.26,0.17445,-0.00124
72.27,0.17437,-0.00124
72.28,0.17411,-0.00124
72.29,0.17437,-0.00122
72.30,0.17372,-0.00121
72.31,0.17393,-0.00121
72.32,0.17377,-0.00120
72.33,0.17423,-0.00120
72.34,0.17400,-0.00120
72.35,0.17402,-0.00119
72.36,0.17493,-0.00120
72.37,0.17486,-0.00116
72.38,0.17445,-0.00114
72.39,0.17460,-0.00130
72.40,0.17437,-0.00105
72.41,0.17399,-0.00095
72.42,0.17441,-0.00075
72.43,0.17473,-0.00054
72.44,0.17439,-0.00143
72.45,0.17383,-0.00155
72.46,0.17334,-0.00095
72.47,0.17277,-0.00040
72.48,0.17256,-0.00135
72.49,0.17310,-0.00136
72.50,0.17368,-0.00104
72.51,0.17203,-0.00325
72.52,0.17383,-0.00143
72.53,0.17442,-0.00143
72.54,0.17493,-0.00110
72.55,0.17447,-0.00065
72.56,0.17394,0.00031
72.57,0.17328,-0.00397
72.58,0.17473,-0.00093
72.59,0.17616,-0.00010
72.60,0.17742,0.00124
72.61,0.17671,0.01208
72.62,0.17037,0.02912
72.63,0.16495,-0.02827
72.64,0.15761,-0.01460
72.65,0.16034,-0.00575
72.66,0.16698,-0.00332
72.67,0.16910,-0.00257
72.68,0.17308,-0.00199
72.69,0.17393,-0.00189
72.70,0.17399,-0.00178
72.71,0.17418,-0.00171
72.72,0.17440,-0.00166
72.73,0.17505,-0.00165
72.74,0.17497,-0.00161
72.75,0.17598,-0.00158
72.76,0.17556,-0.00156
72.77,0.17610,-0.00153
72.78,0.17533,-0.00154
72.79,0.17549,-0.00151
72.80,0.17556,-0.00152
72.81,0.17598,-0.00149
72.82,0.17562,-0.00149
72.83,0.17565,-0.00148
72.84,0.17556,-0.00147
72.85,0.17576,-0.00147
72.86,0.17645,-0.00148
72.87,0.17610,-0.00146
72.88,0.17686,-0.00147
72.89,0.17698,-0.00145
72.90,0.17717,-0.00144
72.91,0.17678,-0.00143
72.92,0.17677,-0.00144
72.93,0.17671,-0.00142
72.94,0.17644,-0.00144
72.95,0.17631,-0.00144
72.96,0.17672,-0.00143
72.97,0.17741,-0.00142
72.98,0.17678,-0.00142
72.99,0.17667,-0.00140
