current_mA,ch1_V,ch3_V
72.01,0.17528,-0.00128
72.02,0.17518,-0.00129
72.03,0.17524,-0.00129
72.04,0.17522,-0.00128
72.05,0.17535,-0.00130
72.06,0.17520,-0.00128
72.07,0.17531,-0.00130
72.08,0.17528,-0.00129
72.09,0.17504,-0.00129
72.10,0.17477,-0.00129
72.11,0.17517,-0.00129
72.12,0.17500,-0.00128
72.13,0.17579,-0.00129
72.14,0.17509,-0.00129
72.15,0.17457,-0.00130
72.16,0.17461,-0.00131
72.17,0.17447,-0.00130
72.18,0.17449,-0.00129
72.19,0.17426,-0.00131
72.20,0.17467,-0.00130
72.21,0.17470,-0.00128
72.22,0.17442,-0.00128
72.23,0.17492,-0.00128
72.24,0.17486,-0.00129
72.25,0.17504,-0.00127
72.26,0.17537,-0.00127
72.27,0.17494,-0.00128
72.28,0.17462,-0.00126
72.29,0.17489,-0.00125
72.30,0.17472,-0.00124
72.31,0.17471,-0.00125
72.32,0.17493,-0.00122
72.33,0.17499,-0.00123
72.34,0.17481,-0.00125
72.35,0.17491,-0.00121
72.36,0.17480,-0.00126
72.37,0.17472,-0.00123
72.38,0.17511,-0.00122
72.39,0.17488,-0.00111
72.40,0.17521,-0.00112
72.41,0.17512,-0.00102
72.42,0.17529,-0.00073
72.43,0.17520,-0.00138
72.44,0.17494,-0.00127
72.45,0.17411,-0.00160
72.46,0.17382,-0.00105
72.47,0.17313,-0.00085
72.48,0.17338,-0.00091
72.49,0.17421,-0.00131
72.50,0.17446,-0.00118
72.51,0.17400,-0.00007
72.52,0.17360,-0.00541
72.53,0.17431,-0.00173
72.54,0.17507,-0.00107
72.55,0.17586,-0.00063
72.56,0.17535,-0.00016
72.57,0.17421,-0.00127
72.58,0.17484,-0.00195
72.59,0.17747,-0.00019
72.60,0.17814,0.00133
72.61,0.17790,0.00985
72.62,0.17153,0.02284
72.63,0.16491,-0.02855
72.64,0.15760,-0.01390
72.65,0.16033,-0.00735
72.66,0.16515,-0.00394
72.67,0.16932,-0.00269
72.68,0.17151,-0.00228
72.69,0.17299,-0.00205
72.70,0.17387,-0.00190
72.71,0.17535,-0.00170
72.72,0.17553,-0.00165
72.73,0.17541,-0.00161
72.74,0.17631,-0.00162
72.75,0.17569,-0.00159
72.76,0.17497,-0.00156
72.77,0.17591,-0.00155
72.78,0.17638,-0.00154
72.79,0.17645,-0.00154
72.80,0.17606,-0.00150
72.81,0.17648,-0.00149
72.82,0.17663,-0.00148
72.83,0.17685,-0.00147
72.84,0.17657,-0.00146
72.85,0.17688,-0.00146
72.86,0.17656,-0.00143
72.87,0.17724,-0.00142
72.88,0.17716,-0.00142
72.89,0.17732,-0.00144
72.90,0.17675,-0.00144
72.91,0.17639,-0.00144
72.92,0.17655,-0.00144
72.93,0.17687,-0.00143
72.94,0.17741,-0.00142
72.95,0.17758,-0.00142
72.96,0.17707,-0.00142
72.97,0.17635,-0.00141
72.98,0.17622,-0.00142
72.99,0.17694,-0.00141
73.00,0.17683,-0.00140
73.01,0.17759,-0.00140
73.02,0.17750,-0.00141
73.03,0.17664,-0.00142
73.04,0.17709,-0.00143
73.05,0.17747,-0.00142
73.06,0.17718,-0.00140
73.07,0.17674,-0.00141
73.08,0.17740,-0.00140
73.09,0.17752,-0.00140
73.10,0.17744,-0.00140
73.11,0.17744,-0.00139
73.12,0.17768,-0.00139
73.13,0.17702,-0.00139
73.14,0.17721,-0.00139
73.15,0.17750,-0.00141
73.16,0.17761,-0.00138
73.17,0.17729,-0.00140
73.18,0.17820,-0.00140
73.19,0.17811,-0.00138
73.20,0.17750,-0.00139
73.21,0.17800,-0.00138
73.22,0.17790,-0.00137
73.23,0.17818,-0.00138
73.24,0.17749,-0.00136
73.25,0.17827,-0.00139
73.26,0.17826,-0.00138
73.27,0.17769,-0.00138
73.28,0.17818,-0.00137
73.29,0.17772,-0.00140
73.30,0.17785,-0.00140
73.31,0.17850,-0.00138
73.32,0.17800,-0.00138
73.33,0.17781,-0.00139
73.34,0.17845,-0.00139
73.35,0.17877,-0.00138
73.36,0.17842,-0.00139
73.37,0.17855,-0.00139
73.38,0.17759,-0.00139
73.39,0.17826,-0.00140
73.40,0.17769,-0.00139
73.41,0.17821,-0.00137
73.42,0.17837,-0.00139
73.43,0.17909,-0.00138
73.44,0.17851,-0.00137
73.45,0.17815,-0.00136
73.46,0.17923,-0.00136
73.47,0.17875,-0.00137
73.48,0.17859,-0.00137
73.49,0.17929,-0.00138
73.50,0.17892,-0.00137
73.51,0.17944,-0.00138
73.52,0.17888,-0.00139
73.53,0.17860,-0.00138
73.54,0.17835,-0.00139
73.55,0.17898,-0.00139
73.56,0.17896,-0.00138
73.57,0.17881,-0.00140
73.58,0.17870,-0.00141
73.59,0.17956,-0.00139
73.60,0.17896,-0.00140
73.61,0.17912,-0.00138
73.62,0.17911,-0.00138
73.63,0.17908,-0.00138
73.64,0.17930,-0.00138
73.65,0.17879,-0.00138
73.66,0.17880,-0.00138
73.67,0.17912,-0.00139
73.68,0.17947,-0.00137
73.69,0.17948,-0.00138
73.70,0.17984,-0.00137
73.71,0.17920,-0.00137
73.72,0.17919,-0.00138
73.73,0.17905,-0.00138
73.74,0.17957,-0.00138
73.75,0.17896,-0.00137
73.76,0.17952,-0.00138
73.77,0.17966,-0.00137
73.78,0.17943,-0.00136
73.79,0.17948,-0.00136
73.80,0.18017,-0.00137
73.81,0.17965,-0.00135
73.82,0.18004,-0.00136
73.83,0.17975,-0.00136
73.84,0.17936,-0.00137
73.85,0.18016,-0.00136
73.86,0.17988,-0.00137
73.87,0.18062,-0.00136
73.88,0.17998,-0.00138
73.89,0.17984,-0.00140
73.90,0.17991,-0.00139
73.91,0.17965,-0.00139
73.92,0.17965,-0.00138
73.93,0.17986,-0.00136
73.94,0.17992,-0.00136
73.95,0.17972,-0.00134
73.96,0.17993,-0.00135
73.97,0.18061,-0.00136
73.98,0.18031,-0.00134
73.99,0.18033,-0.00137
74.00,0.17996,-0.00137
