current_mA,ch1_V,ch3_V
72.01,0.17362,-0.00128
72.02,0.17343,-0.00128
72.03,0.17349,-0.00128
72.04,0.17363,-0.00126
72.05,0.17341,-0.00126
72.06,0.17370,-0.00126
72.07,0.17341,-0.00126
72.08,0.17332,-0.00126
72.09,0.17381,-0.00125
72.10,0.17408,-0.00122
72.11,0.17383,-0.00123
72.12,0.17427,-0.00124
72.13,0.17432,-0.00125
72.14,0.17426,-0.00125
72.15,0.17412,-0.00125
72.16,0.17420,-0.00125
72.17,0.17355,-0.00127
72.18,0.17321,-0.00125
72.19,0.17333,-0.00125
72.20,0.17288,-0.00126
72.21,0.17297,-0.00126
72.22,0.17359,-0.00125
72.23,0.17314,-0.00124
72.24,0.17402,-0.00124
72.25,0.17396,-0.00123
72.26,0.17388,-0.00123
72.27,0.17362,-0.00123
72.28,0.17357,-0.00122
72.29,0.17322,-0.00121
72.30,0.17346,-0.00121
72.31,0.17292,-0.00120
72.32,0.17309,-0.00119
72.33,0.17303,-0.00118
72.34,0.17362,-0.00118
72.35,0.17390,-0.00118
72.36,0.17419,-0.00118
72.37,0.17402,-0.00116
72.38,0.17431,-0.00116
72.39,0.17402,-0.00124
72.40,0.17402,-0.00102
72.41,0.17399,-0.00108
72.42,0.17431,-0.00079
72.43,0.17399,-0.00053
72.44,0.17397,-0.00126
72.45,0.17329,-0.00158
72.46,0.17267,-0.00104
72.47,0.17228,-0.00063
72.48,0.17311,-0.00135
72.49,0.17303,-0.00131
72.50,0.17316,0.00003
72.51,0.17233,-0.00352
72.52,0.17261,0.00175
72.53,0.17296,-0.00249
72.54,0.17451,-0.00097
72.55,0.17354,-0.00079
72.56,0.17428,0.00091
72.57,0.17312,-0.00564
72.58,0.17323,-0.00164
72.59,0.17543,-0.00038
72.60,0.17651,0.00139
72.61,0.17680,0.00466
72.62,0.17106,0.03004
72.63,0.16601,-0.02779
72.64,0.15680,-0.01745
72.65,0.15997,-0.00661
72.66,0.16412,-0.00385
72.67,0.16673,-0.00297
72.68,0.16992,-0.00235
72.69,0.17138,-0.00202
72.70,0.17289,-0.00184
72.71,0.17351,-0.00169
72.72,0.17449,-0.00164
72.73,0.17456,-0.00161
72.74,0.17348,-0.00160
72.75,0.17452,-0.00157
72.76,0.17455,-0.00156
72.77,0.17466,-0.00153
72.78,0.17504,-0.00152
72.79,0.17466,-0.00150
72.80,0.17533,-0.00150
72.81,0.17487,-0.00148
72.82,0.17472,-0.00149
72.83,0.17544,-0.00146
72.84,0.17549,-0.00145
72.85,0.17553,-0.00146
72.86,0.17524,-0.00146
72.87,0.17564,-0.00146
72.88,0.17545,-0.00145
72.89,0.17612,-0.00144
72.90,0.17545,-0.00145
72.91,0.17556,-0.00142
72.92,0.17546,-0.00141
72.93,0.17586,-0.00141
72.94,0.17610,-0.00139
72.95,0.17614,-0.00139
72.96,0.17569,-0.00141
72.97,0.17532,-0.00140
72.98,0.17597,-0.00141
72.99,0.17613,-0.00139
73.00,0.17571,-0.00140
73.01,0.17535,-0.00139
73.02,0.17569,-0.00141
73.03,0.17602,-0.00139
73.04,0.17619,-0.00138
73.05,0.17611,-0.00139
73.06,0.17671,-0.00138
73.07,0.17607,-0.00139
73.08,0.17643,-0.00138
73.09,0.17582,-0.00137
73.10,0.17607,-0.00138
73.11,0.17632,-0.00136
73.12,0.17655,-0.00135
73.13,0.17618,-0.00135
73.14,0.17660,-0.00137
73.15,0.17645,-0.00138
73.16,0.17692,-0.00136
73.17,0.17587,-0.00136
73.18,0.17663,-0.00136
73.19,0.17634,-0.00137
73.20,0.17659,-0.00138
73.21,0.17661,-0.00139
73.22,0.17649,-0.00137
73.23,0.17687,-0.00138
73.24,0.17692,-0.00137
73.25,0.17695,-0.00138
73.26,0.17728,-0.00138
73.27,0.17711,-0.00137
73.28,0.17663,-0.00138
73.29,0.17741,-0.00137
73.30,0.17704,-0.00137
73.31,0.17646,-0.00138
73.32,0.17634,-0.00138
73.33,0.17633,-0.00140
73.34,0.17625,-0.00139
73.35,0.17704,-0.00138
73.36,0.17700,-0.00138
73.37,0.17614,-0.00137
73.38,0.17719,-0.00135
73.39,0.17693,-0.00136
73.40,0.17712,-0.00137
73.41,0.17694,-0.00137
73.42,0.17759,-0.00136
73.43,0.17763,-0.00134
73.44,0.17705,-0.00135
73.45,0.17723,-0.00135
73.46,0.17790,-0.00134
73.47,0.17765,-0.00133
73.48,0.17708,-0.00133
73.49,0.17753,-0.00135
73.50,0.17762,-0.00135
73.51,0.17737,-0.00135
73.52,0.17766,-0.00135
73.53,0.17793,-0.00135
73.54,0.17756,-0.00137
73.55,0.17735,-0.00135
73.56,0.17764,-0.00135
73.57,0.17781,-0.00136
73.58,0.17723,-0.00135
73.59,0.17786,-0.00136
73.60,0.17812,-0.00136
73.61,0.17795,-0.00136
73.62,0.17818,-0.00135
73.63,0.17774,-0.00135
73.64,0.17680,-0.00137
73.65,0.17693,-0.00137
73.66,0.17779,-0.00136
73.67,0.17730,-0.00137
73.68,0.17766,-0.00137
73.69,0.17795,-0.00137
73.70,0.17800,-0.00134
73.71,0.17820,-0.00135
73.72,0.17866,-0.00136
73.73,0.17792,-0.00135
73.74,0.17780,-0.00134
73.75,0.17800,-0.00133
73.76,0.17831,-0.00135
73.77,0.17760,-0.00135
73.78,0.17735,-0.00135
73.79,0.17816,-0.00135
73.80,0.17815,-0.00135
73.81,0.17806,-0.00135
73.82,0.17752,-0.00134
73.83,0.17797,-0.00133
73.84,0.17845,-0.00134
73.85,0.17843,-0.00134
73.86,0.17863,-0.00134
73.87,0.17784,-0.00134
73.88,0.17810,-0.00133
73.89,0.17770,-0.00134
73.90,0.17755,-0.00133
73.91,0.17825,-0.00133
73.92,0.17856,-0.00134
73.93,0.17837,-0.00132
73.94,0.17842,-0.00132
73.95,0.17862,-0.00133
73.96,0.17868,-0.00134
73.97,0.17866,-0.00133
73.98,0.17852,-0.00135
73.99,0.17847,-0.00135
74.00,0.17873,-0.00135
