current_mA,ch1_V,ch3_V
72.01,0.17328,-0.00128
72.02,0.17377,-0.00129
72.03,0.17416,-0.00128
72.04,0.17391,-0.00129
72.05,0.17396,-0.00129
72.06,0.17392,-0.00129
72.07,0.17451,-0.00128
72.08,0.17391,-0.00128
72.09,0.17385,-0.00129
72.10,0.17423,-0.00129
72.11,0.17465,-0.00127
72.12,0.17357,-0.00128
72.13,0.17366,-0.00130
72.14,0.17414,-0.00130
72.15,0.17416,-0.00129
72.16,0.17405,-0.00128
72.17,0.17413,-0.00130
72.18,0.17373,-0.00128
72.19,0.17316,-0.00128
72.20,0.17349,-0.00126
72.21,0.17324,-0.00126
72.22,0.17423,-0.00126
72.23,0.17353,-0.00126
72.24,0.17393,-0.00125
72.25,0.17381,-0.00123
72.26,0.17427,-0.00123
72.27,0.17329,-0.00123
72.28,0.17312,-0.00124
72.29,0.17327,-0.00122
72.30,0.17374,-0.00124
72.31,0.17395,-0.00122
72.32,0.17322,-0.00119
72.33,0.17321,-0.00119
72.34,0.17351,-0.00121
72.35,0.17413,-0.00121
72.36,0.17365,-0.00118
72.37,0.17429,-0.00119
72.38,0.17354,-0.00117
72.39,0.17413,-0.00115
72.40,0.17417,-0.00091
72.41,0.17426,-0.00079
72.42,0.17450,-0.00069
72.43,0.17393,-0.00080
72.44,0.17407,-0.00133
72.45,0.17346,-0.00161
72.46,0.17264,-0.00094
72.47,0.17251,-0.00063
72.48,0.17316,-0.00135
72.49,0.17318,-0.00137
72.50,0.17324,-0.00112
72.51,0.17322,0.00051
72.52,0.17197,-0.00106
72.53,0.17313,-0.00257
72.54,0.17343,-0.00130
72.55,0.17409,-0.00069
72.56,0.17255,-0.00085
72.57,0.17263,-0.00154
72.58,0.17421,-0.00022
72.59,0.17645,0.00010
72.60,0.17678,0.00235
72.61,0.17600,0.00743
72.62,0.17277,0.02692
72.63,0.16545,-0.02852
72.64,0.15673,-0.01602
72.65,0.16003,-0.00715
72.66,0.16509,-0.00375
72.67,0.16785,-0.00269
72.68,0.17052,-0.00229
72.69,0.17171,-0.00202
72.70,0.17287,-0.00188
72.71,0.17332,-0.00174
72.72,0.17399,-0.00165
72.73,0.17417,-0.00163
72.74,0.17464,-0.00161
72.75,0.17493,-0.00158
72.76,0.17507,-0.00157
72.77,0.17479,-0.00154
72.78,0.17488,-0.00152
72.79,0.17486,-0.00150
72.80,0.17539,-0.00149
72.81,0.17557,-0.00149
72.82,0.17590,-0.00147
72.83,0.17500,-0.00145
72.84,0.17558,-0.00146
72.85,0.17577,-0.00146
72.86,0.17626,-0.00146
72.87,0.17516,-0.00144
72.88,0.17590,-0.00145
72.89,0.17555,-0.00146
72.90,0.17583,-0.00145
72.91,0.17591,-0.00143
72.92,0.17560,-0.00144
72.93,0.17605,-0.00144
72.94,0.17526,-0.00144
72.95,0.17575,-0.00145
72.96,0.17597,-0.00145
72.97,0.17592,-0.00145
72.98,0.17608,-0.00144
72.99,0.17630,-0.00144
73.00,0.17644,-0.00142
73.01,0.17667,-0.00142
73.02,0.17674,-0.00144
73.03,0.17630,-0.00142
73.04,0.17642,-0.00142
73.05,0.17644,-0.00141
73.06,0.17633,-0.00140
73.07,0.17649,-0.00142
73.08,0.17644,-0.00142
73.09,0.17699,-0.00141
73.10,0.17626,-0.00140
73.11,0.17587,-0.00139
73.12,0.17607,-0.00140
73.13,0.17570,-0.00139
73.14,0.17663,-0.00141
73.15,0.17655,-0.00139
73.16,0.17696,-0.00139
73.17,0.17723,-0.00138
73.18,0.17675,-0.00138
73.19,0.17698,-0.00140
73.20,0.17715,-0.00140
73.21,0.17702,-0.00140
73.22,0.17664,-0.00139
73.23,0.17673,-0.00138
73.24,0.17680,-0.00140
73.25,0.17659,-0.00139
73.26,0.17725,-0.00137
73.27,0.17718,-0.00139
73.28,0.17720,-0.00138
73.29,0.17726,-0.00138
73.30,0.17695,-0.00138
73.31,0.17686,-0.00139
73.32,0.17710,-0.00139
73.33,0.17689,-0.00139
73.34,0.17724,-0.00138
73.35,0.17723,-0.00137
73.36,0.17718,-0.00137
73.37,0.17736,-0.00137
73.38,0.17773,-0.00136
73.39,0.17714,-0.00136
73.40,0.17732,-0.00137
73.41,0.17725,-0.00137
73.42,0.17767,-0.00137
73.43,0.17688,-0.00136
73.44,0.17737,-0.00138
73.45,0.17710,-0.00137
73.46,0.17739,-0.00136
73.47,0.17751,-0.00137
73.48,0.17719,-0.00138
73.49,0.17768,-0.00137
73.50,0.17695,-0.00136
73.51,0.17737,-0.00136
73.52,0.17725,-0.00137
73.53,0.17814,-0.00137
73.54,0.17682,-0.00138
73.55,0.17805,-0.00138
73.56,0.17792,-0.00137
73.57,0.17765,-0.00137
73.58,0.17803,-0.00137
73.59,0.17776,-0.00135
73.60,0.17737,-0.00134
73.61,0.17827,-0.00135
73.62,0.17795,-0.00135
73.63,0.17773,-0.00136
73.64,0.17715,-0.00136
73.65,0.17803,-0.00136
73.66,0.17771,-0.00136
73.67,0.17730,-0.00137
73.68,0.17794,-0.00137
73.69,0.17793,-0.00138
73.70,0.17784,-0.00136
73.71,0.17796,-0.00136
73.72,0.17833,-0.00135
73.73,0.17822,-0.00134
73.74,0.17880,-0.00132
73.75,0.17866,-0.00132
73.76,0.17880,-0.00132
73.77,0.17880,-0.00131
73.78,0.17827,-0.00134
73.79,0.17850,-0.00133
73.80,0.17910,-0.00133
73.81,0.17861,-0.00133
73.82,0.17868,-0.00133
73.83,0.17778,-0.00133
73.84,0.17810,-0.00136
73.85,0.17822,-0.00135
73.86,0.17846,-0.00135
73.87,0.17856,-0.00135
73.88,0.17840,-0.00135
73.89,0.17817,-0.00135
73.90,0.17874,-0.00134
73.91,0.17874,-0.00136
73.92,0.17905,-0.00136
73.93,0.17893,-0.00137
73.94,0.17848,-0.00135
73.95,0.17879,-0.00135
73.96,0.17934,-0.00135
73.97,0.17892,-0.00135
73.98,0.17896,-0.00135
73.99,0.17895,-0.00135
74.00,0.17900,-0.00135
