current_mA,voltage_V
72.01,0.4472
72.02,0.4461
72.03,0.4454
72.04,0.4462
72.05,0.4474
72.06,0.4479
72.07,0.4477
72.08,0.4477
72.09,0.448
72.10,0.4469
72.11,0.4475
72.12,0.4475
72.13,0.4474
72.14,0.447
72.15,0.4474
72.16,0.4482
72.17,0.447
72.18,0.447
72.19,0.4477
72.20,0.4487
72.21,0.449
72.22,0.4489
72.23,0.4487
72.24,0.4482
72.25,0.4489
72.26,0.4488
72.27,0.4489
72.28,0.4494
72.29,0.449
72.30,0.4497
72.31,0.45
72.32,0.4494
72.33,0.4495
72.34,0.4503
72.35,0.4504
72.36,0.45
72.37,0.4496
72.38,0.4497
72.39,0.4503
72.40,0.4502
72.41,0.4501
72.42,0.4498
72.43,0.4503
72.44,0.4501
72.45,0.4506
72.46,0.4506
72.47,0.4506
72.48,0.4505
72.49,0.4506
72.50,0.4506
72.51,0.4506
72.52,0.451
72.53,0.4507
72.54,0.4509
72.55,0.4506
72.56,0.4502
72.57,0.4505
72.58,0.45
72.59,0.4508
72.60,0.4513
72.61,0.4512
72.62,0.4499
72.63,0.45
72.64,0.4505
72.65,0.4505
72.66,0.4513
72.67,0.4517
72.68,0.4512
72.69,0.4523
72.70,0.4517
72.71,0.4522
72.72,0.452
72.73,0.4525
72.74,0.4523
72.75,0.4519
72.76,0.4524
72.77,0.4523
72.78,0.4518
72.79,0.4526
72.80,0.4526
72.81,0.4529
72.82,0.4523
72.83,0.4533
72.84,0.4528
72.85,0.4527
72.86,0.453
72.87,0.4532
72.88,0.4532
72.89,0.4534
72.90,0.4537
72.91,0.4534
72.92,0.4525
72.93,0.4527
72.94,0.4535
72.95,0.4523
72.96,0.4527
72.97,0.4519
72.98,0.4523
72.99,0.453
73.00,0.4532
73.01,0.4517
73.02,0.4513
73.03,0.4517
73.04,0.4534
73.05,0.4526
73.06,0.4527
73.07,0.454
73.08,0.4527
73.09,0.453
73.10,0.4532
73.11,0.4531
73.12,0.4529
73.13,0.4535
73.14,0.4552
73.15,0.4546
73.16,0.4558
73.17,0.4555
73.18,0.4551
73.19,0.4555
73.20,0.4553
73.21,0.455
73.22,0.4556
73.23,0.4552
73.24,0.4557
73.25,0.4559
73.26,0.4562
73.27,0.4558
73.28,0.4549
73.29,0.4552
73.30,0.4553
73.31,0.4559
73.32,0.4558
73.33,0.4555
73.34,0.4549
73.35,0.4559
73.36,0.4562
73.37,0.4563
73.38,0.4562
73.39,0.4558
73.40,0.4561
73.41,0.4562
73.42,0.4561
73.43,0.456
73.44,0.4563
73.45,0.4569
73.46,0.4567
73.47,0.4564
73.48,0.4563
73.49,0.457
73.50,0.4568
73.51,0.457
73.52,0.4569
73.53,0.4572
73.54,0.4574
73.55,0.4573
73.56,0.4576
73.57,0.4578
73.58,0.4582
73.59,0.458
73.60,0.4578
73.61,0.4576
73.62,0.4577
73.63,0.4572
73.64,0.4578
73.65,0.458
73.66,0.4584
73.67,0.4584
73.68,0.458
73.69,0.4576
73.70,0.4582
73.71,0.4578
73.72,0.458
73.73,0.4587
73.74,0.4585
73.75,0.4584
73.76,0.4585
73.77,0.4578
73.78,0.4587
73.79,0.4582
73.80,0.4585
73.81,0.4591
73.82,0.459
73.83,0.4584
73.84,0.4589
73.85,0.4589
73.86,0.4591
73.87,0.4573
73.88,0.4575
73.89,0.4581
73.90,0.458
73.91,0.4587
73.92,0.4601
73.93,0.4602
73.94,0.4601
73.95,0.4596
73.96,0.4601
73.97,0.4606
73.98,0.4601
73.99,0.4601
74.00,0.4604
