current_mA,ch1_V,ch3_V
72.01,0.18703,-0.00233
72.02,0.18736,-0.00231
72.03,0.18758,-0.00230
72.04,0.18773,-0.00232
72.05,0.18681,-0.00230
72.06,0.18701,-0.00230
72.07,0.18727,-0.00229
72.08,0.18729,-0.00230
72.09,0.18752,-0.00229
72.10,0.18688,-0.00228
72.11,0.18799,-0.00226
72.12,0.18886,-0.00225
72.13,0.18890,-0.00223
72.14,0.18984,-0.00221
72.15,0.18920,-0.00220
72.16,0.18816,-0.00218
72.17,0.18731,-0.00216
72.18,0.18561,-0.00213
72.19,0.18433,-0.00212
72.20,0.18382,-0.00212
72.21,0.18421,-0.00209
72.22,0.18645,-0.00204
72.23,0.18675,-0.00198
72.24,0.18665,-0.00194
72.25,0.18696,-0.00195
72.26,0.18615,-0.00184
72.27,0.18606,-0.00174
72.28,0.18499,-0.00159
72.29,0.18416,-0.00173
72.30,0.18397,-0.00149
72.31,0.18362,-0.00147
72.32,0.18239,-0.00186
72.33,0.18281,-0.00158
72.34,0.18368,-0.00127
72.35,0.18413,-0.00184
72.36,0.18446,-0.00150
72.37,0.18464,-0.00127
72.38,0.18462,-0.00202
72.39,0.18404,-0.00034
72.40,0.18378,0.00110
72.41,0.18309,0.00232
72.42,0.18387,-0.00222
72.43,0.18274,-0.00388
72.44,0.18207,-0.00201
72.45,0.18061,0.00191
72.46,0.17759,0.00018
72.47,0.17599,-0.00516
72.48,0.17442,-0.00453
72.49,0.17598,-0.00371
72.50,0.17622,-0.00458
72.51,0.17966,0.00017
72.52,0.17877,-0.00288
72.53,0.17986,0.00090
72.54,0.18039,0.00311
72.55,0.17959,0.00268
72.56,0.17889,0.00090
72.57,0.17341,0.00543
72.58,0.17537,0.01773
72.59,0.17844,0.02721
72.60,0.16482,0.02994
72.61,0.16939,-0.00013
72.62,0.15779,-0.04557
72.63,0.13841,-0.03334
72.64,0.13576,-0.02478
72.65,0.14438,-0.01595
72.66,0.15205,-0.01297
72.67,0.16282,-0.00756
72.68,0.16812,-0.00620
72.69,0.17232,-0.00525
72.70,0.17651,-0.00471
72.71,0.17963,-0.00416
72.72,0.18248,-0.00390
72.73,0.18329,-0.00378
72.74,0.18481,-0.00361
72.75,0.18612,-0.00357
72.76,0.18507,-0.00345
72.77,0.18625,-0.00340
72.78,0.18627,-0.00334
72.79,0.18717,-0.00330
72.80,0.18706,-0.00327
