current_mA,ch1_V,ch3_V
72.01,0.11449,-0.00243
72.02,0.11480,-0.00239
72.03,0.11457,-0.00241
72.04,0.11433,-0.00242
72.05,0.11437,-0.00238
72.06,0.11480,-0.00239
72.07,0.11454,-0.00241
72.08,0.11487,-0.00238
72.09,0.11473,-0.00237
72.10,0.11488,-0.00238
72.11,0.11524,-0.00238
72.12,0.11503,-0.00236
72.13,0.11506,-0.00238
72.14,0.11573,-0.00235
72.15,0.11567,-0.00231
72.16,0.11512,-0.00234
72.17,0.11348,-0.00232
72.18,0.11226,-0.00228
72.19,0.11172,-0.00231
72.20,0.11190,-0.00228
72.21,0.11270,-0.00228
72.22,0.11292,-0.00224
72.23,0.11330,-0.00224
72.24,0.11349,-0.00221
72.25,0.11358,-0.00216
72.26,0.11301,-0.00211
72.27,0.11247,-0.00202
72.28,0.11204,-0.00206
72.29,0.11194,-0.00198
72.30,0.11195,-0.00188
72.31,0.11143,-0.00176
72.32,0.11113,-0.00205
72.33,0.11128,-0.00191
72.34,0.11130,-0.00178
72.35,0.11194,-0.00189
72.36,0.11218,-0.00206
72.37,0.11214,-0.00191
72.38,0.11181,-0.00174
72.39,0.11204,-0.00152
72.40,0.11216,-0.00071
72.41,0.11080,0.00004
72.42,0.11067,0.00000
72.43,0.11065,0.00039
72.44,0.10988,-0.00328
72.45,0.10980,-0.00110
72.46,0.10732,0.00202
72.47,0.10701,-0.00316
72.48,0.10528,-0.00281
72.49,0.10496,-0.00132
72.50,0.10639,-0.00547
72.51,0.10849,0.00037
72.52,0.10746,-0.00034
72.53,0.10850,-0.00166
72.54,0.10864,-0.00013
72.55,0.10715,-0.00327
72.56,0.10309,0.00196
72.57,0.10145,0.00295
72.58,0.10114,0.00995
72.59,0.10272,0.01317
72.60,0.09872,0.02785
72.61,0.09606,0.02368
72.62,0.10707,-0.04048
72.63,0.08709,-0.03550
72.64,0.08108,-0.01102
72.65,0.08376,-0.01130
72.66,0.09227,-0.00790
72.67,0.09655,-0.00645
72.68,0.10090,-0.00521
72.69,0.10719,-0.00445
72.70,0.10898,-0.00398
72.71,0.11239,-0.00364
72.72,0.11204,-0.00343
72.73,0.11195,-0.00331
72.74,0.11276,-0.00327
72.75,0.11355,-0.00324
72.76,0.11382,-0.00315
72.77,0.11426,-0.00307
72.78,0.11434,-0.00306
72.79,0.11486,-0.00305
72.80,0.11492,-0.00304
72.81,0.11508,-0.00301
72.82,0.11459,-0.00300
72.83,0.11435,-0.00292
72.84,0.11517,-0.00295
72.85,0.11529,-0.00292
72.86,0.11543,-0.00290
72.87,0.11557,-0.00289
72.88,0.11570,-0.00290
72.89,0.11548,-0.00285
72.90,0.11559,-0.00288
72.91,0.11530,-0.00288
72.92,0.11533,-0.00286
72.93,0.11573,-0.00285
72.94,0.11591,-0.00283
72.95,0.11651,-0.00281
72.96,0.11603,-0.00281
72.97,0.11575,-0.00282
72.98,0.11564,-0.00279
72.99,0.11605,-0.00280
73.00,0.11614,-0.00278
73.01,0.11569,-0.00278
73.02,0.11561,-0.00278
73.03,0.11600,-0.00276
73.04,0.11590,-0.00276
73.05,0.11630,-0.00276
73.06,0.11656,-0.00273
73.07,0.11610,-0.00274
73.08,0.11623,-0.00275
73.09,0.11630,-0.00275
73.10,0.11643,-0.00275
73.11,0.11682,-0.00274
73.12,0.11662,-0.00274
73.13,0.11673,-0.00275
73.14,0.11633,-0.00272
73.15,0.11679,-0.00273
73.16,0.11656,-0.00271
73.17,0.11640,-0.00269
73.18,0.11646,-0.00270
73.19,0.11666,-0.00270
73.20,0.11673,-0.00268
73.21,0.11689,-0.00268
73.22,0.11669,-0.00270
73.23,0.11673,-0.00267
73.24,0.11671,-0.00266
73.25,0.11673,-0.00269
73.26,0.11686,-0.00268
73.27,0.11700,-0.00269
73.28,0.11696,-0.00268
73.29,0.11695,-0.00267
73.30,0.11676,-0.00269
73.31,0.11702,-0.00267
73.32,0.11691,-0.00266
73.33,0.11668,-0.00268
73.34,0.11685,-0.00265
73.35,0.11722,-0.00267
73.36,0.11718,-0.00265
73.37,0.11691,-0.00264
73.38,0.11696,-0.00265
73.39,0.11692,-0.00267
73.40,0.11731,-0.00266
73.41,0.11709,-0.00269
73.42,0.11708,-0.00268
73.43,0.11674,-0.00264
73.44,0.11732,-0.00267
73.45,0.11690,-0.00269
73.46,0.11700,-0.00264
73.47,0.11715,-0.00266
73.48,0.11741,-0.00264
73.49,0.11731,-0.00264
73.50,0.11725,-0.00266
73.51,0.11738,-0.00266
73.52,0.11717,-0.00264
73.53,0.11741,-0.00268
73.54,0.11748,-0.00268
73.55,0.11754,-0.00265
73.56,0.11760,-0.00263
73.57,0.11745,-0.00262
73.58,0.11748,-0.00267
73.59,0.11680,-0.00263
73.60,0.11736,-0.00264
73.61,0.11742,-0.00267
73.62,0.11733,-0.00265
73.63,0.11759,-0.00263
73.64,0.11731,-0.00266
73.65,0.11790,-0.00263
73.66,0.11734,-0.00262
73.67,0.11801,-0.00266
73.68,0.11780,-0.00265
73.69,0.11720,-0.00264
73.70,0.11709,-0.00266
73.71,0.11758,-0.00264
73.72,0.11792,-0.00263
73.73,0.11777,-0.00264
73.74,0.11755,-0.00267
73.75,0.11767,-0.00266
73.76,0.11783,-0.00263
73.77,0.11751,-0.00261
73.78,0.11805,-0.00263
73.79,0.11778,-0.00263
73.80,0.11802,-0.00260
73.81,0.11825,-0.00261
73.82,0.11813,-0.00263
73.83,0.11778,-0.00261
73.84,0.11777,-0.00261
73.85,0.11847,-0.00263
73.86,0.11815,-0.00262
73.87,0.11825,-0.00264
73.88,0.11805,-0.00261
73.89,0.11849,-0.00262
73.90,0.11736,-0.00265
73.91,0.11752,-0.00264
73.92,0.11809,-0.00260
73.93,0.11829,-0.00263
73.94,0.11839,-0.00259
73.95,0.11810,-0.00264
73.96,0.11830,-0.00260
73.97,0.11846,-0.00263
73.98,0.11837,-0.00265
73.99,0.11826,-0.00261
74.00,0.11827,-0.00259
