current_mA,voltage_V
72.01,0.0715
72.02,0.0712
72.03,0.071
72.04,0.0714
72.05,0.0716
72.06,0.0713
72.07,0.0715
72.08,0.0716
72.09,0.0714
72.10,0.0715
72.11,0.0713
72.12,0.0717
72.13,0.0718
72.14,0.0715
72.15,0.0715
72.16,0.0715
72.17,0.0715
72.18,0.0712
72.19,0.0715
72.20,0.0714
72.21,0.0712
72.22,0.0712
72.23,0.0713
72.24,0.0711
72.25,0.0711
72.26,0.0712
72.27,0.0712
72.28,0.071
72.29,0.0708
72.30,0.0709
72.31,0.0707
72.32,0.0709
72.33,0.0707
72.34,0.0707
72.35,0.0699
72.36,0.0692
72.37,0.0686
72.38,0.0683
72.39,0.0686
72.40,0.0687
72.41,0.069
72.42,0.0689
72.43,0.069
72.44,0.0689
72.45,0.0689
72.46,0.0684
72.47,0.0681
72.48,0.0673
72.49,0.0673
72.50,0.0674
72.51,0.0673
72.52,0.0676
72.53,0.0674
72.54,0.0672
72.55,0.0669
72.56,0.0667
72.57,0.0665
72.58,0.066
72.59,0.0647
72.60,0.0645
72.61,0.0639
72.62,0.0641
72.63,0.0628
72.64,0.062
72.65,0.0609
72.66,0.0601
72.67,0.0603
72.68,0.0586
72.69,0.0569
72.70,0.0584
72.71,0.0565
72.72,0.0547
72.73,0.0548
72.74,0.0531
72.75,0.0524
72.76,0.0506
72.77,0.0416
72.78,0.0378
72.79,0.0373
72.80,0.0354
72.81,0.0341
72.82,0.0454
72.83,0.0534
72.84,0.0674
72.85,0.0762
72.86,0.0809
72.87,0.0828
72.88,0.0838
72.89,0.0837
72.90,0.0838
72.91,0.0833
72.92,0.083
72.93,0.0824
72.94,0.0819
72.95,0.0814
72.96,0.0813
72.97,0.0813
72.98,0.0811
72.99,0.0804
73.00,0.0799
73.01,0.0794
73.02,0.0797
73.03,0.0795
73.04,0.0793
73.05,0.079
73.06,0.0787
73.07,0.0788
73.08,0.0785
73.09,0.0784
73.10,0.0782
73.11,0.0787
73.12,0.0783
73.13,0.0782
73.14,0.078
73.15,0.0784
73.16,0.0778
73.17,0.0778
73.18,0.0778
73.19,0.0779
73.20,0.0778
73.21,0.0776
73.22,0.0778
73.23,0.0781
73.24,0.0776
73.25,0.0772
73.26,0.0776
73.27,0.0773
73.28,0.0773
73.29,0.0773
73.30,0.0774
73.31,0.0775
73.32,0.0773
73.33,0.0773
73.34,0.0773
73.35,0.0774
73.36,0.0774
73.37,0.077
73.38,0.0768
73.39,0.0774
73.40,0.0773
73.41,0.0771
73.42,0.0769
73.43,0.0772
73.44,0.0771
73.45,0.0769
73.46,0.0769
73.47,0.0772
73.48,0.0773
73.49,0.0769
73.50,0.0769
73.51,0.0771
73.52,0.0771
73.53,0.0766
73.54,0.077
73.55,0.0771
73.56,0.077
73.57,0.0771
73.58,0.0772
73.59,0.077
73.60,0.0772
73.61,0.0773
73.62,0.0769
73.63,0.077
73.64,0.077
73.65,0.0769
73.66,0.0769
73.67,0.0768
73.68,0.0769
73.69,0.0772
73.70,0.0763
73.71,0.0765
73.72,0.0765
73.73,0.0768
73.74,0.0768
73.75,0.077
73.76,0.0769
73.77,0.077
73.78,0.077
73.79,0.077
