current_mA,ch1_V,ch3_V
72.01,0.19895,-0.00126
72.02,0.19903,-0.00126
72.03,0.19996,-0.00125
72.04,0.19993,-0.00125
72.05,0.19917,-0.00123
72.06,0.19987,-0.00123
72.07,0.20015,-0.00122
72.08,0.19947,-0.00122
72.09,0.19949,-0.00120
72.10,0.20089,-0.00120
72.11,0.20021,-0.00121
72.12,0.20009,-0.00120
72.13,0.20126,-0.00119
72.14,0.20073,-0.00121
72.15,0.20034,-0.00123
72.16,0.19973,-0.00121
72.17,0.19842,-0.00120
72.18,0.19817,-0.00120
72.19,0.19756,-0.00120
72.20,0.19841,-0.00119
72.21,0.19808,-0.00119
72.22,0.19840,-0.00120
72.23,0.19920,-0.00121
72.24,0.19894,-0.00120
72.25,0.19926,-0.00117
72.26,0.19843,-0.00117
72.27,0.19720,-0.00119
72.28,0.19834,-0.00118
72.29,0.19763,-0.00117
72.30,0.19767,-0.00116
72.31,0.19739,-0.00113
72.32,0.19709,-0.00110
72.33,0.19730,-0.00111
72.34,0.19803,-0.00111
72.35,0.19847,-0.00111
72.36,0.19907,-0.00112
72.37,0.19869,-0.00108
72.38,0.19911,-0.00110
72.39,0.19889,-0.00114
72.40,0.19862,-0.00118
72.41,0.19915,-0.00092
72.42,0.19866,-0.00086
72.43,0.19869,-0.00068
72.44,0.19822,-0.00114
72.45,0.19674,-0.00138
72.46,0.19469,-0.00099
72.47,0.19477,-0.00061
72.48,0.19556,-0.00039
72.49,0.19647,-0.00079
72.50,0.19589,-0.00066
72.51,0.19483,-0.00175
72.52,0.19544,-0.00678
72.53,0.19450,-0.00159
72.54,0.19612,-0.00074
72.55,0.19663,-0.00056
72.56,0.19556,0.00300
72.57,0.19411,0.00055
72.58,0.19251,-0.00054
72.59,0.19408,0.00349
72.60,0.19197,0.00766
72.61,0.18876,0.02095
72.62,0.18157,0.03291
72.63,0.18016,-0.03821
72.64,0.17700,-0.05151
72.65,0.16078,-0.03154
72.66,0.16449,-0.01734
72.67,0.17435,-0.01066
72.68,0.18101,-0.00702
72.69,0.18498,-0.00538
72.70,0.18907,-0.00407
72.71,0.19345,-0.00274
72.72,0.19686,-0.00248
72.73,0.19637,-0.00245
72.74,0.19674,-0.00223
72.75,0.19809,-0.00219
72.76,0.19868,-0.00206
72.77,0.19785,-0.00199
72.78,0.19841,-0.00192
72.79,0.19875,-0.00187
72.80,0.19982,-0.00183
72.81,0.20021,-0.00181
72.82,0.20069,-0.00178
72.83,0.20017,-0.00174
72.84,0.20042,-0.00171
72.85,0.20070,-0.00172
72.86,0.20019,-0.00169
72.87,0.20041,-0.00167
72.88,0.20087,-0.00165
72.89,0.20073,-0.00164
72.90,0.20142,-0.00164
72.91,0.20119,-0.00165
72.92,0.20173,-0.00165
72.93,0.20165,-0.00162
72.94,0.20053,-0.00160
72.95,0.20199,-0.00158
72.96,0.20152,-0.00158
72.97,0.20158,-0.00157
72.98,0.20140,-0.00156
72.99,0.20210,-0.00156
73.00,0.20211,-0.00156
73.01,0.20228,-0.00157
73.02,0.20164,-0.00155
73.03,0.20143,-0.00156
73.04,0.20209,-0.00155
73.05,0.20160,-0.00153
73.06,0.20191,-0.00152
73.07,0.20244,-0.00152
73.08,0.20219,-0.00153
73.09,0.20212,-0.00154
73.10,0.20293,-0.00153
73.11,0.20185,-0.00152
73.12,0.20234,-0.00153
73.13,0.20264,-0.00152
73.14,0.20227,-0.00151
73.15,0.20257,-0.00150
73.16,0.20185,-0.00150
73.17,0.20248,-0.00150
73.18,0.20258,-0.00150
73.19,0.20282,-0.00148
73.20,0.20317,-0.00148
73.21,0.20279,-0.00149
73.22,0.20306,-0.00147
73.23,0.20379,-0.00146
73.24,0.20298,-0.00145
73.25,0.20304,-0.00146
73.26,0.20292,-0.00146
73.27,0.20318,-0.00145
73.28,0.20282,-0.00145
73.29,0.20261,-0.00147
73.30,0.20319,-0.00147
73.31,0.20269,-0.00148
73.32,0.20249,-0.00146
73.33,0.20267,-0.00147
73.34,0.20257,-0.00147
73.35,0.20302,-0.00145
73.36,0.20262,-0.00146
73.37,0.20334,-0.00147
73.38,0.20338,-0.00149
73.39,0.20300,-0.00150
73.40,0.20315,-0.00147
73.41,0.20350,-0.00147
73.42,0.20395,-0.00147
73.43,0.20360,-0.00147
73.44,0.20283,-0.00146
73.45,0.20292,-0.00147
73.46,0.20359,-0.00147
73.47,0.20380,-0.00146
73.48,0.20362,-0.00147
73.49,0.20339,-0.00148
73.50,0.20415,-0.00147
73.51,0.20380,-0.00147
73.52,0.20407,-0.00147
73.53,0.20411,-0.00147
73.54,0.20299,-0.00145
73.55,0.20327,-0.00145
73.56,0.20414,-0.00146
73.57,0.20419,-0.00146
73.58,0.20402,-0.00146
73.59,0.20385,-0.00146
73.60,0.20319,-0.00147
73.61,0.20431,-0.00147
73.62,0.20375,-0.00145
73.63,0.20369,-0.00144
73.64,0.20471,-0.00146
73.65,0.20355,-0.00144
73.66,0.20393,-0.00146
73.67,0.20469,-0.00145
