current_mA,ch1_V,ch3_V
72.01,0.14418,-0.00128
72.02,0.14344,-0.00127
72.03,0.14395,-0.00126
72.04,0.14394,-0.00126
72.05,0.14373,-0.00126
72.06,0.14377,-0.00124
72.07,0.14408,-0.00124
72.08,0.14348,-0.00126
72.09,0.14407,-0.00127
72.10,0.14401,-0.00126
72.11,0.14447,-0.00127
72.12,0.14427,-0.00126
72.13,0.14519,-0.00128
72.14,0.14455,-0.00127
72.15,0.14389,-0.00126
72.16,0.14388,-0.00124
72.17,0.14262,-0.00126
72.18,0.14262,-0.00125
72.19,0.14225,-0.00124
72.20,0.14247,-0.00123
72.21,0.14286,-0.00124
72.22,0.14285,-0.00125
72.23,0.14319,-0.00125
72.24,0.14343,-0.00124
72.25,0.14284,-0.00122
72.26,0.14303,-0.00121
72.27,0.14257,-0.00123
72.28,0.14211,-0.00122
72.29,0.14260,-0.00120
72.30,0.14233,-0.00120
72.31,0.14218,-0.00120
72.32,0.14220,-0.00118
72.33,0.14226,-0.00116
72.34,0.14308,-0.00115
72.35,0.14330,-0.00116
72.36,0.14297,-0.00116
72.37,0.14331,-0.00113
72.38,0.14316,-0.00112
72.39,0.14310,-0.00120
72.40,0.14301,-0.00103
72.41,0.14305,-0.00105
72.42,0.14328,-0.00087
72.43,0.14313,-0.00099
72.44,0.14158,-0.00126
72.45,0.14161,-0.00149
72.46,0.14064,-0.00099
72.47,0.14021,-0.00076
72.48,0.14124,-0.00068
72.49,0.14191,-0.00086
72.50,0.14107,-0.00065
72.51,0.13966,0.00052
72.52,0.13934,-0.00371
72.53,0.14017,0.00259
72.54,0.14021,-0.00186
72.55,0.14089,-0.00030
72.56,0.13823,-0.00256
72.57,0.13873,0.00265
72.58,0.13718,-0.00037
72.59,0.13822,0.00171
72.60,0.13736,0.00571
72.61,0.13362,0.01586
72.62,0.12513,0.03426
72.63,0.12770,-0.04177
72.64,0.12273,-0.04325
72.65,0.11331,-0.02235
72.66,0.11751,-0.01353
72.67,0.12245,-0.00883
72.68,0.12947,-0.00526
72.69,0.13351,-0.00393
72.70,0.13635,-0.00336
72.71,0.14051,-0.00226
72.72,0.14032,-0.00234
72.73,0.14138,-0.00209
72.74,0.14216,-0.00202
72.75,0.14246,-0.00193
72.76,0.14291,-0.00189
72.77,0.14310,-0.00182
72.78,0.14326,-0.00176
72.79,0.14343,-0.00174
72.80,0.14355,-0.00171
72.81,0.14450,-0.00169
72.82,0.14396,-0.00168
72.83,0.14449,-0.00165
72.84,0.14464,-0.00164
72.85,0.14462,-0.00163
72.86,0.14492,-0.00160
72.87,0.14507,-0.00159
72.88,0.14540,-0.00158
72.89,0.14501,-0.00157
72.90,0.14487,-0.00157
72.91,0.14524,-0.00156
72.92,0.14527,-0.00155
72.93,0.14477,-0.00154
72.94,0.14521,-0.00153
72.95,0.14578,-0.00152
72.96,0.14528,-0.00153
72.97,0.14531,-0.00153
72.98,0.14583,-0.00151
72.99,0.14577,-0.00152
73.00,0.14561,-0.00150
73.01,0.14584,-0.00150
73.02,0.14560,-0.00149
73.03,0.14564,-0.00149
73.04,0.14616,-0.00150
73.05,0.14554,-0.00150
73.06,0.14583,-0.00149
73.07,0.14580,-0.00149
73.08,0.14532,-0.00148
73.09,0.14562,-0.00148
73.10,0.14628,-0.00147
73.11,0.14527,-0.00147
73.12,0.14556,-0.00147
73.13,0.14607,-0.00147
73.14,0.14558,-0.00146
73.15,0.14572,-0.00145
73.16,0.14563,-0.00146
73.17,0.14631,-0.00145
73.18,0.14611,-0.00146
73.19,0.14612,-0.00145
73.20,0.14671,-0.00144
73.21,0.14616,-0.00144
73.22,0.14614,-0.00145
73.23,0.14644,-0.00145
73.24,0.14664,-0.00145
73.25,0.14631,-0.00145
73.26,0.14548,-0.00144
73.27,0.14601,-0.00145
73.28,0.14630,-0.00144
73.29,0.14616,-0.00146
73.30,0.14641,-0.00144
73.31,0.14613,-0.00143
73.32,0.14600,-0.00145
73.33,0.14640,-0.00146
73.34,0.14635,-0.00144
73.35,0.14626,-0.00144
73.36,0.14663,-0.00145
73.37,0.14685,-0.00144
73.38,0.14633,-0.00144
73.39,0.14659,-0.00143
73.40,0.14672,-0.00144
73.41,0.14635,-0.00144
73.42,0.14717,-0.00144
73.43,0.14615,-0.00143
73.44,0.14649,-0.00144
73.45,0.14627,-0.00144
73.46,0.14690,-0.00143
73.47,0.14714,-0.00143
73.48,0.14684,-0.00142
73.49,0.14738,-0.00142
73.50,0.14708,-0.00142
73.51,0.14628,-0.00141
73.52,0.14696,-0.00142
73.53,0.14642,-0.00142
73.54,0.14654,-0.00142
73.55,0.14672,-0.00140
73.56,0.14699,-0.00140
73.57,0.14674,-0.00140
73.58,0.14678,-0.00139
73.59,0.14752,-0.00138
73.60,0.14673,-0.00141
73.61,0.14674,-0.00141
73.62,0.14657,-0.00142
73.63,0.14702,-0.00143
73.64,0.14724,-0.00142
73.65,0.14700,-0.00142
73.66,0.14736,-0.00141
73.67,0.14735,-0.00142
73.68,0.14749,-0.00140
73.69,0.14732,-0.00142
73.70,0.14732,-0.00142
73.71,0.14762,-0.00142
73.72,0.14753,-0.00140
73.73,0.14747,-0.00141
73.74,0.14697,-0.00140
73.75,0.14724,-0.00140
73.76,0.14701,-0.00139
73.77,0.14744,-0.00139
73.78,0.14746,-0.00142
73.79,0.14766,-0.00140
73.80,0.14760,-0.00140
73.81,0.14785,-0.00141
73.82,0.14766,-0.00141
73.83,0.14725,-0.00137
73.84,0.14724,-0.00138
73.85,0.14676,-0.00139
73.86,0.14756,-0.00139
73.87,0.14772,-0.00139
73.88,0.14749,-0.00138
73.89,0.14816,-0.00139
73.90,0.14762,-0.00138
73.91,0.14850,-0.00137
73.92,0.14772,-0.00137
73.93,0.14832,-0.00138
73.94,0.14828,-0.00137
73.95,0.14787,-0.00139
73.96,0.14787,-0.00138
73.97,0.14841,-0.00137
73.98,0.14757,-0.00139
73.99,0.14766,-0.00139
74.00,0.14767,-0.00140
