current_mA,ch1_V,ch3_V
72.01,0.21102,-0.00125
72.02,0.21078,-0.00125
72.03,0.21074,-0.00123
72.04,0.21105,-0.00123
72.05,0.21033,-0.00122
72.06,0.21047,-0.00123
72.07,0.21023,-0.00122
72.08,0.21071,-0.00122
72.09,0.21094,-0.00120
72.10,0.21053,-0.00119
72.11,0.21090,-0.00119
72.12,0.21162,-0.00121
72.13,0.21111,-0.00119
72.14,0.21138,-0.00119
72.15,0.21088,-0.00120
72.16,0.21015,-0.00119
72.17,0.20999,-0.00119
72.18,0.20902,-0.00118
72.19,0.20927,-0.00119
72.20,0.20867,-0.00117
72.21,0.20944,-0.00120
72.22,0.20959,-0.00119
72.23,0.21008,-0.00118
72.24,0.21065,-0.00119
72.25,0.20989,-0.00119
72.26,0.20961,-0.00116
72.27,0.20955,-0.00118
72.28,0.20944,-0.00118
72.29,0.20913,-0.00116
72.30,0.20881,-0.00115
72.31,0.20782,-0.00113
72.32,0.20880,-0.00109
72.33,0.20794,-0.00110
72.34,0.20887,-0.00109
72.35,0.21013,-0.00110
72.36,0.21088,-0.00112
72.37,0.20996,-0.00107
72.38,0.21011,-0.00106
72.39,0.20978,-0.00111
72.40,0.20923,-0.00133
72.41,0.20926,-0.00099
72.42,0.20994,-0.00087
72.43,0.20975,-0.00059
72.44,0.20943,-0.00077
72.45,0.20796,-0.00124
72.46,0.20514,-0.00050
72.47,0.20646,-0.00048
72.48,0.20733,-0.00092
72.49,0.20710,-0.00077
72.50,0.20624,-0.00036
72.51,0.20538,0.00187
72.52,0.20604,-0.00629
72.53,0.20602,0.00290
72.54,0.20561,-0.00222
72.55,0.20737,-0.00015
72.56,0.20620,0.00260
72.57,0.20438,-0.00437
72.58,0.20192,-0.00104
72.59,0.20406,0.00303
72.60,0.20446,0.00518
72.61,0.20115,0.01571
72.62,0.18989,-0.00090
72.63,0.19235,-0.04723
72.64,0.17513,-0.04645
72.65,0.17035,-0.02813
72.66,0.17770,-0.01605
72.67,0.18289,-0.01191
72.68,0.19032,-0.00768
72.69,0.19400,-0.00608
72.70,0.19934,-0.00473
72.71,0.20240,-0.00338
72.72,0.20573,-0.00292
72.73,0.20631,-0.00260
72.74,0.20718,-0.00235
72.75,0.20785,-0.00229
72.76,0.20910,-0.00213
72.77,0.21036,-0.00196
72.78,0.20998,-0.00192
72.79,0.21164,-0.00185
72.80,0.21065,-0.00186
72.81,0.21150,-0.00182
72.82,0.21030,-0.00180
72.83,0.21162,-0.00176
72.84,0.21159,-0.00175
72.85,0.21145,-0.00173
72.86,0.21240,-0.00172
72.87,0.21157,-0.00171
72.88,0.21279,-0.00170
72.89,0.21199,-0.00169
72.90,0.21262,-0.00166
72.91,0.21211,-0.00167
72.92,0.21268,-0.00166
72.93,0.21243,-0.00164
72.94,0.21296,-0.00164
72.95,0.21259,-0.00163
72.96,0.21261,-0.00162
72.97,0.21287,-0.00162
72.98,0.21258,-0.00161
72.99,0.21237,-0.00160
73.00,0.21344,-0.00160
73.01,0.21349,-0.00159
73.02,0.21353,-0.00157
73.03,0.21282,-0.00156
73.04,0.21263,-0.00156
73.05,0.21302,-0.00156
73.06,0.21292,-0.00154
73.07,0.21391,-0.00155
73.08,0.21362,-0.00155
73.09,0.21404,-0.00153
73.10,0.21400,-0.00154
73.11,0.21413,-0.00153
73.12,0.21383,-0.00153
73.13,0.21395,-0.00153
73.14,0.21302,-0.00153
73.15,0.21453,-0.00154
73.16,0.21303,-0.00153
73.17,0.21419,-0.00152
73.18,0.21428,-0.00152
73.19,0.21363,-0.00152
73.20,0.21446,-0.00152
73.21,0.21452,-0.00150
73.22,0.21415,-0.00150
73.23,0.21381,-0.00149
73.24,0.21403,-0.00149
73.25,0.21420,-0.00150
73.26,0.21403,-0.00150
73.27,0.21355,-0.00148
73.28,0.21444,-0.00147
73.29,0.21386,-0.00148
73.30,0.21430,-0.00148
73.31,0.21362,-0.00148
73.32,0.21434,-0.00148
73.33,0.21500,-0.00147
73.34,0.21400,-0.00148
73.35,0.21456,-0.00148
73.36,0.21469,-0.00147
73.37,0.21409,-0.00148
73.38,0.21391,-0.00147
73.39,0.21415,-0.00145
73.40,0.21504,-0.00146
73.41,0.21503,-0.00146
73.42,0.21484,-0.00145
73.43,0.21455,-0.00145
73.44,0.21483,-0.00147
73.45,0.21529,-0.00146
73.46,0.21533,-0.00147
73.47,0.21555,-0.00146
73.48,0.21506,-0.00146
73.49,0.21559,-0.00145
73.50,0.21555,-0.00146
73.51,0.21492,-0.00145
73.52,0.21524,-0.00146
73.53,0.21522,-0.00147
73.54,0.21521,-0.00145
73.55,0.21519,-0.00146
73.56,0.21523,-0.00146
73.57,0.21508,-0.00146
73.58,0.21527,-0.00146
73.59,0.21575,-0.00145
73.60,0.21617,-0.00147
73.61,0.21570,-0.00146
73.62,0.21598,-0.00146
73.63,0.21613,-0.00145
73.64,0.21508,-0.00144
73.65,0.21536,-0.00143
73.66,0.21587,-0.00144
73.67,0.21426,-0.00145
73.68,0.21406,-0.00145
73.69,0.21528,-0.00144
73.70,0.21526,-0.00144
73.71,0.21561,-0.00145
73.72,0.21617,-0.00144
73.73,0.21597,-0.00143
73.74,0.21575,-0.00144
73.75,0.21594,-0.00143
73.76,0.21644,-0.00142
73.77,0.21638,-0.00145
73.78,0.21538,-0.00143
73.79,0.21571,-0.00143
73.80,0.21540,-0.00143
73.81,0.21566,-0.00143
73.82,0.21596,-0.00144
73.83,0.21676,-0.00143
73.84,0.21564,-0.00145
73.85,0.21543,-0.00143
73.86,0.21625,-0.00145
73.87,0.21554,-0.00145
73.88,0.21576,-0.00146
73.89,0.21576,-0.00144
73.90,0.21497,-0.00146
73.91,0.21619,-0.00145
73.92,0.21606,-0.00145
73.93,0.21634,-0.00147
73.94,0.21750,-0.00146
73.95,0.21649,-0.00147
73.96,0.21577,-0.00146
