current_mA,ch1_V,ch3_V
72.01,0.20844,-0.00126
72.02,0.20862,-0.00125
72.03,0.20844,-0.00125
72.04,0.20850,-0.00122
72.05,0.20905,-0.00123
72.06,0.20911,-0.00120
72.07,0.20958,-0.00122
72.08,0.20935,-0.00122
72.09,0.20905,-0.00121
72.10,0.20956,-0.00121
72.11,0.20996,-0.00120
72.12,0.21004,-0.00120
72.13,0.20910,-0.00120
72.14,0.20933,-0.00120
72.15,0.20961,-0.00120
72.16,0.20932,-0.00120
72.17,0.20772,-0.00120
72.18,0.20682,-0.00120
72.19,0.20713,-0.00119
72.20,0.20666,-0.00118
72.21,0.20710,-0.00119
72.22,0.20739,-0.00119
72.23,0.20863,-0.00120
72.24,0.20866,-0.00120
72.25,0.20848,-0.00121
72.26,0.20795,-0.00117
72.27,0.20745,-0.00118
72.28,0.20738,-0.00116
72.29,0.20707,-0.00117
72.30,0.20689,-0.00114
72.31,0.20562,-0.00114
72.32,0.20650,-0.00109
72.33,0.20692,-0.00109
72.34,0.20703,-0.00111
72.35,0.20765,-0.00112
72.36,0.20819,-0.00111
72.37,0.20845,-0.00109
72.38,0.20896,-0.00106
72.39,0.20806,-0.00112
72.40,0.20704,-0.00128
72.41,0.20716,-0.00098
72.42,0.20813,-0.00078
72.43,0.20815,-0.00064
72.44,0.20750,-0.00118
72.45,0.20539,-0.00135
72.46,0.20282,-0.00068
72.47,0.20349,-0.00049
72.48,0.20504,-0.00062
72.49,0.20524,-0.00081
72.50,0.20504,-0.00072
72.51,0.20361,0.00191
72.52,0.20298,-0.00258
72.53,0.20427,0.00312
72.54,0.20397,-0.00199
72.55,0.20584,-0.00034
72.56,0.20457,0.00162
72.57,0.20267,-0.00199
72.58,0.19976,-0.00099
72.59,0.20312,0.00213
72.60,0.20097,0.00752
72.61,0.19840,0.01526
72.62,0.18905,0.03598
72.63,0.18691,-0.05096
72.64,0.17275,-0.04970
72.65,0.16711,-0.01985
72.66,0.17034,-0.01923
72.67,0.18129,-0.01055
72.68,0.18894,-0.00769
72.69,0.19403,-0.00588
72.70,0.19791,-0.00440
72.71,0.20116,-0.00349
72.72,0.20358,-0.00280
72.73,0.20512,-0.00257
72.74,0.20634,-0.00239
72.75,0.20567,-0.00225
72.76,0.20781,-0.00211
72.77,0.20725,-0.00205
72.78,0.20801,-0.00189
72.79,0.20846,-0.00186
72.80,0.20905,-0.00186
72.81,0.20983,-0.00182
72.82,0.20997,-0.00179
72.83,0.20947,-0.00177
72.84,0.20971,-0.00173
72.85,0.20993,-0.00173
72.86,0.21025,-0.00172
72.87,0.20975,-0.00167
72.88,0.20931,-0.00168
72.89,0.21002,-0.00167
72.90,0.21026,-0.00165
72.91,0.20999,-0.00164
72.92,0.21084,-0.00163
72.93,0.21117,-0.00163
72.94,0.21087,-0.00161
72.95,0.21033,-0.00161
72.96,0.21033,-0.00163
72.97,0.21039,-0.00161
72.98,0.21077,-0.00161
72.99,0.21117,-0.00159
73.00,0.21115,-0.00158
73.01,0.21135,-0.00158
73.02,0.21125,-0.00158
73.03,0.21113,-0.00156
73.04,0.21075,-0.00156
73.05,0.21058,-0.00156
73.06,0.21109,-0.00157
73.07,0.21111,-0.00156
73.08,0.21121,-0.00155
73.09,0.21227,-0.00154
73.10,0.21106,-0.00155
73.11,0.21138,-0.00155
