current_mA,ch1_V,ch3_V
72.01,0.00123,0.19054
72.02,0.00123,0.19053
72.03,0.00124,0.19063
72.04,0.00124,0.19047
72.05,0.00124,0.19063
72.06,0.00123,0.19034
72.07,0.00123,0.19081
72.08,0.00123,0.19038
72.09,0.00123,0.19092
72.10,0.00121,0.19096
72.11,0.00122,0.19122
72.12,0.00120,0.19120
72.13,0.00120,0.19120
72.14,0.00121,0.19118
72.15,0.00124,0.19075
72.16,0.00128,0.19038
72.17,0.00130,0.19016
72.18,0.00130,0.18996
72.19,0.00075,0.19049
72.20,0.00073,0.19052
72.21,0.00069,0.19035
72.22,0.00069,0.19073
72.23,0.00068,0.19081
72.24,0.00069,0.19073
72.25,0.00072,0.19092
72.26,0.00075,0.19063
72.27,0.00078,0.19064
72.28,0.00077,0.19060
72.29,0.00076,0.19045
72.30,0.00077,0.19039
72.31,0.00080,0.19015
72.32,0.00081,0.19015
72.33,0.00073,0.19052
72.34,0.00058,0.19075
72.35,0.00056,0.19071
72.36,0.00057,0.19080
72.37,0.00057,0.19107
72.38,0.00060,0.19064
72.39,0.00066,0.19026
72.40,0.00068,0.19040
72.41,0.00072,0.19065
72.42,0.00062,0.19050
72.43,0.00063,0.19036
72.44,0.00096,0.19010
72.45,0.00110,0.18933
72.46,0.00087,0.18889
72.47,0.00062,0.18899
72.48,0.00079,0.18945
72.49,0.00052,0.18893
72.50,-0.00046,0.18742
72.51,0.00011,0.18897
72.52,0.00092,0.18860
72.53,0.00126,0.18810
72.54,0.00017,0.18801
72.55,-0.00035,0.18716
72.56,-0.00070,0.18720
72.57,0.00107,0.18832
72.58,0.00011,0.18453
72.59,-0.00392,0.18427
72.60,-0.01107,0.18257
72.61,-0.01839,0.17200
72.62,-0.01670,0.16506
72.63,0.02135,0.18903
72.64,0.02579,0.17622
72.65,0.00424,0.17005
72.66,0.00420,0.17440
72.67,0.00243,0.17608
72.68,0.00211,0.18175
72.69,0.00169,0.18331
72.70,0.00145,0.18485
72.71,0.00126,0.18800
72.72,0.00121,0.18869
72.73,0.00114,0.18935
72.74,0.00111,0.18982
72.75,0.00107,0.19063
72.76,0.00105,0.19067
72.77,0.00131,0.19104
72.78,0.00130,0.19097
72.79,0.00128,0.19120
72.80,0.00127,0.19165
72.81,0.00126,0.19174
72.82,0.00126,0.19164
72.83,0.00125,0.19186
72.84,0.00124,0.19148
72.85,0.00124,0.19189
72.86,0.00124,0.19218
72.87,0.00123,0.19222
72.88,0.00124,0.19225
72.89,0.00123,0.19222
72.90,0.00124,0.19256
72.91,0.00123,0.19247
72.92,0.00124,0.19281
72.93,0.00123,0.19277
72.94,0.00123,0.19245
72.95,0.00124,0.19253
72.96,0.00123,0.19277
72.97,0.00124,0.19274
72.98,0.00123,0.19292
72.99,0.00123,0.19294
73.00,0.00123,0.19263
73.01,0.00122,0.19298
73.02,0.00122,0.19295
73.03,0.00123,0.19305
73.04,0.00123,0.19264
73.05,0.00123,0.19317
73.06,0.00123,0.19316
73.07,0.00123,0.19289
73.08,0.00124,0.19323
73.09,0.00123,0.19327
73.10,0.00122,0.19330
73.11,0.00123,0.19325
73.12,0.00123,0.19274
73.13,0.00123,0.19335
73.14,0.00123,0.19335
73.15,0.00123,0.19352
73.16,0.00123,0.19354
73.17,0.00123,0.19353
73.18,0.00122,0.19358
73.19,0.00122,0.19354
73.20,0.00123,0.19390
73.21,0.00122,0.19358
73.22,0.00123,0.19372
73.23,0.00123,0.19345
73.24,0.00122,0.19375
73.25,0.00123,0.19351
73.26,0.00123,0.19377
73.27,0.00122,0.19364
73.28,0.00122,0.19376
73.29,0.00122,0.19382
73.30,0.00122,0.19388
73.31,0.00123,0.19384
73.32,0.00123,0.19378
73.33,0.00124,0.19355
73.34,0.00123,0.19362
73.35,0.00122,0.19385
73.36,0.00123,0.19429
73.37,0.00123,0.19373
73.38,0.00124,0.19353
73.39,0.00123,0.19397
73.40,0.00125,0.19369
73.41,0.00122,0.19396
73.42,0.00123,0.19422
73.43,0.00122,0.19392
73.44,0.00122,0.19449
73.45,0.00122,0.19403
73.46,0.00123,0.19449
73.47,0.00123,0.19464
73.48,0.00122,0.19425
73.49,0.00123,0.19436
73.50,0.00123,0.19472
73.51,0.00122,0.19407
73.52,0.00123,0.19455
73.53,0.00122,0.19451
73.54,0.00122,0.19453
73.55,0.00122,0.19425
73.56,0.00123,0.19451
73.57,0.00123,0.19480
73.58,0.00123,0.19467
73.59,0.00123,0.19439
73.60,0.00122,0.19469
73.61,0.00123,0.19455
73.62,0.00122,0.19468
73.63,0.00122,0.19503
73.64,0.00123,0.19492
73.65,0.00122,0.19448
73.66,0.00123,0.19472
73.67,0.00123,0.19503
73.68,0.00123,0.19483
73.69,0.00123,0.19491
73.70,0.00122,0.19503
73.71,0.00122,0.19499
73.72,0.00123,0.19500
73.73,0.00122,0.19521
73.74,0.00122,0.19530
73.75,0.00122,0.19534
73.76,0.00122,0.19508
73.77,0.00122,0.19503
73.78,0.00123,0.19510
73.79,0.00123,0.19545
73.80,0.00122,0.19502
73.81,0.00122,0.19523
73.82,0.00122,0.19530
73.83,0.00122,0.19542
73.84,0.00123,0.19532
73.85,0.00123,0.19538
73.86,0.00123,0.19531
73.87,0.00123,0.19532
73.88,0.00123,0.19581
73.89,0.00122,0.19563
73.90,0.00122,0.19552
73.91,0.00123,0.19601
73.92,0.00122,0.19542
73.93,0.00123,0.19559
73.94,0.00122,0.19580
73.95,0.00123,0.19580
73.96,0.00122,0.19567
73.97,0.00122,0.19587
73.98,0.00122,0.19560
73.99,0.00123,0.19588
74.00,0.00122,0.19587
