current_mA,voltage_V
72.01,0.9139
72.02,0.9145
72.03,0.914
72.04,0.913
72.05,0.9125
72.06,0.9125
72.07,0.9105
72.08,0.9101
72.09,0.9101
72.10,0.9105
72.11,0.9099
72.12,0.9123
72.13,0.9135
72.14,0.914
72.15,0.9127
72.16,0.9126
72.17,0.9137
72.18,0.9132
72.19,0.9134
72.20,0.9115
72.21,0.9124
72.22,0.9146
72.23,0.9139
72.24,0.9146
72.25,0.9151
72.26,0.9153
72.27,0.9156
72.28,0.9163
72.29,0.9172
72.30,0.9157
72.31,0.9161
72.32,0.916
72.33,0.9158
72.34,0.9143
72.35,0.914
72.36,0.9149
72.37,0.915
72.38,0.9165
72.39,0.9176
72.40,0.9197
72.41,0.92
72.42,0.919
72.43,0.9176
72.44,0.9184
72.45,0.9191
72.46,0.9182
72.47,0.9177
72.48,0.9172
72.49,0.9143
72.50,0.9145
72.51,0.9156
72.52,0.9173
72.53,0.9176
72.54,0.9158
72.55,0.9172
72.56,0.9203
72.57,0.9201
72.58,0.9203
72.59,0.9199
72.60,0.918
72.61,0.9154
72.62,0.9135
72.63,0.9148
72.64,0.9155
72.65,0.9172
72.66,0.9188
72.67,0.9195
72.68,0.9197
72.69,0.9196
72.70,0.9204
72.71,0.9205
72.72,0.9204
72.73,0.919
72.74,0.9201
72.75,0.9203
72.76,0.9189
72.77,0.9159
72.78,0.9149
72.79,0.9158
72.80,0.9168
72.81,0.9169
72.82,0.9156
72.83,0.9184
72.84,0.9201
72.85,0.9226
72.86,0.9253
72.87,0.9251
72.88,0.9273
72.89,0.9249
72.90,0.9233
72.91,0.9251
72.92,0.9258
72.93,0.9245
72.94,0.9226
72.95,0.9006
72.96,0.9019
72.97,0.9043
72.98,0.9106
72.99,0.9127
73.00,0.9149
73.01,0.9176
73.02,0.9198
73.03,0.9188
73.04,0.9197
73.05,0.9208
73.06,0.9205
73.07,0.9201
73.08,0.9214
73.09,0.9227
73.10,0.926
73.11,0.9265
73.12,0.9258
73.13,0.9263
73.14,0.9261
73.15,0.9248
73.16,0.9263
73.17,0.926
73.18,0.9256
73.19,0.9258
73.20,0.9269
73.21,0.9259
73.22,0.9253
73.23,0.9261
73.24,0.9256
73.25,0.9267
73.26,0.9264
73.27,0.9259
73.28,0.9281
73.29,0.9281
73.30,0.9285
73.31,0.9282
73.32,0.9267
73.33,0.928
73.34,0.928
73.35,0.9272
73.36,0.9267
73.37,0.9282
73.38,0.929
73.39,0.9284
73.40,0.9281
73.41,0.929
73.42,0.9287
73.43,0.9263
73.44,0.9263
73.45,0.9279
73.46,0.9292
73.47,0.9289
73.48,0.9289
73.49,0.9288
73.50,0.9275
73.51,0.9276
73.52,0.927
73.53,0.9278
73.54,0.9297
73.55,0.9305
73.56,0.9297
73.57,0.9287
73.58,0.9279
73.59,0.9291
73.60,0.9313
73.61,0.9324
73.62,0.9325
73.63,0.9317
73.64,0.9319
73.65,0.9318
73.66,0.9314
73.67,0.9319
73.68,0.9327
73.69,0.9323
73.70,0.9308
73.71,0.9319
73.72,0.932
73.73,0.9322
73.74,0.9317
73.75,0.9313
73.76,0.9307
73.77,0.9306
73.78,0.9323
73.79,0.934
73.80,0.9337
73.81,0.9345
73.82,0.9335
73.83,0.9317
73.84,0.9319
73.85,0.9338
73.86,0.9339
73.87,0.9354
73.88,0.9366
73.89,0.9368
73.90,0.9354
73.91,0.9357
73.92,0.9355
73.93,0.9353
73.94,0.9364
73.95,0.9366
73.96,0.9365
73.97,0.9367
73.98,0.935
73.99,0.9364
74.00,0.9365
