current_mA,ch1_V,ch3_V
72.01,0.19969,-0.00115
72.02,0.19917,-0.00115
72.03,0.19940,-0.00114
72.04,0.19984,-0.00113
72.05,0.19947,-0.00112
72.06,0.20002,-0.00113
72.07,0.20005,-0.00110
72.08,0.19975,-0.00109
72.09,0.20038,-0.00108
72.10,0.20044,-0.00110
72.11,0.20096,-0.00110
72.12,0.20089,-0.00109
72.13,0.20125,-0.00108
72.14,0.20103,-0.00108
72.15,0.20024,-0.00108
72.16,0.20026,-0.00108
72.17,0.19878,-0.00107
72.18,0.19731,-0.00109
72.19,0.19672,-0.00108
72.20,0.19690,-0.00107
72.21,0.19727,-0.00108
72.22,0.19793,-0.00106
72.23,0.19842,-0.00107
72.24,0.19890,-0.00106
72.25,0.19854,-0.00106
72.26,0.19703,-0.00106
72.27,0.19690,-0.00106
72.28,0.19647,-0.00102
72.29,0.19591,-0.00101
72.30,0.19583,-0.00100
72.31,0.19563,-0.00097
72.32,0.19564,-0.00092
72.33,0.19590,-0.00088
72.34,0.19677,-0.00088
72.35,0.19702,-0.00090
72.36,0.19826,-0.00091
72.37,0.19876,-0.00085
72.38,0.19834,-0.00076
72.39,0.19790,-0.00082
72.40,0.19740,-0.00106
72.41,0.19679,-0.00065
72.42,0.19683,-0.00051
72.43,0.19705,-0.00004
72.44,0.19501,-0.00121
72.45,0.19242,-0.00141
72.46,0.19106,-0.00045
72.47,0.19008,0.00001
72.48,0.19062,0.00036
72.49,0.19165,-0.00040
72.50,0.19128,-0.00006
72.51,0.18908,0.00224
72.52,0.18958,-0.00081
72.53,0.19085,0.00298
72.54,0.18782,0.00099
72.55,0.18973,0.00032
72.56,0.18891,0.00399
72.57,0.18659,0.00284
72.58,0.18151,0.00437
72.59,0.17521,0.01819
72.60,0.17555,0.02497
72.61,0.17204,0.03869
72.62,0.16215,0.03896
72.63,0.17024,0.00084
72.64,0.17973,-0.05065
72.65,0.16145,-0.04837
72.66,0.14666,-0.03087
72.67,0.15485,-0.02233
72.68,0.16388,-0.01452
72.69,0.17226,-0.01119
72.70,0.17950,-0.00792
72.71,0.18686,-0.00545
72.72,0.18978,-0.00440
72.73,0.19286,-0.00360
72.74,0.19264,-0.00316
72.75,0.19548,-0.00281
72.76,0.19701,-0.00263
72.77,0.19785,-0.00245
72.78,0.19831,-0.00225
72.79,0.19732,-0.00221
72.80,0.19800,-0.00215
72.81,0.19949,-0.00207
72.82,0.19884,-0.00204
72.83,0.19987,-0.00197
72.84,0.20029,-0.00194
72.85,0.20047,-0.00191
72.86,0.20056,-0.00190
72.87,0.20085,-0.00187
72.88,0.20152,-0.00185
72.89,0.20147,-0.00183
72.90,0.20068,-0.00180
72.91,0.20193,-0.00180
72.92,0.20171,-0.00176
72.93,0.20170,-0.00175
72.94,0.20207,-0.00173
72.95,0.20200,-0.00173
72.96,0.20159,-0.00171
72.97,0.20237,-0.00169
72.98,0.20175,-0.00169
72.99,0.20200,-0.00168
73.00,0.20251,-0.00169
73.01,0.20205,-0.00166
73.02,0.20226,-0.00168
73.03,0.20181,-0.00167
73.04,0.20201,-0.00165
73.05,0.20195,-0.00166
73.06,0.20279,-0.00163
73.07,0.20256,-0.00163
73.08,0.20300,-0.00162
73.09,0.20205,-0.00161
73.10,0.20301,-0.00160
73.11,0.20293,-0.00158
73.12,0.20222,-0.00160
73.13,0.20210,-0.00159
73.14,0.20268,-0.00159
73.15,0.20296,-0.00158
73.16,0.20243,-0.00157
73.17,0.20375,-0.00156
73.18,0.20342,-0.00158
73.19,0.20210,-0.00156
73.20,0.20340,-0.00156
73.21,0.20272,-0.00156
73.22,0.20305,-0.00154
73.23,0.20351,-0.00154
73.24,0.20303,-0.00154
73.25,0.20353,-0.00153
73.26,0.20320,-0.00153
73.27,0.20338,-0.00154
73.28,0.20320,-0.00152
73.29,0.20370,-0.00152
73.30,0.20297,-0.00152
73.31,0.20305,-0.00150
73.32,0.20351,-0.00151
73.33,0.20303,-0.00151
73.34,0.20248,-0.00149
73.35,0.20362,-0.00149
73.36,0.20423,-0.00149
73.37,0.20317,-0.00149
73.38,0.20369,-0.00149
73.39,0.20346,-0.00149
73.40,0.20395,-0.00149
73.41,0.20366,-0.00148
73.42,0.20422,-0.00149
73.43,0.20399,-0.00148
73.44,0.20330,-0.00147
73.45,0.20414,-0.00148
73.46,0.20413,-0.00148
73.47,0.20397,-0.00148
73.48,0.20448,-0.00149
73.49,0.20398,-0.00148
73.50,0.20465,-0.00149
73.51,0.20417,-0.00148
73.52,0.20449,-0.00150
73.53,0.20360,-0.00148
73.54,0.20374,-0.00150
73.55,0.20404,-0.00148
73.56,0.20513,-0.00146
73.57,0.20454,-0.00148
73.58,0.20466,-0.00146
73.59,0.20387,-0.00146
73.60,0.20465,-0.00147
73.61,0.20501,-0.00148
73.62,0.20402,-0.00147
73.63,0.20459,-0.00146
73.64,0.20422,-0.00146
73.65,0.20462,-0.00145
73.66,0.20482,-0.00146
73.67,0.20513,-0.00145
73.68,0.20561,-0.00145
73.69,0.20464,-0.00144
73.70,0.20476,-0.00145
73.71,0.20474,-0.00144
73.72,0.20467,-0.00146
73.73,0.20485,-0.00147
73.74,0.20569,-0.00144
73.75,0.20498,-0.00145
73.76,0.20520,-0.00144
73.77,0.20441,-0.00144
73.78,0.20566,-0.00144
73.79,0.20466,-0.00143
73.80,0.20484,-0.00143
73.81,0.20545,-0.00143
73.82,0.20529,-0.00143
73.83,0.20475,-0.00143
73.84,0.20498,-0.00144
73.85,0.20526,-0.00144
73.86,0.20466,-0.00145
73.87,0.20548,-0.00143
73.88,0.20571,-0.00145
73.89,0.20573,-0.00145
73.90,0.20507,-0.00145
73.91,0.20589,-0.00146
73.92,0.20550,-0.00146
73.93,0.20581,-0.00144
73.94,0.20521,-0.00145
73.95,0.20590,-0.00146
73.96,0.20608,-0.00145
73.97,0.20565,-0.00145
73.98,0.20579,-0.00144
73.99,0.20515,-0.00145
74.00,0.20616,-0.00145
