current_mA,ch1_V,ch3_V
72.01,0.10566,-0.00119
72.02,0.10612,-0.00119
72.03,0.10582,-0.00118
72.04,0.10606,-0.00120
72.05,0.10587,-0.00118
72.06,0.10572,-0.00117
72.07,0.10609,-0.00117
72.08,0.10598,-0.00118
72.09,0.10616,-0.00118
72.10,0.10605,-0.00117
72.11,0.10630,-0.00117
72.12,0.10598,-0.00117
72.13,0.10623,-0.00116
72.14,0.10634,-0.00116
72.15,0.10580,-0.00114
72.16,0.10531,-0.00113
72.17,0.10418,-0.00115
72.18,0.10396,-0.00118
72.19,0.10396,-0.00115
72.20,0.10348,-0.00117
72.21,0.10400,-0.00116
72.22,0.10424,-0.00114
72.23,0.10460,-0.00116
72.24,0.10507,-0.00115
72.25,0.10473,-0.00117
72.26,0.10458,-0.00115
72.27,0.10391,-0.00115
72.28,0.10341,-0.00116
72.29,0.10358,-0.00110
72.30,0.10372,-0.00110
72.31,0.10325,-0.00110
72.32,0.10328,-0.00107
72.33,0.10336,-0.00105
72.34,0.10392,-0.00106
72.35,0.10416,-0.00107
72.36,0.10401,-0.00106
72.37,0.10415,-0.00108
72.38,0.10456,-0.00101
72.39,0.10371,-0.00106
72.40,0.10343,-0.00116
72.41,0.10310,-0.00087
72.42,0.10334,-0.00069
72.43,0.10320,-0.00057
72.44,0.10305,-0.00116
72.45,0.10208,-0.00128
72.46,0.10046,-0.00065
72.47,0.10021,-0.00046
72.48,0.10076,-0.00016
72.49,0.10145,-0.00079
72.50,0.10127,-0.00054
72.51,0.09877,0.00095
72.52,0.09828,-0.00066
72.53,0.10050,-0.00394
72.54,0.09845,0.00237
72.55,0.09853,-0.00063
72.56,0.09780,0.00120
72.57,0.09703,0.00076
72.58,0.09383,0.00523
72.59,0.08872,0.00413
72.60,0.08819,0.00867
72.61,0.08569,0.01422
72.62,0.08289,0.02930
72.63,0.08800,-0.04590
72.64,0.07782,-0.03787
72.65,0.07728,-0.02964
72.66,0.07445,-0.01586
72.67,0.07878,-0.01369
72.68,0.08365,-0.00904
72.69,0.08999,-0.00596
72.70,0.09288,-0.00497
72.71,0.09783,-0.00360
72.72,0.09920,-0.00302
72.73,0.10068,-0.00263
72.74,0.10171,-0.00227
72.75,0.10325,-0.00211
72.76,0.10352,-0.00201
72.77,0.10454,-0.00183
72.78,0.10509,-0.00181
72.79,0.10544,-0.00180
72.80,0.10540,-0.00176
72.81,0.10546,-0.00171
72.82,0.10550,-0.00171
72.83,0.10583,-0.00167
72.84,0.10666,-0.00167
72.85,0.10576,-0.00165
72.86,0.10650,-0.00163
72.87,0.10635,-0.00162
72.88,0.10677,-0.00161
72.89,0.10648,-0.00160
72.90,0.10614,-0.00160
72.91,0.10696,-0.00159
72.92,0.10710,-0.00158
72.93,0.10654,-0.00157
72.94,0.10644,-0.00155
72.95,0.10664,-0.00154
72.96,0.10698,-0.00153
72.97,0.10741,-0.00151
72.98,0.10692,-0.00152
72.99,0.10719,-0.00151
73.00,0.10713,-0.00151
73.01,0.10723,-0.00150
73.02,0.10680,-0.00149
73.03,0.10715,-0.00149
73.04,0.10730,-0.00149
73.05,0.10735,-0.00148
73.06,0.10707,-0.00148
73.07,0.10698,-0.00148
73.08,0.10708,-0.00150
73.09,0.10727,-0.00150
73.10,0.10733,-0.00149
73.11,0.10737,-0.00148
73.12,0.10751,-0.00149
73.13,0.10716,-0.00147
73.14,0.10716,-0.00147
73.15,0.10739,-0.00148
73.16,0.10726,-0.00147
73.17,0.10781,-0.00148
73.18,0.10755,-0.00148
73.19,0.10784,-0.00147
73.20,0.10778,-0.00146
73.21,0.10752,-0.00147
73.22,0.10674,-0.00147
