current_mA,ch1_V,ch3_V
72.01,0.21118,-0.00115
72.02,0.21135,-0.00116
72.03,0.21089,-0.00115
72.04,0.21096,-0.00114
72.05,0.21062,-0.00113
72.06,0.21065,-0.00113
72.07,0.21095,-0.00112
72.08,0.21099,-0.00111
72.09,0.21154,-0.00110
72.10,0.21201,-0.00111
72.11,0.21280,-0.00109
72.12,0.21294,-0.00109
72.13,0.21294,-0.00107
72.14,0.21302,-0.00106
72.15,0.21174,-0.00106
72.16,0.21128,-0.00106
72.17,0.20959,-0.00106
72.18,0.20907,-0.00104
72.19,0.20753,-0.00106
72.20,0.20786,-0.00104
72.21,0.20848,-0.00103
72.22,0.20908,-0.00102
72.23,0.20966,-0.00102
72.24,0.20977,-0.00104
72.25,0.20993,-0.00105
72.26,0.20877,-0.00100
72.27,0.20846,-0.00102
72.28,0.20796,-0.00103
72.29,0.20766,-0.00097
72.30,0.20731,-0.00098
72.31,0.20659,-0.00093
72.32,0.20651,-0.00088
72.33,0.20674,-0.00085
72.34,0.20734,-0.00086
72.35,0.20860,-0.00086
72.36,0.20907,-0.00087
72.37,0.20970,-0.00076
72.38,0.20949,-0.00074
72.39,0.20915,-0.00076
72.40,0.20819,-0.00081
72.41,0.20726,-0.00056
72.42,0.20767,-0.00025
72.43,0.20815,-0.00011
72.44,0.20752,-0.00016
72.45,0.20538,-0.00112
72.46,0.20163,-0.00084
72.47,0.20123,0.00030
72.48,0.20224,-0.00023
72.49,0.20214,-0.00042
72.50,0.20164,0.00076
72.51,0.19960,0.00256
72.52,0.19960,-0.00064
72.53,0.20278,-0.00285
72.54,0.19980,0.00132
72.55,0.20001,0.00014
72.56,0.19971,0.00430
72.57,0.19815,0.00413
72.58,0.19196,0.00356
72.59,0.18536,0.01042
72.60,0.18634,0.01870
72.61,0.18669,0.03448
72.62,0.17619,0.04025
72.63,0.17609,-0.00184
72.64,0.18498,-0.05121
72.65,0.17037,-0.04921
72.66,0.15983,-0.02284
72.67,0.17182,-0.01557
72.68,0.18331,-0.01327
72.69,0.18466,-0.01033
72.70,0.19104,-0.00817
72.71,0.19832,-0.00500
72.72,0.19999,-0.00454
72.73,0.20192,-0.00400
72.74,0.20493,-0.00338
72.75,0.20677,-0.00300
72.76,0.20809,-0.00271
72.77,0.20788,-0.00253
72.78,0.20828,-0.00243
72.79,0.20977,-0.00231
72.80,0.21058,-0.00213
72.81,0.21067,-0.00212
72.82,0.21076,-0.00206
72.83,0.21080,-0.00201
72.84,0.21071,-0.00197
72.85,0.21169,-0.00194
72.86,0.21226,-0.00193
72.87,0.21324,-0.00191
72.88,0.21296,-0.00188
72.89,0.21195,-0.00186
72.90,0.21195,-0.00183
72.91,0.21220,-0.00180
72.92,0.21275,-0.00179
72.93,0.21226,-0.00178
72.94,0.21297,-0.00175
72.95,0.21247,-0.00175
72.96,0.21249,-0.00175
72.97,0.21312,-0.00172
72.98,0.21352,-0.00174
72.99,0.21292,-0.00171
73.00,0.21363,-0.00170
73.01,0.21260,-0.00168
73.02,0.21325,-0.00165
73.03,0.21219,-0.00163
73.04,0.21245,-0.00165
73.05,0.21427,-0.00164
73.06,0.21413,-0.00163
73.07,0.21387,-0.00162
73.08,0.21393,-0.00161
73.09,0.21416,-0.00162
73.10,0.21442,-0.00162
73.11,0.21392,-0.00162
73.12,0.21373,-0.00161
73.13,0.21353,-0.00159
73.14,0.21410,-0.00159
73.15,0.21417,-0.00158
73.16,0.21440,-0.00158
73.17,0.21409,-0.00157
73.18,0.21470,-0.00157
73.19,0.21443,-0.00156
73.20,0.21397,-0.00156
73.21,0.21458,-0.00155
73.22,0.21470,-0.00155
73.23,0.21518,-0.00154
73.24,0.21458,-0.00155
73.25,0.21459,-0.00155
73.26,0.21488,-0.00155
73.27,0.21474,-0.00153
73.28,0.21497,-0.00154
73.29,0.21458,-0.00153
73.30,0.21420,-0.00154
73.31,0.21460,-0.00152
73.32,0.21500,-0.00151
73.33,0.21541,-0.00151
73.34,0.21452,-0.00151
73.35,0.21423,-0.00150
73.36,0.21425,-0.00149
73.37,0.21489,-0.00148
73.38,0.21559,-0.00149
73.39,0.21493,-0.00149
73.40,0.21527,-0.00150
73.41,0.21498,-0.00151
73.42,0.21484,-0.00151
73.43,0.21507,-0.00150
73.44,0.21557,-0.00149
73.45,0.21524,-0.00148
73.46,0.21466,-0.00150
73.47,0.21579,-0.00148
73.48,0.21580,-0.00150
73.49,0.21522,-0.00149
73.50,0.21502,-0.00149
73.51,0.21521,-0.00149
73.52,0.21543,-0.00150
73.53,0.21593,-0.00147
73.54,0.21525,-0.00148
73.55,0.21577,-0.00146
73.56,0.21590,-0.00147
73.57,0.21582,-0.00148
73.58,0.21606,-0.00149
73.59,0.21629,-0.00147
73.60,0.21486,-0.00147
73.61,0.21636,-0.00148
73.62,0.21575,-0.00146
73.63,0.21602,-0.00147
73.64,0.21601,-0.00146
73.65,0.21605,-0.00146
73.66,0.21646,-0.00148
73.67,0.21674,-0.00148
73.68,0.21553,-0.00147
73.69,0.21568,-0.00145
73.70,0.21573,-0.00145
73.71,0.21579,-0.00144
73.72,0.21635,-0.00146
73.73,0.21582,-0.00145
73.74,0.21636,-0.00144
73.75,0.21609,-0.00144
73.76,0.21622,-0.00145
73.77,0.21686,-0.00146
73.78,0.21672,-0.00146
73.79,0.21628,-0.00145
73.80,0.21680,-0.00145
73.81,0.21696,-0.00146
73.82,0.21666,-0.00145
73.83,0.21726,-0.00145
73.84,0.21682,-0.00146
73.85,0.21688,-0.00145
73.86,0.21653,-0.00144
73.87,0.21625,-0.00145
73.88,0.21714,-0.00146
73.89,0.21749,-0.00145
73.90,0.21623,-0.00145
73.91,0.21694,-0.00145
73.92,0.21646,-0.00144
73.93,0.21705,-0.00144
73.94,0.21657,-0.00142
73.95,0.21745,-0.00145
73.96,0.21755,-0.00143
73.97,0.21679,-0.00143
73.98,0.21708,-0.00144
73.99,0.21767,-0.00143
74.00,0.21776,-0.00144
