current_mA,voltage_V
72.01,0.9017
72.02,0.9031
72.03,0.904
72.04,0.903
72.05,0.9022
72.06,0.9044
72.07,0.9054
72.08,0.9031
72.09,0.9041
72.10,0.9062
72.11,0.9054
72.12,0.9051
72.13,0.9056
72.14,0.9055
72.15,0.9059
72.16,0.9027
72.17,0.9045
72.18,0.9061
72.19,0.9059
72.20,0.9062
72.21,0.9067
72.22,0.9068
72.23,0.9066
72.24,0.906
72.25,0.9062
72.26,0.9077
72.27,0.9075
72.28,0.9067
72.29,0.9069
72.30,0.907
72.31,0.9082
72.32,0.9094
72.33,0.9092
72.34,0.9084
72.35,0.9085
72.36,0.9083
72.37,0.9094
72.38,0.9099
72.39,0.9096
72.40,0.912
72.41,0.9149
72.42,0.9184
72.43,0.9189
72.44,0.9206
72.45,0.9227
72.46,0.9231
72.47,0.9187
72.48,0.9124
72.49,0.9062
72.50,0.9016
72.51,0.8972
72.52,0.8994
72.53,0.9043
72.54,0.9066
72.55,0.908
72.56,0.9088
72.57,0.9076
72.58,0.9036
72.59,0.8999
72.60,0.8969
72.61,0.8948
72.62,0.8927
72.63,0.891
72.64,0.8897
72.65,0.8897
72.66,0.8944
72.67,0.9038
72.68,0.9089
72.69,0.9127
72.70,0.9139
72.71,0.9103
72.72,0.9092
72.73,0.9112
72.74,0.911
72.75,0.9051
72.76,0.8974
72.77,0.8895
72.78,0.8786
72.79,0.8755
72.80,0.8797
72.81,0.8862
72.82,0.891
72.83,0.9069
72.84,0.9173
72.85,0.9213
72.86,0.9273
72.87,0.9277
72.88,0.9234
72.89,0.9316
72.90,0.9331
72.91,0.9351
72.92,0.9374
72.93,0.9213
72.94,0.8855
72.95,0.8557
72.96,0.8372
72.97,0.829
72.98,0.8465
72.99,0.8633
73.00,0.8711
73.01,0.8775
73.02,0.886
73.03,0.8912
73.04,0.8983
73.05,0.9029
73.06,0.9045
73.07,0.9078
73.08,0.9114
73.09,0.9122
73.10,0.9124
73.11,0.9118
73.12,0.9123
73.13,0.913
73.14,0.9129
73.15,0.915
73.16,0.913
73.17,0.9141
73.18,0.9119
73.19,0.914
73.20,0.9139
73.21,0.9149
73.22,0.9149
73.23,0.9128
73.24,0.9131
73.25,0.9127
73.26,0.917
73.27,0.9164
73.28,0.9169
73.29,0.9159
73.30,0.9156
73.31,0.9148
73.32,0.9154
73.33,0.9149
73.34,0.9173
73.35,0.9208
73.36,0.9206
73.37,0.9163
73.38,0.9163
73.39,0.9194
73.40,0.9196
73.41,0.9204
73.42,0.9183
73.43,0.9194
73.44,0.9175
73.45,0.9194
73.46,0.9198
73.47,0.9177
73.48,0.9188
73.49,0.9185
73.50,0.917
73.51,0.9167
73.52,0.9191
73.53,0.921
73.54,0.9195
73.55,0.9188
73.56,0.9198
73.57,0.9194
73.58,0.9198
73.59,0.9219
73.60,0.9226
73.61,0.9213
73.62,0.9213
73.63,0.9213
73.64,0.9203
73.65,0.9188
73.66,0.9195
73.67,0.9193
73.68,0.9197
73.69,0.9199
73.70,0.9229
73.71,0.9233
73.72,0.9238
73.73,0.9204
73.74,0.9202
73.75,0.9219
73.76,0.9241
73.77,0.9229
73.78,0.9227
73.79,0.9223
73.80,0.9218
73.81,0.9234
73.82,0.9245
73.83,0.926
73.84,0.9259
73.85,0.9258
73.86,0.9257
73.87,0.9255
73.88,0.9254
73.89,0.9264
73.90,0.9254
73.91,0.9262
73.92,0.9261
73.93,0.9246
73.94,0.9235
73.95,0.9263
73.96,0.9257
73.97,0.9256
73.98,0.924
73.99,0.9273
74.00,0.9293
