current_mA,voltage_V
72.01,0.8057
72.02,0.8025
72.03,0.8053
72.04,0.8077
72.05,0.8076
72.06,0.8069
72.07,0.8084
72.08,0.8077
72.09,0.8056
72.10,0.8081
72.11,0.8074
72.12,0.8068
72.13,0.8072
72.14,0.8089
72.15,0.8075
72.16,0.8098
72.17,0.8078
72.18,0.8103
72.19,0.8066
72.20,0.8074
72.21,0.807
72.22,0.8067
72.23,0.8092
72.24,0.8096
72.25,0.8085
72.26,0.8064
72.27,0.8045
72.28,0.8066
72.29,0.8073
72.30,0.8057
72.31,0.8068
72.32,0.8088
72.33,0.8096
72.34,0.8096
72.35,0.8091
72.36,0.8094
72.37,0.8069
72.38,0.8082
72.39,0.8098
72.40,0.8083
72.41,0.8088
72.42,0.8083
72.43,0.8068
72.44,0.8099
72.45,0.8112
72.46,0.812
72.47,0.8076
72.48,0.8087
72.49,0.8079
72.50,0.8052
72.51,0.8046
72.52,0.8076
72.53,0.8084
72.54,0.8103
72.55,0.8099
72.56,0.8105
72.57,0.8111
72.58,0.8105
72.59,0.8089
72.60,0.8093
72.61,0.8099
72.62,0.8113
72.63,0.8091
72.64,0.8072
72.65,0.8063
72.66,0.8068
72.67,0.8035
72.68,0.8081
72.69,0.8065
72.70,0.8052
72.71,0.8014
72.72,0.8059
72.73,0.8083
72.74,0.8111
72.75,0.8096
72.76,0.8046
72.77,0.8073
72.78,0.8088
72.79,0.8088
72.80,0.8081
72.81,0.8065
72.82,0.8108
72.83,0.8058
72.84,0.8069
72.85,0.81
72.86,0.8141
72.87,0.8158
72.88,0.8151
72.89,0.8187
72.90,0.8199
72.91,0.8212
72.92,0.8208
72.93,0.8216
72.94,0.8203
72.95,0.821
72.96,0.8215
72.97,0.8216
72.98,0.8204
72.99,0.8207
73.00,0.8213
73.01,0.8224
73.02,0.8227
73.03,0.823
73.04,0.822
73.05,0.8234
73.06,0.8225
73.07,0.8221
73.08,0.8209
73.09,0.8208
73.10,0.8212
73.11,0.8209
73.12,0.8199
73.13,0.8227
73.14,0.8228
73.15,0.8226
73.16,0.8228
73.17,0.8231
73.18,0.8233
73.19,0.8223
73.20,0.823
73.21,0.8231
73.22,0.823
73.23,0.8233
73.24,0.8235
73.25,0.8217
73.26,0.8236
73.27,0.8244
73.28,0.8243
73.29,0.8238
73.30,0.8232
73.31,0.8198
73.32,0.8185
73.33,0.8194
73.34,0.8201
73.35,0.8204
73.36,0.8197
73.37,0.8218
73.38,0.8239
73.39,0.8242
73.40,0.826
73.41,0.8259
73.42,0.8254
73.43,0.8225
73.44,0.8249
73.45,0.8263
73.46,0.8266
73.47,0.8239
73.48,0.8226
73.49,0.8212
73.50,0.8217
73.51,0.8256
73.52,0.826
73.53,0.8218
73.54,0.8238
73.55,0.8231
73.56,0.8257
73.57,0.8222
73.58,0.8231
73.59,0.8282
73.60,0.8285
73.61,0.8287
73.62,0.8282
73.63,0.828
73.64,0.8276
73.65,0.8276
73.66,0.8273
73.67,0.828
73.68,0.8281
73.69,0.8276
73.70,0.8267
73.71,0.8274
73.72,0.8272
73.73,0.8269
73.74,0.8285
73.75,0.8288
73.76,0.8279
73.77,0.8292
73.78,0.8298
73.79,0.8302
