current_mA,voltage_V
72.01,0.909
72.02,0.9099
72.03,0.9107
72.04,0.9095
72.05,0.9095
72.06,0.9104
72.07,0.9099
72.08,0.9116
72.09,0.9123
72.10,0.913
72.11,0.9132
72.12,0.9144
72.13,0.9136
72.14,0.914
72.15,0.9158
72.16,0.9138
72.17,0.9125
72.18,0.9144
72.19,0.9138
72.20,0.9149
72.21,0.9156
72.22,0.9142
72.23,0.9123
72.24,0.9135
72.25,0.917
72.26,0.916
72.27,0.9151
72.28,0.9135
72.29,0.9137
72.30,0.9141
72.31,0.9135
72.32,0.9146
72.33,0.9176
72.34,0.9172
72.35,0.9166
72.36,0.9152
72.37,0.9163
72.38,0.9175
72.39,0.9182
72.40,0.9189
72.41,0.9191
72.42,0.9187
72.43,0.9185
72.44,0.9191
72.45,0.9208
72.46,0.9208
72.47,0.9195
72.48,0.9172
72.49,0.9148
72.50,0.9134
72.51,0.9145
72.52,0.9161
72.53,0.9164
72.54,0.9167
72.55,0.919
72.56,0.92
72.57,0.9203
72.58,0.9199
72.59,0.9184
72.60,0.9172
72.61,0.9153
72.62,0.9143
72.63,0.9128
72.64,0.9112
72.65,0.9134
72.66,0.9164
72.67,0.9184
72.68,0.9209
72.69,0.9218
72.70,0.9215
72.71,0.9213
72.72,0.9212
72.73,0.9188
72.74,0.9188
72.75,0.9192
72.76,0.9171
72.77,0.9125
72.78,0.9095
72.79,0.9086
72.80,0.9089
72.81,0.9115
72.82,0.9131
72.83,0.9192
72.84,0.9227
72.85,0.9273
72.86,0.9284
72.87,0.9315
72.88,0.9338
72.89,0.9294
72.90,0.927
72.91,0.9296
72.92,0.9305
72.93,0.9301
72.94,0.9225
72.95,0.8905
72.96,0.8838
72.97,0.883
72.98,0.891
72.99,0.9034
73.00,0.9084
73.01,0.9092
73.02,0.9108
73.03,0.9131
73.04,0.9145
73.05,0.917
73.06,0.9211
73.07,0.9196
73.08,0.9204
73.09,0.9209
73.10,0.924
73.11,0.9245
73.12,0.926
73.13,0.9263
73.14,0.9259
73.15,0.9256
73.16,0.9263
73.17,0.9226
73.18,0.9241
73.19,0.9282
73.20,0.927
73.21,0.9221
73.22,0.9229
73.23,0.9235
73.24,0.9252
73.25,0.926
73.26,0.923
73.27,0.9241
73.28,0.9242
73.29,0.9273
73.30,0.9277
73.31,0.9268
73.32,0.9248
73.33,0.9283
73.34,0.9286
73.35,0.9274
73.36,0.9274
73.37,0.9284
73.38,0.9293
73.39,0.928
73.40,0.9253
73.41,0.9258
73.42,0.9274
73.43,0.9284
73.44,0.9282
73.45,0.9284
73.46,0.9303
73.47,0.9312
73.48,0.9298
73.49,0.9278
73.50,0.9269
73.51,0.9267
73.52,0.9267
73.53,0.9287
73.54,0.9274
73.55,0.9261
73.56,0.9287
73.57,0.9297
73.58,0.9302
73.59,0.9318
73.60,0.9309
73.61,0.9302
73.62,0.93
73.63,0.9301
73.64,0.932
73.65,0.9316
73.66,0.9324
73.67,0.9316
73.68,0.9317
73.69,0.932
73.70,0.9332
73.71,0.932
73.72,0.9291
73.73,0.9312
73.74,0.9327
73.75,0.9326
73.76,0.932
73.77,0.9297
73.78,0.9323
73.79,0.9331
73.80,0.9334
73.81,0.9342
73.82,0.933
73.83,0.9329
73.84,0.9339
73.85,0.9333
73.86,0.934
73.87,0.9346
73.88,0.935
73.89,0.9345
73.90,0.9312
73.91,0.9318
73.92,0.9326
73.93,0.9333
73.94,0.9339
73.95,0.9344
73.96,0.9351
73.97,0.9342
73.98,0.9337
73.99,0.9344
74.00,0.9337
