l2_pos_deg,ch1_V,ch3_V
3.0000,0.24668,None
6.0000,0.2469,None
9.0000,0.24692,None
12.0000,0.24691,None
15.0000,0.24692,None
18.0000,0.24692,None
21.0000,0.24691,None
24.0000,0.24694,None
27.0000,0.24693,None
30.0000,0.24694,None
33.0000,0.24695,None
36.0000,0.24692,None
39.0000,0.24688,None
42.0000,0.24691,None
45.0000,0.2469,None
48.0000,0.24689,None
51.0000,0.24695,None
54.0000,0.24691,None
57.0000,0.24695,None
60.0000,0.24692,None
63.0000,0.24688,None
66.0000,0.24688,None
69.0000,0.24688,None
72.0000,0.24685,None
75.0000,0.24687,None
