current_mA,voltage_V
72.01,0.8344
72.02,0.8328
72.03,0.8323
72.04,0.833
72.05,0.8346
72.06,0.8361
72.07,0.8377
72.08,0.8378
72.09,0.8378
72.10,0.8366
72.11,0.8362
72.12,0.8342
72.13,0.8367
72.14,0.8381
72.15,0.8396
72.16,0.8384
72.17,0.8366
72.18,0.836
72.19,0.8372
72.20,0.8348
72.21,0.8364
72.22,0.8334
72.23,0.8383
72.24,0.838
72.25,0.8359
72.26,0.8359
72.27,0.8377
72.28,0.838
72.29,0.8376
72.30,0.8368
72.31,0.8342
72.32,0.8351
72.33,0.8373
72.34,0.8391
72.35,0.8399
72.36,0.8377
72.37,0.8387
72.38,0.8395
72.39,0.8394
72.40,0.8385
72.41,0.8403
72.42,0.8396
72.43,0.8404
72.44,0.8395
72.45,0.8406
72.46,0.8408
72.47,0.8392
72.48,0.8412
72.49,0.841
72.50,0.8423
72.51,0.8418
72.52,0.8421
72.53,0.842
72.54,0.8412
72.55,0.8403
72.56,0.8387
72.57,0.8371
72.58,0.8372
72.59,0.8371
72.60,0.837
72.61,0.8403
72.62,0.8384
72.63,0.8384
72.64,0.8369
72.65,0.8366
72.66,0.8392
72.67,0.8403
72.68,0.8383
72.69,0.8399
72.70,0.8422
72.71,0.8415
72.72,0.8438
72.73,0.8428
72.74,0.8434
72.75,0.8453
72.76,0.8435
72.77,0.8404
72.78,0.8406
72.79,0.8414
72.80,0.8406
72.81,0.8403
72.82,0.841
72.83,0.8396
72.84,0.839
72.85,0.8391
72.86,0.8388
72.87,0.8401
72.88,0.8402
72.89,0.8394
72.90,0.8401
72.91,0.843
72.92,0.8409
72.93,0.8421
72.94,0.8416
72.95,0.8399
72.96,0.8405
72.97,0.8416
72.98,0.8425
72.99,0.8413
73.00,0.8402
73.01,0.8398
73.02,0.8415
73.03,0.8466
73.04,0.8455
73.05,0.8413
73.06,0.8408
73.07,0.8431
73.08,0.8442
73.09,0.8432
73.10,0.8456
73.11,0.8466
73.12,0.846
73.13,0.8452
73.14,0.844
73.15,0.8435
73.16,0.8437
73.17,0.8446
73.18,0.8447
73.19,0.8448
73.20,0.8461
73.21,0.8456
73.22,0.8461
73.23,0.8434
73.24,0.8458
73.25,0.8481
73.26,0.8456
73.27,0.8459
73.28,0.8458
73.29,0.846
73.30,0.8447
73.31,0.8445
73.32,0.8449
73.33,0.843
73.34,0.8433
73.35,0.8432
73.36,0.8462
73.37,0.8451
73.38,0.8476
73.39,0.8452
73.40,0.8468
73.41,0.8445
73.42,0.8494
73.43,0.8486
73.44,0.8456
73.45,0.8477
73.46,0.8501
73.47,0.85
73.48,0.8493
73.49,0.8496
73.50,0.8472
73.51,0.8461
73.52,0.846
73.53,0.8452
73.54,0.8459
73.55,0.8468
73.56,0.8469
73.57,0.8501
73.58,0.8502
73.59,0.8487
73.60,0.8488
73.61,0.8466
73.62,0.8469
73.63,0.847
73.64,0.8465
73.65,0.8478
73.66,0.8512
73.67,0.8506
73.68,0.8488
73.69,0.8488
73.70,0.8497
73.71,0.8473
73.72,0.8463
73.73,0.8468
73.74,0.8494
73.75,0.8518
73.76,0.8531
73.77,0.8522
73.78,0.8505
73.79,0.8523
73.80,0.8525
73.81,0.8537
73.82,0.8538
73.83,0.8523
73.84,0.8488
73.85,0.8513
73.86,0.8539
73.87,0.85
73.88,0.8482
73.89,0.8468
73.90,0.848
73.91,0.8499
73.92,0.8494
73.93,0.8485
73.94,0.8488
73.95,0.8503
73.96,0.8494
73.97,0.8509
73.98,0.8509
73.99,0.8494
74.00,0.8525
