current_mA,voltage_V
72.01,0.34755
72.02,0.34709
72.03,0.34766
72.04,0.34949
72.05,0.34926
72.06,0.35014
72.07,0.34904
72.08,0.35071
72.09,0.35019
72.10,0.34992
72.11,0.35067
72.12,0.35046
72.13,0.34995
72.14,0.34959
72.15,0.34860
72.16,0.34840
72.17,0.35044
72.18,0.35001
72.19,0.34979
72.20,0.34979
72.21,0.35057
72.22,0.35087
72.23,0.34924
72.24,0.34851
72.25,0.34948
72.26,0.34952
72.27,0.35110
72.28,0.35089
72.29,0.35005
72.30,0.35001
72.31,0.34869
72.32,0.34970
72.33,0.35163
72.34,0.35151
72.35,0.35019
72.36,0.35113
72.37,0.35049
72.38,0.34915
72.39,0.34910
72.40,0.34880
72.41,0.34874
72.42,0.34878
72.43,0.34895
72.44,0.35077
72.45,0.35074
72.46,0.35127
72.47,0.35003
72.48,0.34932
72.49,0.35155
72.50,0.35125
72.51,0.35283
72.52,0.35204
72.53,0.35161
72.54,0.35039
72.55,0.35002
72.56,0.35120
72.57,0.35092
72.58,0.35130
72.59,0.35031
72.60,0.35129
72.61,0.35208
72.62,0.35194
72.63,0.35192
72.64,0.35145
72.65,0.35241
72.66,0.35191
72.67,0.35140
72.68,0.34899
72.69,0.34956
72.70,0.35007
72.71,0.34953
72.72,0.34923
72.73,0.35014
72.74,0.35167
72.75,0.35305
72.76,0.35275
72.77,0.35198
72.78,0.35079
72.79,0.35123
72.80,0.35023
72.81,0.35104
72.82,0.35307
72.83,0.35335
72.84,0.35586
72.85,0.34995
72.86,0.34134
72.87,0.34147
72.88,0.34343
72.89,0.34695
72.90,0.34869
72.91,0.35116
72.92,0.35218
72.93,0.35176
72.94,0.35165
72.95,0.35189
72.96,0.35303
72.97,0.35386
72.98,0.35534
72.99,0.35499
73.00,0.35497
73.01,0.35383
73.02,0.35295
73.03,0.35517
73.04,0.35374
73.05,0.35359
73.06,0.35304
73.07,0.35371
73.08,0.35559
73.09,0.35607
73.10,0.35635
73.11,0.35488
73.12,0.35633
73.13,0.35700
73.14,0.35627
73.15,0.35485
73.16,0.35636
73.17,0.35638
73.18,0.35598
73.19,0.35669
73.20,0.35623
73.21,0.35644
73.22,0.35590
73.23,0.35681
73.24,0.35733
73.25,0.35745
73.26,0.35710
73.27,0.35547
73.28,0.35735
73.29,0.35599
73.30,0.35637
73.31,0.35636
73.32,0.35751
73.33,0.35646
73.34,0.35856
73.35,0.35784
73.36,0.35665
73.37,0.35504
73.38,0.35449
73.39,0.35667
73.40,0.35570
73.41,0.35560
73.42,0.35485
73.43,0.35586
73.44,0.35680
73.45,0.35777
73.46,0.35829
73.47,0.35754
73.48,0.35832
73.49,0.35711
73.50,0.35765
73.51,0.35738
73.52,0.35753
73.53,0.35690
73.54,0.35731
73.55,0.35816
73.56,0.35778
73.57,0.35588
73.58,0.35618
73.59,0.35781
73.60,0.35719
73.61,0.35792
73.62,0.35832
73.63,0.35853
73.64,0.35856
73.65,0.35899
73.66,0.35749
73.67,0.35840
73.68,0.35910
73.69,0.35855
73.70,0.35882
73.71,0.35927
73.72,0.35958
73.73,0.35886
73.74,0.35857
73.75,0.35990
73.76,0.35959
73.77,0.36055
73.78,0.35907
73.79,0.35723
73.80,0.35690
73.81,0.35754
73.82,0.35837
73.83,0.35916
73.84,0.35861
73.85,0.35869
73.86,0.35802
73.87,0.35925
73.88,0.36130
73.89,0.36006
73.90,0.35919
73.91,0.35939
73.92,0.35877
73.93,0.35981
73.94,0.35804
73.95,0.35775
73.96,0.35862
73.97,0.35832
73.98,0.35844
73.99,0.36040
74.00,0.36027
