l2_pos_deg,voltage_V
14.0000,0.5481
15.0000,0.525
16.0000,0.514
17.0000,0.4973
18.0000,0.477
19.0000,0.4663
20.0000,0.4442
21.0000,0.4276
22.0000,0.4152
23.0000,0.3892
24.0000,0.3761
25.0000,0.3582
26.0000,0.3354
27.0000,0.3258
28.0000,0.3023
29.0000,0.287
30.0000,0.2746
31.0000,0.2494
32.0000,0.2379
33.0000,0.2227
34.0000,0.2019
35.0000,0.1924
36.0000,0.1727
37.0000,0.159
38.0000,0.1486
39.0000,0.1284
40.0000,0.118
41.0000,0.1055
42.0000,0.09
43.0000,0.0831
44.0000,0.0687
45.0000,0.0579
46.0000,0.0515
47.0000,0.0378
48.0000,0.0318
49.0000,0.0248
50.0000,0.0146
51.0000,0.0108
52.0000,0.0034
53.0000,0.0008
54.0000,0.0
55.0000,0.0
56.0000,0.0
57.0000,0.0
58.0000,0.0
59.0000,0.0
60.0000,0.0
