current_mA,ch1_V,ch3_V
72.01,0.19623,-0.00132
72.02,0.19649,-0.00132
72.03,0.19616,-0.00133
72.04,0.19640,-0.00132
72.05,0.19564,-0.00133
72.06,0.19575,-0.00133
72.07,0.19601,-0.00133
72.08,0.19665,-0.00132
72.09,0.19663,-0.00133
72.10,0.19643,-0.00131
72.11,0.19724,-0.00131
72.12,0.19729,-0.00130
72.13,0.19685,-0.00130
72.14,0.19698,-0.00130
72.15,0.19675,-0.00129
72.16,0.19597,-0.00129
72.17,0.19579,-0.00129
72.18,0.19499,-0.00130
72.19,0.19503,-0.00129
72.20,0.19516,-0.00131
72.21,0.19526,-0.00129
72.22,0.19578,-0.00129
72.23,0.19595,-0.00127
72.24,0.19582,-0.00129
72.25,0.19638,-0.00129
72.26,0.19619,-0.00127
72.27,0.19572,-0.00127
72.28,0.19580,-0.00129
72.29,0.19518,-0.00126
72.30,0.19483,-0.00124
72.31,0.19503,-0.00125
72.32,0.19501,-0.00122
72.33,0.19490,-0.00121
72.34,0.19493,-0.00122
72.35,0.19593,-0.00121
72.36,0.19587,-0.00122
72.37,0.19664,-0.00118
72.38,0.19613,-0.00121
72.39,0.19598,-0.00122
72.40,0.19597,-0.00122
72.41,0.19627,-0.00110
72.42,0.19616,-0.00110
72.43,0.19609,-0.00094
72.44,0.19604,-0.00092
72.45,0.19505,-0.00132
72.46,0.19365,-0.00128
72.47,0.19214,-0.00094
72.48,0.19445,-0.00108
72.49,0.19514,-0.00106
72.50,0.19473,-0.00100
72.51,0.19414,0.00038
72.52,0.19296,-0.00553
72.53,0.19277,-0.00244
72.54,0.19346,-0.00244
72.55,0.19512,-0.00106
72.56,0.19522,-0.00002
72.57,0.19319,0.00066
72.58,0.19407,0.00053
72.59,0.19557,-0.00005
72.60,0.19663,0.00251
72.61,0.19479,0.00848
72.62,0.18866,0.02517
72.63,0.18083,0.02401
72.64,0.18007,-0.04063
72.65,0.16666,-0.01710
72.66,0.17621,-0.01004
72.67,0.18135,-0.00528
72.68,0.18595,-0.00469
72.69,0.18851,-0.00366
72.70,0.19070,-0.00317
72.71,0.19317,-0.00250
72.72,0.19366,-0.00233
72.73,0.19400,-0.00221
72.74,0.19528,-0.00202
72.75,0.19564,-0.00201
72.76,0.19626,-0.00193
72.77,0.19687,-0.00189
72.78,0.19655,-0.00182
72.79,0.19655,-0.00180
72.80,0.19743,-0.00178
72.81,0.19758,-0.00176
72.82,0.19698,-0.00174
72.83,0.19667,-0.00170
72.84,0.19719,-0.00169
72.85,0.19741,-0.00166
72.86,0.19835,-0.00165
72.87,0.19764,-0.00164
72.88,0.19770,-0.00163
72.89,0.19871,-0.00163
72.90,0.19852,-0.00161
72.91,0.19852,-0.00161
72.92,0.19835,-0.00159
72.93,0.19824,-0.00160
72.94,0.19760,-0.00157
72.95,0.19743,-0.00158
72.96,0.19857,-0.00157
72.97,0.19781,-0.00157
72.98,0.19879,-0.00157
72.99,0.19815,-0.00156
73.00,0.19908,-0.00156
73.01,0.19916,-0.00156
73.02,0.19840,-0.00156
73.03,0.19867,-0.00155
73.04,0.19779,-0.00153
73.05,0.19867,-0.00154
73.06,0.19849,-0.00153
73.07,0.19888,-0.00154
73.08,0.19924,-0.00154
73.09,0.19907,-0.00155
73.10,0.19953,-0.00153
73.11,0.19846,-0.00152
73.12,0.19935,-0.00153
73.13,0.19950,-0.00154
73.14,0.19947,-0.00152
73.15,0.19938,-0.00154
73.16,0.19844,-0.00153
73.17,0.19932,-0.00153
73.18,0.19864,-0.00153
73.19,0.19955,-0.00153
73.20,0.19865,-0.00151
73.21,0.19933,-0.00151
73.22,0.19893,-0.00150
73.23,0.19969,-0.00150
73.24,0.19885,-0.00150
73.25,0.19999,-0.00150
73.26,0.19967,-0.00149
73.27,0.19940,-0.00151
73.28,0.19927,-0.00149
73.29,0.19978,-0.00150
73.30,0.19979,-0.00149
73.31,0.19910,-0.00149
73.32,0.20025,-0.00151
73.33,0.19989,-0.00149
73.34,0.20009,-0.00149
73.35,0.19961,-0.00149
73.36,0.20039,-0.00149
73.37,0.19926,-0.00149
73.38,0.20018,-0.00148
73.39,0.20037,-0.00147
73.40,0.19969,-0.00148
73.41,0.19957,-0.00147
73.42,0.19952,-0.00148
73.43,0.19991,-0.00147
73.44,0.19977,-0.00148
73.45,0.20078,-0.00147
73.46,0.20039,-0.00147
73.47,0.20054,-0.00147
73.48,0.19957,-0.00148
73.49,0.20030,-0.00148
73.50,0.19977,-0.00150
73.51,0.20081,-0.00149
73.52,0.19995,-0.00147
73.53,0.19975,-0.00147
73.54,0.19950,-0.00147
73.55,0.19996,-0.00149
73.56,0.19996,-0.00147
73.57,0.20096,-0.00148
73.58,0.20043,-0.00148
73.59,0.20060,-0.00148
73.60,0.20077,-0.00148
73.61,0.20046,-0.00147
73.62,0.20009,-0.00149
73.63,0.20066,-0.00147
73.64,0.19999,-0.00146
73.65,0.20140,-0.00146
73.66,0.20032,-0.00148
73.67,0.20113,-0.00147
73.68,0.20138,-0.00148
73.69,0.20135,-0.00148
73.70,0.20069,-0.00147
73.71,0.19999,-0.00146
73.72,0.20105,-0.00145
73.73,0.20126,-0.00145
73.74,0.20167,-0.00143
73.75,0.20089,-0.00145
73.76,0.20083,-0.00145
73.77,0.20149,-0.00143
73.78,0.20162,-0.00144
73.79,0.20187,-0.00143
73.80,0.20060,-0.00143
73.81,0.20134,-0.00144
73.82,0.20133,-0.00145
73.83,0.20043,-0.00143
73.84,0.20160,-0.00144
73.85,0.20148,-0.00143
73.86,0.20242,-0.00142
73.87,0.20170,-0.00143
73.88,0.20198,-0.00143
73.89,0.20205,-0.00143
73.90,0.20163,-0.00142
73.91,0.20124,-0.00144
73.92,0.20108,-0.00142
73.93,0.20161,-0.00143
73.94,0.20196,-0.00141
73.95,0.20182,-0.00141
73.96,0.20142,-0.00141
73.97,0.20163,-0.00143
73.98,0.20199,-0.00144
73.99,0.20216,-0.00143
74.00,0.20150,-0.00144
