current_mA,ch1_V,ch3_V
72.01,0.14302,-0.00132
72.02,0.14294,-0.00134
72.03,0.14234,-0.00134
72.04,0.14275,-0.00135
72.05,0.14275,-0.00133
72.06,0.14294,-0.00136
72.07,0.14322,-0.00133
72.08,0.14300,-0.00134
72.09,0.14316,-0.00134
72.10,0.14313,-0.00133
72.11,0.14269,-0.00133
72.12,0.14303,-0.00133
72.13,0.14361,-0.00134
72.14,0.14369,-0.00135
72.15,0.14301,-0.00133
72.16,0.14348,-0.00133
72.17,0.14262,-0.00134
72.18,0.14279,-0.00133
72.19,0.14204,-0.00134
72.20,0.14156,-0.00133
72.21,0.14200,-0.00133
72.22,0.14241,-0.00134
72.23,0.14224,-0.00133
72.24,0.14248,-0.00132
72.25,0.14277,-0.00132
72.26,0.14254,-0.00132
72.27,0.14302,-0.00132
72.28,0.14238,-0.00133
72.29,0.14185,-0.00133
72.30,0.14222,-0.00133
72.31,0.14183,-0.00133
72.32,0.14150,-0.00132
72.33,0.14202,-0.00129
72.34,0.14205,-0.00130
72.35,0.14240,-0.00129
72.36,0.14253,-0.00130
72.37,0.14270,-0.00130
72.38,0.14286,-0.00130
72.39,0.14275,-0.00130
72.40,0.14246,-0.00134
72.41,0.14227,-0.00139
72.42,0.14254,-0.00121
72.43,0.14272,-0.00114
72.44,0.14264,-0.00102
72.45,0.14230,-0.00145
72.46,0.14106,-0.00153
72.47,0.14027,-0.00120
72.48,0.14038,-0.00100
72.49,0.14129,-0.00105
72.50,0.14163,-0.00115
72.51,0.14182,-0.00098
72.52,0.14118,0.00062
72.53,0.14038,-0.00202
72.54,0.14178,-0.00127
72.55,0.14230,-0.00133
72.56,0.14231,-0.00021
72.57,0.14021,0.00134
72.58,0.14081,0.00269
72.59,0.14189,-0.00030
72.60,0.14238,0.00057
72.61,0.14157,0.00323
72.62,0.13836,0.01270
72.63,0.13327,0.03020
72.64,0.13125,-0.03985
72.65,0.12146,-0.02419
72.66,0.11998,-0.01059
72.67,0.12670,-0.00734
72.68,0.13250,-0.00444
72.69,0.13610,-0.00330
72.70,0.13744,-0.00294
72.71,0.13999,-0.00244
72.72,0.14117,-0.00205
72.73,0.14155,-0.00196
72.74,0.14198,-0.00193
72.75,0.14191,-0.00183
72.76,0.14270,-0.00177
72.77,0.14315,-0.00175
72.78,0.14345,-0.00172
72.79,0.14305,-0.00170
72.80,0.14376,-0.00168
72.81,0.14377,-0.00166
72.82,0.14321,-0.00165
72.83,0.14327,-0.00164
72.84,0.14291,-0.00162
72.85,0.14292,-0.00161
72.86,0.14378,-0.00160
72.87,0.14344,-0.00160
72.88,0.14430,-0.00157
72.89,0.14345,-0.00157
72.90,0.14373,-0.00157
72.91,0.14406,-0.00157
72.92,0.14397,-0.00155
