current_mA,ch1_V,ch3_V
72.01,0.19810,-0.00134
72.02,0.19779,-0.00134
72.03,0.19828,-0.00135
72.04,0.19814,-0.00134
72.05,0.19795,-0.00132
72.06,0.19864,-0.00133
72.07,0.19880,-0.00132
72.08,0.19839,-0.00132
72.09,0.19863,-0.00132
72.10,0.19869,-0.00130
72.11,0.19854,-0.00130
72.12,0.19899,-0.00129
72.13,0.19964,-0.00126
72.14,0.19955,-0.00127
72.15,0.19888,-0.00128
72.16,0.19879,-0.00127
72.17,0.19804,-0.00128
72.18,0.19757,-0.00129
72.19,0.19721,-0.00128
72.20,0.19745,-0.00128
72.21,0.19760,-0.00128
72.22,0.19774,-0.00129
72.23,0.19814,-0.00128
72.24,0.19841,-0.00129
72.25,0.19868,-0.00127
72.26,0.19811,-0.00126
72.27,0.19777,-0.00127
72.28,0.19765,-0.00129
72.29,0.19768,-0.00128
72.30,0.19721,-0.00128
72.31,0.19709,-0.00126
72.32,0.19691,-0.00128
72.33,0.19697,-0.00124
72.34,0.19624,-0.00123
72.35,0.19805,-0.00124
72.36,0.19824,-0.00126
72.37,0.19824,-0.00125
72.38,0.19796,-0.00121
72.39,0.19856,-0.00121
72.40,0.19755,-0.00132
72.41,0.19810,-0.00112
72.42,0.19815,-0.00103
72.43,0.19812,-0.00090
72.44,0.19835,-0.00125
72.45,0.19718,-0.00134
72.46,0.19545,-0.00131
72.47,0.19563,-0.00107
72.48,0.19560,-0.00064
72.49,0.19638,-0.00086
72.50,0.19581,-0.00084
72.51,0.19635,-0.00084
72.52,0.19643,-0.00057
72.53,0.19575,-0.00083
72.54,0.19602,-0.00048
72.55,0.19763,-0.00122
72.56,0.19578,-0.00054
72.57,0.19574,-0.00577
72.58,0.19541,-0.00178
72.59,0.19753,0.00027
72.60,0.19589,0.00022
72.61,0.19564,0.00060
72.62,0.19698,0.01788
72.63,0.18342,0.00423
72.64,0.18427,-0.03658
72.65,0.16815,-0.02761
72.66,0.17091,-0.02068
72.67,0.17680,-0.00795
72.68,0.18549,-0.00532
72.69,0.18752,-0.00443
72.70,0.18630,-0.00540
72.71,0.19421,-0.00260
72.72,0.19436,-0.00328
72.73,0.19499,-0.00247
72.74,0.19489,-0.00225
72.75,0.19700,-0.00218
72.76,0.19939,-0.00192
72.77,0.19930,-0.00190
72.78,0.19843,-0.00189
72.79,0.19889,-0.00183
72.80,0.19883,-0.00182
72.81,0.19862,-0.00178
72.82,0.19869,-0.00179
72.83,0.19965,-0.00171
72.84,0.20048,-0.00171
72.85,0.19996,-0.00170
72.86,0.19970,-0.00166
72.87,0.19999,-0.00166
72.88,0.19990,-0.00165
72.89,0.20014,-0.00163
72.90,0.19963,-0.00161
72.91,0.20035,-0.00161
72.92,0.19989,-0.00160
72.93,0.19968,-0.00160
72.94,0.20005,-0.00159
72.95,0.20056,-0.00159
72.96,0.20046,-0.00159
72.97,0.20035,-0.00159
72.98,0.20056,-0.00157
72.99,0.20045,-0.00158
73.00,0.20017,-0.00157
73.01,0.20042,-0.00156
73.02,0.19959,-0.00155
73.03,0.20018,-0.00155
73.04,0.20124,-0.00154
73.05,0.20113,-0.00152
73.06,0.20053,-0.00152
73.07,0.20125,-0.00152
73.08,0.19989,-0.00151
73.09,0.20145,-0.00152
73.10,0.20040,-0.00154
73.11,0.20125,-0.00152
73.12,0.20157,-0.00153
73.13,0.20215,-0.00152
73.14,0.20100,-0.00152
73.15,0.20096,-0.00152
73.16,0.20170,-0.00152
73.17,0.20082,-0.00153
73.18,0.20142,-0.00153
73.19,0.20113,-0.00152
73.20,0.20126,-0.00154
73.21,0.20108,-0.00152
73.22,0.20131,-0.00152
73.23,0.20179,-0.00152
73.24,0.20142,-0.00153
73.25,0.20185,-0.00154
73.26,0.20133,-0.00152
73.27,0.20110,-0.00151
73.28,0.20104,-0.00153
73.29,0.20085,-0.00152
73.30,0.20165,-0.00153
73.31,0.20163,-0.00153
73.32,0.20110,-0.00152
73.33,0.20181,-0.00152
73.34,0.20223,-0.00152
73.35,0.20205,-0.00151
73.36,0.20153,-0.00153
73.37,0.20200,-0.00152
73.38,0.20102,-0.00151
73.39,0.20227,-0.00151
73.40,0.20239,-0.00151
73.41,0.20240,-0.00149
73.42,0.20251,-0.00150
73.43,0.20202,-0.00151
73.44,0.20194,-0.00150
73.45,0.20223,-0.00148
73.46,0.20236,-0.00150
73.47,0.20200,-0.00149
73.48,0.20176,-0.00147
73.49,0.20208,-0.00148
73.50,0.20189,-0.00149
73.51,0.20253,-0.00149
73.52,0.20216,-0.00148
73.53,0.20280,-0.00148
73.54,0.20188,-0.00148
73.55,0.20199,-0.00148
73.56,0.20252,-0.00149
73.57,0.20216,-0.00148
73.58,0.20273,-0.00148
73.59,0.20312,-0.00147
73.60,0.20343,-0.00149
73.61,0.20270,-0.00148
73.62,0.20246,-0.00148
73.63,0.20236,-0.00147
73.64,0.20214,-0.00147
73.65,0.20295,-0.00147
73.66,0.20327,-0.00146
73.67,0.20277,-0.00147
73.68,0.20324,-0.00146
73.69,0.20310,-0.00146
73.70,0.20257,-0.00147
73.71,0.20281,-0.00145
73.72,0.20332,-0.00146
73.73,0.20330,-0.00145
73.74,0.20228,-0.00144
73.75,0.20286,-0.00146
73.76,0.20371,-0.00144
73.77,0.20266,-0.00145
73.78,0.20313,-0.00147
73.79,0.20329,-0.00146
73.80,0.20365,-0.00146
73.81,0.20328,-0.00146
73.82,0.20348,-0.00147
73.83,0.20345,-0.00146
73.84,0.20356,-0.00148
73.85,0.20318,-0.00147
73.86,0.20382,-0.00147
73.87,0.20399,-0.00148
73.88,0.20356,-0.00148
73.89,0.20369,-0.00146
73.90,0.20384,-0.00145
73.91,0.20352,-0.00145
73.92,0.20359,-0.00147
73.93,0.20457,-0.00146
73.94,0.20303,-0.00147
73.95,0.20334,-0.00146
73.96,0.20308,-0.00145
73.97,0.20395,-0.00146
73.98,0.20397,-0.00145
73.99,0.20347,-0.00147
74.00,0.20374,-0.00146
