current_mA,ch1_V,ch3_V
72.01,0.20917,-0.00133
72.02,0.20890,-0.00132
72.03,0.20874,-0.00133
72.04,0.20967,-0.00131
72.05,0.20912,-0.00133
72.06,0.20956,-0.00132
72.07,0.20863,-0.00132
72.08,0.20882,-0.00132
72.09,0.20930,-0.00132
72.10,0.21034,-0.00131
72.11,0.20961,-0.00132
72.12,0.21049,-0.00132
72.13,0.21024,-0.00130
72.14,0.20891,-0.00131
72.15,0.21038,-0.00129
72.16,0.20975,-0.00130
72.17,0.20913,-0.00130
72.18,0.20821,-0.00133
72.19,0.20746,-0.00131
72.20,0.20757,-0.00129
72.21,0.20822,-0.00130
72.22,0.20920,-0.00132
72.23,0.20901,-0.00129
72.24,0.20988,-0.00129
72.25,0.20863,-0.00130
72.26,0.20969,-0.00127
72.27,0.20948,-0.00128
72.28,0.20856,-0.00127
72.29,0.20820,-0.00127
72.30,0.20819,-0.00126
72.31,0.20835,-0.00125
72.32,0.20775,-0.00125
72.33,0.20828,-0.00122
72.34,0.20831,-0.00120
72.35,0.20953,-0.00122
72.36,0.20878,-0.00124
72.37,0.20899,-0.00125
72.38,0.20961,-0.00120
72.39,0.20981,-0.00119
72.40,0.20963,-0.00123
72.41,0.20876,-0.00113
72.42,0.20971,-0.00109
72.43,0.20960,-0.00100
72.44,0.20958,-0.00089
72.45,0.20745,-0.00151
72.46,0.20665,-0.00100
72.47,0.20663,-0.00088
72.48,0.20717,-0.00060
72.49,0.20775,-0.00116
72.50,0.20752,-0.00108
72.51,0.20770,-0.00043
72.52,0.20549,0.00043
72.53,0.20618,-0.00679
72.54,0.20671,-0.00023
72.55,0.20892,-0.00137
72.56,0.20858,-0.00022
72.57,0.20812,0.00251
72.58,0.20694,0.00157
72.59,0.20866,-0.00014
72.60,0.20937,0.00175
72.61,0.20973,0.00487
72.62,0.20620,0.01768
72.63,0.19176,-0.04293
72.64,0.18055,-0.04222
72.65,0.18039,-0.02311
72.66,0.18282,-0.01276
72.67,0.19262,-0.00802
72.68,0.19399,-0.00648
72.69,0.19846,-0.00425
72.70,0.20450,-0.00280
72.71,0.20642,-0.00254
72.72,0.20610,-0.00234
72.73,0.20852,-0.00217
72.74,0.20829,-0.00207
72.75,0.20758,-0.00202
