current_mA,ch1_V,ch3_V
72.01,0.06664,-0.00137
72.02,0.06683,-0.00137
72.03,0.06679,-0.00137
72.04,0.06659,-0.00136
72.05,0.06683,-0.00137
72.06,0.06660,-0.00137
72.07,0.06670,-0.00137
72.08,0.06672,-0.00137
72.09,0.06701,-0.00136
72.10,0.06658,-0.00139
72.11,0.06677,-0.00137
72.12,0.06703,-0.00138
72.13,0.06694,-0.00138
72.14,0.06677,-0.00137
72.15,0.06661,-0.00138
72.16,0.06649,-0.00136
72.17,0.06628,-0.00137
72.18,0.06615,-0.00137
72.19,0.06610,-0.00138
72.20,0.06623,-0.00140
72.21,0.06602,-0.00138
72.22,0.06635,-0.00138
72.23,0.06655,-0.00139
72.24,0.06646,-0.00139
72.25,0.06602,-0.00139
72.26,0.06635,-0.00139
72.27,0.06597,-0.00137
72.28,0.06614,-0.00138
72.29,0.06590,-0.00136
72.30,0.06613,-0.00137
72.31,0.06585,-0.00135
72.32,0.06602,-0.00135
72.33,0.06610,-0.00131
72.34,0.06633,-0.00132
72.35,0.06608,-0.00133
72.36,0.06632,-0.00132
72.37,0.06638,-0.00133
72.38,0.06636,-0.00132
72.39,0.06585,-0.00138
72.40,0.06596,-0.00126
72.41,0.06608,-0.00131
72.42,0.06621,-0.00124
72.43,0.06609,-0.00122
72.44,0.06576,-0.00120
72.45,0.06567,-0.00138
72.46,0.06534,-0.00144
72.47,0.06510,-0.00121
72.48,0.06548,-0.00117
72.49,0.06564,-0.00115
72.50,0.06608,-0.00114
72.51,0.06588,-0.00111
72.52,0.06529,-0.00055
72.53,0.06452,-0.00203
72.54,0.06466,-0.00090
72.55,0.06557,-0.00107
72.56,0.06552,-0.00039
72.57,0.06445,-0.00094
72.58,0.06411,0.00162
72.59,0.06487,-0.00087
72.60,0.06523,-0.00056
72.61,0.06461,0.00075
72.62,0.06237,0.00377
72.63,0.05810,0.02362
72.64,0.05828,-0.02867
72.65,0.05341,-0.01463
72.66,0.05460,-0.00677
72.67,0.05917,-0.00370
72.68,0.06217,-0.00275
72.69,0.06403,-0.00217
72.70,0.06448,-0.00201
72.71,0.06519,-0.00180
72.72,0.06583,-0.00175
72.73,0.06606,-0.00169
72.74,0.06599,-0.00167
72.75,0.06630,-0.00162
72.76,0.06642,-0.00161
72.77,0.06678,-0.00158
72.78,0.06682,-0.00156
72.79,0.06656,-0.00155
72.80,0.06685,-0.00155
72.81,0.06722,-0.00153
72.82,0.06697,-0.00153
72.83,0.06684,-0.00151
72.84,0.06730,-0.00150
72.85,0.06712,-0.00149
72.86,0.06723,-0.00149
72.87,0.06723,-0.00148
72.88,0.06709,-0.00149
72.89,0.06748,-0.00148
72.90,0.06712,-0.00150
72.91,0.06713,-0.00148
72.92,0.06698,-0.00149
72.93,0.06719,-0.00147
72.94,0.06709,-0.00148
72.95,0.06748,-0.00149
72.96,0.06734,-0.00150
72.97,0.06755,-0.00148
72.98,0.06773,-0.00148
72.99,0.06751,-0.00148
73.00,0.06779,-0.00147
73.01,0.06726,-0.00149
73.02,0.06778,-0.00147
73.03,0.06724,-0.00146
73.04,0.06707,-0.00147
73.05,0.06735,-0.00147
73.06,0.06730,-0.00147
73.07,0.06756,-0.00147
73.08,0.06762,-0.00147
