current_mA,ch1_V,ch3_V
72.01,0.20721,-0.00133
72.02,0.20704,-0.00132
72.03,0.20744,-0.00131
72.04,0.20703,-0.00131
72.05,0.20662,-0.00132
72.06,0.20794,-0.00132
72.07,0.20722,-0.00131
72.08,0.20759,-0.00131
72.09,0.20788,-0.00131
72.10,0.20733,-0.00132
72.11,0.20837,-0.00133
72.12,0.20804,-0.00131
72.13,0.20845,-0.00130
72.14,0.20842,-0.00131
72.15,0.20780,-0.00130
72.16,0.20712,-0.00129
72.17,0.20764,-0.00131
72.18,0.20608,-0.00131
72.19,0.20604,-0.00129
72.20,0.20610,-0.00128
72.21,0.20705,-0.00131
72.22,0.20682,-0.00128
72.23,0.20707,-0.00131
72.24,0.20746,-0.00132
72.25,0.20753,-0.00131
72.26,0.20722,-0.00130
72.27,0.20727,-0.00128
72.28,0.20645,-0.00129
72.29,0.20601,-0.00128
72.30,0.20665,-0.00128
72.31,0.20651,-0.00126
72.32,0.20597,-0.00123
72.33,0.20669,-0.00125
72.34,0.20665,-0.00125
72.35,0.20716,-0.00125
72.36,0.20724,-0.00127
72.37,0.20773,-0.00126
72.38,0.20812,-0.00121
72.39,0.20755,-0.00123
72.40,0.20632,-0.00128
72.41,0.20730,-0.00109
72.42,0.20695,-0.00109
72.43,0.20734,-0.00095
72.44,0.20685,-0.00087
72.45,0.20665,-0.00135
72.46,0.20442,-0.00126
72.47,0.20426,-0.00094
72.48,0.20460,-0.00076
72.49,0.20578,-0.00118
72.50,0.20525,-0.00059
72.51,0.20441,0.00096
72.52,0.20499,-0.00388
72.53,0.20494,-0.00364
72.54,0.20647,-0.00235
72.55,0.20684,-0.00156
72.56,0.20723,-0.00036
72.57,0.20592,0.00207
72.58,0.20531,-0.00176
72.59,0.20603,-0.00112
72.60,0.20795,0.00201
72.61,0.20633,0.00604
72.62,0.20341,0.01629
72.63,0.19128,0.01967
72.64,0.19193,-0.03983
72.65,0.17690,-0.02622
72.66,0.18495,-0.01054
72.67,0.19330,-0.00568
72.68,0.19506,-0.00500
72.69,0.19872,-0.00412
72.70,0.20120,-0.00314
72.71,0.20303,-0.00271
72.72,0.20493,-0.00244
72.73,0.20507,-0.00230
72.74,0.20655,-0.00215
72.75,0.20723,-0.00205
72.76,0.20665,-0.00200
72.77,0.20679,-0.00191
72.78,0.20644,-0.00184
72.79,0.20784,-0.00179
72.80,0.20858,-0.00177
72.81,0.20890,-0.00175
72.82,0.20882,-0.00173
72.83,0.20798,-0.00168
72.84,0.20896,-0.00168
72.85,0.20826,-0.00166
72.86,0.20941,-0.00167
72.87,0.20907,-0.00166
72.88,0.20799,-0.00165
72.89,0.20975,-0.00166
72.90,0.21031,-0.00165
72.91,0.20908,-0.00164
72.92,0.20992,-0.00164
72.93,0.21009,-0.00163
72.94,0.20960,-0.00162
72.95,0.20996,-0.00160
72.96,0.20991,-0.00159
72.97,0.21046,-0.00159
72.98,0.20991,-0.00159
72.99,0.20888,-0.00157
73.00,0.20999,-0.00157
73.01,0.20947,-0.00158
73.02,0.20982,-0.00157
73.03,0.21024,-0.00157
73.04,0.20998,-0.00157
73.05,0.21045,-0.00156
73.06,0.21081,-0.00157
73.07,0.21031,-0.00158
73.08,0.21036,-0.00155
73.09,0.21009,-0.00156
73.10,0.21006,-0.00154
73.11,0.21081,-0.00153
73.12,0.21109,-0.00154
73.13,0.21070,-0.00153
73.14,0.21068,-0.00152
73.15,0.21031,-0.00152
73.16,0.21053,-0.00152
73.17,0.21032,-0.00151
73.18,0.20994,-0.00150
73.19,0.21052,-0.00152
73.20,0.21072,-0.00151
73.21,0.21119,-0.00152
73.22,0.21154,-0.00151
73.23,0.21102,-0.00151
73.24,0.21030,-0.00152
73.25,0.21066,-0.00152
73.26,0.21136,-0.00152
73.27,0.21170,-0.00151
73.28,0.21165,-0.00149
73.29,0.21097,-0.00151
73.30,0.21144,-0.00150
73.31,0.21063,-0.00149
73.32,0.21088,-0.00149
73.33,0.21152,-0.00149
73.34,0.21048,-0.00149
73.35,0.21203,-0.00149
73.36,0.21123,-0.00148
73.37,0.21151,-0.00149
73.38,0.21077,-0.00149
73.39,0.21083,-0.00146
73.40,0.21190,-0.00147
73.41,0.21150,-0.00147
73.42,0.21181,-0.00148
73.43,0.21181,-0.00148
73.44,0.21154,-0.00148
73.45,0.21138,-0.00149
73.46,0.21115,-0.00148
73.47,0.21156,-0.00150
73.48,0.21086,-0.00147
73.49,0.21134,-0.00148
73.50,0.21148,-0.00147
