current_mA,ch1_V,ch3_V
72.01,0.20899,-0.00115
72.02,0.20901,-0.00115
72.03,0.20906,-0.00115
72.04,0.20929,-0.00114
72.05,0.20893,-0.00112
72.06,0.20877,-0.00113
72.07,0.20898,-0.00113
72.08,0.20951,-0.00113
72.09,0.20852,-0.00113
72.10,0.20962,-0.00111
72.11,0.21008,-0.00110
72.12,0.21017,-0.00110
72.13,0.21104,-0.00109
72.14,0.21116,-0.00109
72.15,0.20963,-0.00109
72.16,0.20897,-0.00109
72.17,0.20776,-0.00108
72.18,0.20612,-0.00106
72.19,0.20610,-0.00107
72.20,0.20584,-0.00107
72.21,0.20591,-0.00108
72.22,0.20678,-0.00106
72.23,0.20806,-0.00106
72.24,0.20790,-0.00106
72.25,0.20780,-0.00106
72.26,0.20703,-0.00104
72.27,0.20625,-0.00104
72.28,0.20614,-0.00106
72.29,0.20602,-0.00102
72.30,0.20602,-0.00100
72.31,0.20485,-0.00097
72.32,0.20498,-0.00096
72.33,0.20475,-0.00091
72.34,0.20563,-0.00091
72.35,0.20677,-0.00091
72.36,0.20774,-0.00092
72.37,0.20724,-0.00078
72.38,0.20722,-0.00071
72.39,0.20689,-0.00085
72.40,0.20593,-0.00094
72.41,0.20567,-0.00063
72.42,0.20603,-0.00033
72.43,0.20635,-0.00007
72.44,0.20640,-0.00026
72.45,0.20320,-0.00095
72.46,0.20017,-0.00111
72.47,0.19916,-0.00013
72.48,0.19960,0.00024
72.49,0.20050,-0.00001
72.50,0.19981,-0.00014
72.51,0.19660,-0.00059
72.52,0.19980,-0.00269
72.53,0.20049,-0.00231
72.54,0.19734,0.00130
72.55,0.19801,0.00047
72.56,0.19690,0.00405
72.57,0.19573,0.00401
72.58,0.18787,0.00474
72.59,0.18437,0.00772
72.60,0.18609,0.01259
72.61,0.18500,0.03265
72.62,0.17411,0.04100
72.63,0.17248,-0.00032
72.64,0.18568,-0.05016
72.65,0.16874,-0.04835
72.66,0.15702,-0.03620
72.67,0.16270,-0.02534
72.68,0.17727,-0.01200
72.69,0.18632,-0.00959
72.70,0.18913,-0.00670
72.71,0.19567,-0.00545
72.72,0.19699,-0.00442
72.73,0.20110,-0.00362
72.74,0.20301,-0.00353
72.75,0.20442,-0.00308
72.76,0.20439,-0.00277
72.77,0.20588,-0.00254
72.78,0.20597,-0.00237
72.79,0.20697,-0.00227
72.80,0.20840,-0.00218
72.81,0.20831,-0.00211
72.82,0.20944,-0.00204
72.83,0.20940,-0.00198
72.84,0.20922,-0.00195
72.85,0.20979,-0.00191
72.86,0.20955,-0.00188
72.87,0.21047,-0.00184
72.88,0.20965,-0.00182
72.89,0.21021,-0.00182
72.90,0.21102,-0.00183
72.91,0.21035,-0.00180
72.92,0.21152,-0.00181
72.93,0.21146,-0.00180
72.94,0.21069,-0.00175
72.95,0.21150,-0.00173
72.96,0.21124,-0.00173
72.97,0.21169,-0.00171
72.98,0.21103,-0.00172
72.99,0.21107,-0.00172
73.00,0.21155,-0.00168
73.01,0.21201,-0.00168
73.02,0.21176,-0.00167
73.03,0.21156,-0.00167
73.04,0.21153,-0.00166
73.05,0.21146,-0.00165
73.06,0.21180,-0.00164
73.07,0.21127,-0.00163
73.08,0.21170,-0.00162
73.09,0.21200,-0.00161
73.10,0.21181,-0.00161
73.11,0.21189,-0.00161
73.12,0.21182,-0.00160
73.13,0.21183,-0.00160
73.14,0.21250,-0.00159
73.15,0.21214,-0.00160
73.16,0.21237,-0.00159
73.17,0.21097,-0.00159
73.18,0.21257,-0.00158
73.19,0.21261,-0.00156
73.20,0.21238,-0.00155
73.21,0.21194,-0.00157
73.22,0.21317,-0.00157
73.23,0.21311,-0.00157
73.24,0.21221,-0.00155
73.25,0.21314,-0.00154
73.26,0.21232,-0.00155
73.27,0.21304,-0.00155
73.28,0.21297,-0.00155
73.29,0.21308,-0.00155
73.30,0.21288,-0.00153
73.31,0.21242,-0.00154
73.32,0.21283,-0.00152
73.33,0.21231,-0.00152
73.34,0.21321,-0.00152
73.35,0.21337,-0.00151
73.36,0.21268,-0.00150
73.37,0.21337,-0.00151
73.38,0.21331,-0.00151
73.39,0.21367,-0.00150
73.40,0.21253,-0.00152
73.41,0.21247,-0.00152
73.42,0.21316,-0.00152
73.43,0.21324,-0.00150
73.44,0.21325,-0.00151
73.45,0.21338,-0.00151
73.46,0.21345,-0.00150
73.47,0.21353,-0.00150
73.48,0.21301,-0.00149
73.49,0.21267,-0.00148
73.50,0.21351,-0.00148
73.51,0.21287,-0.00147
73.52,0.21358,-0.00148
73.53,0.21407,-0.00149
73.54,0.21382,-0.00148
73.55,0.21329,-0.00147
73.56,0.21380,-0.00147
73.57,0.21406,-0.00147
73.58,0.21428,-0.00148
73.59,0.21373,-0.00146
73.60,0.21354,-0.00147
73.61,0.21418,-0.00146
73.62,0.21419,-0.00148
73.63,0.21375,-0.00147
73.64,0.21392,-0.00149
73.65,0.21415,-0.00148
73.66,0.21387,-0.00150
73.67,0.21428,-0.00150
73.68,0.21350,-0.00149
73.69,0.21424,-0.00148
73.70,0.21415,-0.00148
73.71,0.21414,-0.00147
73.72,0.21455,-0.00148
73.73,0.21465,-0.00147
73.74,0.21477,-0.00147
73.75,0.21441,-0.00149
73.76,0.21455,-0.00146
73.77,0.21461,-0.00148
73.78,0.21496,-0.00147
73.79,0.21511,-0.00147
73.80,0.21491,-0.00148
73.81,0.21491,-0.00149
73.82,0.21467,-0.00148
73.83,0.21457,-0.00147
73.84,0.21433,-0.00145
73.85,0.21542,-0.00146
73.86,0.21492,-0.00147
73.87,0.21433,-0.00147
73.88,0.21463,-0.00145
73.89,0.21483,-0.00146
73.90,0.21432,-0.00147
73.91,0.21471,-0.00146
73.92,0.21450,-0.00145
73.93,0.21472,-0.00147
73.94,0.21503,-0.00147
73.95,0.21523,-0.00147
73.96,0.21498,-0.00146
73.97,0.21466,-0.00146
73.98,0.21527,-0.00148
73.99,0.21538,-0.00146
74.00,0.21561,-0.00146
