current_mA,voltage_V
72.01,0.11347
72.02,0.11328
72.03,0.11344
72.04,0.11356
72.05,0.11355
72.06,0.11331
72.07,0.11316
72.08,0.11334
72.09,0.11411
72.10,0.11440
72.11,0.11395
72.12,0.11371
72.13,0.11362
72.14,0.11363
72.15,0.11380
72.16,0.11404
72.17,0.11368
72.18,0.11382
72.19,0.11384
72.20,0.11384
72.21,0.11392
72.22,0.11369
72.23,0.11392
72.24,0.11392
72.25,0.11382
72.26,0.11417
72.27,0.11425
72.28,0.11408
72.29,0.11421
72.30,0.11396
72.31,0.11391
72.32,0.11373
72.33,0.11376
72.34,0.11367
72.35,0.11409
72.36,0.11435
72.37,0.11404
72.38,0.11385
72.39,0.11387
72.40,0.11352
72.41,0.11362
72.42,0.11339
72.43,0.11332
72.44,0.11319
72.45,0.11364
72.46,0.11384
72.47,0.11363
72.48,0.11366
72.49,0.11369
72.50,0.11379
72.51,0.11344
72.52,0.11368
72.53,0.11356
72.54,0.11355
72.55,0.11401
72.56,0.11413
72.57,0.11432
72.58,0.11406
72.59,0.11434
72.60,0.11368
72.61,0.11352
72.62,0.11351
72.63,0.11337
72.64,0.11415
72.65,0.11356
72.66,0.11388
72.67,0.11444
72.68,0.11368
72.69,0.11312
72.70,0.11298
72.71,0.11344
72.72,0.11336
72.73,0.11338
72.74,0.11305
72.75,0.11227
72.76,0.11319
72.77,0.11400
72.78,0.11370
72.79,0.11263
72.80,0.11225
72.81,0.11227
72.82,0.11211
72.83,0.11309
72.84,0.11375
72.85,0.11323
72.86,0.10616
72.87,0.10987
72.88,0.10746
72.89,0.10917
72.90,0.11188
72.91,0.11320
72.92,0.11394
72.93,0.11473
72.94,0.11496
72.95,0.11520
72.96,0.11607
72.97,0.11582
72.98,0.11568
72.99,0.11573
73.00,0.11569
73.01,0.11624
73.02,0.11595
73.03,0.11569
73.04,0.11562
73.05,0.11593
73.06,0.11594
73.07,0.11597
73.08,0.11608
73.09,0.11632
73.10,0.11645
73.11,0.11634
73.12,0.11643
73.13,0.11699
73.14,0.11658
73.15,0.11608
73.16,0.11609
73.17,0.11593
73.18,0.11620
73.19,0.11608
73.20,0.11593
73.21,0.11595
73.22,0.11584
73.23,0.11593
73.24,0.11620
73.25,0.11600
73.26,0.11610
73.27,0.11627
73.28,0.11642
73.29,0.11631
73.30,0.11628
73.31,0.11658
73.32,0.11720
73.33,0.11712
73.34,0.11652
73.35,0.11673
73.36,0.11718
73.37,0.11655
73.38,0.11660
73.39,0.11699
73.40,0.11716
73.41,0.11687
73.42,0.11655
73.43,0.11647
73.44,0.11677
73.45,0.11655
73.46,0.11668
73.47,0.11663
73.48,0.11658
73.49,0.11710
73.50,0.11678
73.51,0.11673
73.52,0.11665
73.53,0.11663
73.54,0.11688
73.55,0.11719
73.56,0.11711
73.57,0.11676
73.58,0.11679
73.59,0.11666
73.60,0.11660
73.61,0.11706
73.62,0.11701
73.63,0.11676
73.64,0.11656
73.65,0.11715
73.66,0.11734
73.67,0.11747
73.68,0.11716
73.69,0.11707
73.70,0.11710
73.71,0.11780
73.72,0.11775
73.73,0.11748
73.74,0.11795
73.75,0.11769
73.76,0.11701
73.77,0.11722
73.78,0.11764
73.79,0.11758
73.80,0.11780
73.81,0.11756
73.82,0.11730
73.83,0.11765
73.84,0.11738
73.85,0.11746
73.86,0.11755
73.87,0.11721
73.88,0.11735
73.89,0.11755
73.90,0.11765
73.91,0.11689
73.92,0.11776
73.93,0.11747
73.94,0.11751
73.95,0.11755
73.96,0.11777
73.97,0.11744
73.98,0.11730
73.99,0.11805
74.00,0.11828
