current_mA,voltage_V
72.01,0.9073
72.02,0.9085
72.03,0.9087
72.04,0.9092
72.05,0.9075
72.06,0.9088
72.07,0.9096
72.08,0.9091
72.09,0.9069
72.10,0.9059
72.11,0.906
72.12,0.9069
72.13,0.9062
72.14,0.907
72.15,0.907
72.16,0.907
72.17,0.9062
72.18,0.907
72.19,0.908
72.20,0.9074
72.21,0.9081
72.22,0.9087
72.23,0.9086
72.24,0.9078
72.25,0.9113
72.26,0.9104
72.27,0.9106
72.28,0.9113
72.29,0.9129
72.30,0.9135
72.31,0.913
72.32,0.9133
72.33,0.9141
72.34,0.915
72.35,0.9158
72.36,0.9146
72.37,0.9138
72.38,0.9143
72.39,0.9123
72.40,0.9116
72.41,0.9146
72.42,0.9178
72.43,0.9192
72.44,0.9203
72.45,0.9226
72.46,0.921
72.47,0.9184
72.48,0.9163
72.49,0.9124
72.50,0.9088
72.51,0.9078
72.52,0.9067
72.53,0.9068
72.54,0.9088
72.55,0.9113
72.56,0.913
72.57,0.914
72.58,0.9108
72.59,0.9102
72.60,0.9089
72.61,0.9063
72.62,0.9062
72.63,0.9039
72.64,0.9019
72.65,0.9036
72.66,0.9061
72.67,0.9114
72.68,0.914
72.69,0.9151
72.70,0.918
72.71,0.9178
72.72,0.9168
72.73,0.9156
72.74,0.9122
72.75,0.9112
72.76,0.9056
72.77,0.9015
72.78,0.8959
72.79,0.8947
72.80,0.8963
72.81,0.8965
72.82,0.9
72.83,0.9078
72.84,0.913
72.85,0.9185
72.86,0.9247
72.87,0.9311
72.88,0.9319
72.89,0.9259
72.90,0.9289
72.91,0.9263
72.92,0.9301
72.93,0.9274
72.94,0.9127
72.95,0.8646
72.96,0.8596
72.97,0.8575
72.98,0.865
72.99,0.8759
73.00,0.8857
73.01,0.8889
73.02,0.8974
73.03,0.9038
73.04,0.9073
73.05,0.9105
73.06,0.9114
73.07,0.9141
73.08,0.916
73.09,0.9166
73.10,0.9163
73.11,0.9165
73.12,0.9173
73.13,0.9181
73.14,0.9197
73.15,0.9204
73.16,0.917
73.17,0.9159
73.18,0.9195
73.19,0.9183
73.20,0.9173
73.21,0.9183
73.22,0.9174
73.23,0.9175
73.24,0.9181
73.25,0.9191
73.26,0.9217
73.27,0.9229
73.28,0.9244
73.29,0.9233
73.30,0.9247
73.31,0.9268
73.32,0.9263
73.33,0.9256
73.34,0.9247
73.35,0.9254
73.36,0.924
73.37,0.9224
73.38,0.9211
73.39,0.9239
73.40,0.9262
73.41,0.9247
73.42,0.9219
73.43,0.9211
73.44,0.9212
73.45,0.9205
73.46,0.922
73.47,0.924
73.48,0.924
73.49,0.9226
73.50,0.9253
73.51,0.9227
73.52,0.9249
73.53,0.9252
73.54,0.925
73.55,0.9258
73.56,0.9242
73.57,0.9231
73.58,0.9232
73.59,0.9218
73.60,0.923
73.61,0.9231
73.62,0.9234
73.63,0.9247
73.64,0.9242
73.65,0.9255
73.66,0.926
73.67,0.9249
73.68,0.9255
73.69,0.9262
73.70,0.9267
73.71,0.9272
73.72,0.9263
73.73,0.9265
73.74,0.9268
73.75,0.9246
73.76,0.9234
73.77,0.9262
73.78,0.9276
73.79,0.9254
73.80,0.9259
73.81,0.9256
73.82,0.9278
73.83,0.9281
73.84,0.9271
73.85,0.929
73.86,0.93
73.87,0.9299
73.88,0.9296
73.89,0.9299
73.90,0.9289
73.91,0.9277
73.92,0.9283
73.93,0.928
73.94,0.9285
73.95,0.9303
73.96,0.9301
73.97,0.9311
73.98,0.931
73.99,0.9315
74.00,0.9293
