current_mA,ch1_V,ch3_V
72.01,0.19699,-0.00125
72.02,0.19686,-0.00124
72.03,0.19773,-0.00124
72.04,0.19739,-0.00123
72.05,0.19778,-0.00123
72.06,0.19744,-0.00124
72.07,0.19775,-0.00123
72.08,0.19832,-0.00123
72.09,0.19844,-0.00120
72.10,0.19749,-0.00122
72.11,0.19788,-0.00122
72.12,0.19890,-0.00122
72.13,0.19839,-0.00121
72.14,0.19902,-0.00120
72.15,0.19795,-0.00121
72.16,0.19782,-0.00120
72.17,0.19696,-0.00121
72.18,0.19635,-0.00120
72.19,0.19574,-0.00120
72.20,0.19604,-0.00120
72.21,0.19684,-0.00121
72.22,0.19685,-0.00122
72.23,0.19753,-0.00122
72.24,0.19791,-0.00120
72.25,0.19743,-0.00121
72.26,0.19686,-0.00119
72.27,0.19631,-0.00120
72.28,0.19580,-0.00120
72.29,0.19629,-0.00118
72.30,0.19585,-0.00118
72.31,0.19595,-0.00116
72.32,0.19560,-0.00111
72.33,0.19557,-0.00112
72.34,0.19628,-0.00112
72.35,0.19683,-0.00112
72.36,0.19717,-0.00111
72.37,0.19695,-0.00105
72.38,0.19720,-0.00104
72.39,0.19592,-0.00115
72.40,0.19624,-0.00127
72.41,0.19616,-0.00101
72.42,0.19653,-0.00085
72.43,0.19630,-0.00064
72.44,0.19626,-0.00104
72.45,0.19489,-0.00134
72.46,0.19242,-0.00097
72.47,0.19257,-0.00066
72.48,0.19327,-0.00042
72.49,0.19429,-0.00078
72.50,0.19420,-0.00063
72.51,0.19240,0.00140
72.52,0.19284,-0.00553
72.53,0.19350,0.00330
72.54,0.19263,-0.00199
72.55,0.19303,0.00102
72.56,0.19141,-0.00034
72.57,0.19152,-0.00535
72.58,0.18825,-0.00033
72.59,0.19201,0.00319
72.60,0.19089,0.00829
72.61,0.18760,0.01719
72.62,0.17554,0.03406
72.63,0.17670,-0.03454
72.64,0.16992,-0.05003
72.65,0.16008,-0.03571
72.66,0.16071,-0.01838
72.67,0.17097,-0.00995
72.68,0.17971,-0.00739
72.69,0.18224,-0.00559
72.70,0.18995,-0.00347
72.71,0.19125,-0.00293
72.72,0.19197,-0.00285
72.73,0.19345,-0.00243
72.74,0.19419,-0.00232
72.75,0.19557,-0.00215
72.76,0.19640,-0.00203
72.77,0.19618,-0.00199
72.78,0.19723,-0.00190
72.79,0.19810,-0.00187
72.80,0.19810,-0.00184
72.81,0.19756,-0.00179
72.82,0.19907,-0.00178
72.83,0.19851,-0.00175
72.84,0.19880,-0.00173
72.85,0.19907,-0.00172
72.86,0.19863,-0.00170
72.87,0.19986,-0.00168
72.88,0.19859,-0.00166
72.89,0.19946,-0.00166
72.90,0.20007,-0.00166
72.91,0.19960,-0.00163
72.92,0.19993,-0.00163
72.93,0.19898,-0.00164
72.94,0.19870,-0.00164
72.95,0.19964,-0.00161
72.96,0.19948,-0.00161
72.97,0.19968,-0.00160
72.98,0.19995,-0.00159
72.99,0.20046,-0.00158
