current_mA,ch1_V,ch3_V
72.01,0.17627,-0.00128
72.02,0.17626,-0.00127
72.03,0.17682,-0.00126
72.04,0.17691,-0.00127
72.05,0.17718,-0.00125
72.06,0.17634,-0.00124
72.07,0.17624,-0.00123
72.08,0.17654,-0.00126
72.09,0.17690,-0.00124
72.10,0.17722,-0.00125
72.11,0.17727,-0.00124
72.12,0.17704,-0.00123
72.13,0.17730,-0.00123
72.14,0.17737,-0.00122
72.15,0.17641,-0.00123
72.16,0.17574,-0.00123
72.17,0.17450,-0.00122
72.18,0.17489,-0.00121
72.19,0.17467,-0.00122
72.20,0.17425,-0.00121
72.21,0.17477,-0.00121
72.22,0.17586,-0.00121
72.23,0.17616,-0.00121
72.24,0.17608,-0.00119
72.25,0.17598,-0.00119
72.26,0.17613,-0.00117
72.27,0.17505,-0.00119
72.28,0.17473,-0.00119
72.29,0.17519,-0.00117
72.30,0.17503,-0.00116
72.31,0.17438,-0.00117
72.32,0.17481,-0.00110
72.33,0.17522,-0.00113
72.34,0.17531,-0.00113
72.35,0.17553,-0.00113
72.36,0.17604,-0.00113
72.37,0.17621,-0.00109
72.38,0.17595,-0.00106
72.39,0.17561,-0.00115
72.40,0.17549,-0.00123
72.41,0.17520,-0.00103
72.42,0.17606,-0.00090
72.43,0.17544,-0.00066
72.44,0.17518,-0.00111
72.45,0.17392,-0.00135
72.46,0.17220,-0.00101
72.47,0.17212,-0.00067
72.48,0.17338,-0.00083
72.49,0.17311,-0.00069
72.50,0.17305,-0.00041
72.51,0.17216,0.00148
72.52,0.17147,-0.00225
72.53,0.17266,0.00325
72.54,0.17176,-0.00153
72.55,0.17357,-0.00006
72.56,0.17229,0.00157
72.57,0.17069,-0.00243
72.58,0.16881,0.00150
72.59,0.17062,0.00206
72.60,0.17006,0.00545
72.61,0.16568,0.01556
72.62,0.15760,0.03494
72.63,0.15715,-0.03101
72.64,0.14169,-0.02644
72.65,0.14373,-0.01815
72.66,0.14912,-0.01291
72.67,0.15412,-0.00888
72.68,0.15855,-0.00717
72.69,0.16377,-0.00464
72.70,0.16755,-0.00397
72.71,0.16851,-0.00300
72.72,0.17163,-0.00268
72.73,0.17274,-0.00240
72.74,0.17347,-0.00226
72.75,0.17482,-0.00207
72.76,0.17516,-0.00201
72.77,0.17538,-0.00192
72.78,0.17557,-0.00189
72.79,0.17615,-0.00181
72.80,0.17565,-0.00178
72.81,0.17689,-0.00176
72.82,0.17708,-0.00171
72.83,0.17730,-0.00170
72.84,0.17673,-0.00167
72.85,0.17686,-0.00165
72.86,0.17754,-0.00163
72.87,0.17732,-0.00162
72.88,0.17745,-0.00161
72.89,0.17732,-0.00160
