l2_pos_deg,voltage_V
51.6989,0.0
51.7989,0.0
51.8989,0.0
51.9989,0.0
52.0989,0.0
52.1989,0.0
52.2989,0.0
52.3988,0.0
52.4988,0.0
52.5988,0.0
52.6988,0.0
52.7988,0.0
52.8988,0.0
52.9988,0.0
53.0988,0.0
53.1988,0.0
53.2988,0.0
53.3988,0.0
53.4988,0.0
53.5988,0.0
53.6988,0.0
53.7988,0.0
53.8988,0.0
53.9988,0.0
54.0988,0.0
54.1988,0.0
54.2988,0.0
54.3988,0.0
54.4988,0.0
54.5988,0.0
54.6988,0.0
54.7988,0.0
54.8988,0.0
54.9988,0.0
55.0988,0.0
55.1988,0.0
55.2988,0.0
55.3988,0.0
55.4988,0.0
55.5988,0.0
55.6988,0.0
55.7988,0.0
55.8988,0.0
55.9988,0.0
56.0988,0.0002
56.1988,0.0003
56.2988,0.0003
56.3988,0.0011
56.4988,0.0014
56.5988,0.0023
56.6988,0.0032
56.7988,0.003
56.8987,0.0039
56.9987,0.0048
57.0987,0.0057
57.1987,0.0063
57.2987,0.007
57.3987,0.0074
57.4987,0.0089
57.5987,0.0095
57.6987,0.0102
57.7987,0.011
57.8987,0.0116
57.9987,0.0128
58.0987,0.0135
58.1987,0.0145
58.2987,0.0152
58.3987,0.0161
58.4987,0.0173
58.5987,0.0179
58.6987,0.0192
58.7987,0.0199
58.8987,0.0204
58.9987,0.0215
59.0987,0.0227
59.1987,0.0241
59.2987,0.0253
59.3987,0.0258
59.4987,0.0267
59.5987,0.0281
59.6987,0.0292
59.7987,0.0296
59.8987,0.031
59.9987,0.0319
60.0987,0.0332
60.1987,0.0345
60.2987,0.0355
60.3987,0.0364
60.4987,0.037
60.5987,0.0385
60.6987,0.0403
60.7987,0.0413
60.8987,0.0419
60.9987,0.0432
61.0987,0.044
61.1987,0.0454
61.2987,0.0468
61.3987,0.0483
61.4986,0.0495
61.5986,0.0505
61.6986,0.0513
61.7986,0.0531
61.8986,0.0543
61.9986,0.0553
62.0986,0.0565
62.1986,0.0581
62.2986,0.0595
62.3986,0.0609
62.4986,0.0622
62.5986,0.0633
62.6986,0.0645
62.7986,0.0662
62.8986,0.0683
62.9986,0.0693
63.0986,0.0699
63.1986,0.0717
63.2986,0.0728
63.3986,0.0742
63.4986,0.0763
63.5986,0.0776
63.6986,0.0788
63.7986,0.0803
63.8986,0.0818
63.9986,0.0831
64.0986,0.0846
64.1986,0.086
64.2986,0.0876
64.3986,0.0885
64.4986,0.091
64.5986,0.0922
64.6986,0.0933
64.7986,0.0952
64.8986,0.0961
64.9986,0.099
65.0986,0.1003
65.1986,0.1022
65.2986,0.1032
65.3986,0.1043
65.4986,0.1066
65.5986,0.1081
65.6986,0.1103
65.7986,0.1116
65.8986,0.113
65.9985,0.1148
66.0985,0.1169
66.1985,0.1184
66.2985,0.1194
66.3985,0.1214
66.4985,0.1234
66.5985,0.1257
66.6985,0.1267
66.7985,0.1284
66.8985,0.1298
66.9985,0.132
67.0985,0.1331
67.1985,0.1363
67.2985,0.1368
67.3985,0.1384
67.4985,0.1396
67.5985,0.1418
67.6985,0.1438
67.7985,0.146
67.8985,0.1476
67.9985,0.1494
68.0985,0.1505
68.1985,0.1533
68.2985,0.1557
68.3985,0.1565
68.4985,0.1583
68.5985,0.1596
68.6985,0.1616
68.7985,0.1638
68.8985,0.1666
68.9985,0.168
69.0985,0.1699
69.1985,0.172
69.2985,0.1741
69.3985,0.1758
69.4985,0.1772
69.5985,0.1794
69.6985,0.1802
69.7985,0.183
69.8985,0.1847
69.9985,0.1866
70.0985,0.1888
70.1985,0.1903
70.2985,0.1933
70.3985,0.1958
70.4985,0.1981
70.5984,0.1988
70.6984,0.2006
70.7984,0.2027
70.8984,0.2054
70.9984,0.207
71.0984,0.2087
71.1984,0.2109
71.2984,0.213
71.3984,0.2144
71.4984,0.2164
71.5984,0.2191
71.6984,0.2215
71.7984,0.2226
71.8984,0.2241
71.9984,0.2271
72.0984,0.2285
72.1984,0.2301
72.2984,0.2314
72.3984,0.2338
72.4984,0.2367
72.5984,0.2393
72.6984,0.2408
72.7984,0.2432
72.8984,0.2448
72.9984,0.248
73.0984,0.25
73.1984,0.2523
73.2984,0.2537
73.3984,0.2555
73.4984,0.2579
73.5984,0.2599
73.6984,0.2617
73.7984,0.2637
73.8984,0.2667
73.9984,0.2683
74.0984,0.2699
74.1984,0.2714
74.2984,0.2743
74.3984,0.2767
74.4984,0.2792
74.5984,0.2813
74.6984,0.2834
74.7984,0.2861
74.8984,0.2889
74.9984,0.2904
75.0983,0.2927
75.1983,0.2952
75.2983,0.298
75.3983,0.2992
75.4983,0.2996
75.5983,0.3025
75.6983,0.3065
75.7983,0.3078
75.8983,0.3102
75.9983,0.3114
76.0983,0.3146
76.1983,0.3176
76.2983,0.3189
76.3983,0.3208
76.4983,0.3234
76.5983,0.3254
76.6983,0.3271
76.7983,0.3317
76.8983,0.3324
76.9983,0.3349
77.0983,0.336
77.1983,0.3381
77.2983,0.3411
77.3983,0.3434
77.4983,0.3454
77.5983,0.3467
77.6983,0.3491
77.7983,0.3504
77.8983,0.3534
77.9983,0.3553
78.0983,0.3587
78.1983,0.3612
78.2983,0.3628
78.3983,0.3642
78.4983,0.3667
78.5983,0.3689
78.6983,0.3711
78.7983,0.3734
78.8983,0.375
78.9983,0.378
79.0983,0.381
79.1983,0.3821
79.2983,0.3832
79.3983,0.3872
79.4983,0.3901
79.5983,0.3912
79.6982,0.392
79.7982,0.3955
79.8982,0.398
79.9982,0.4003
80.0982,0.4024
80.1982,0.4061
80.2982,0.4082
80.3982,0.4104
80.4982,0.4112
80.5982,0.4139
80.6982,0.415
80.7982,0.4176
80.8982,0.4203
80.9982,0.4215
81.0982,0.4235
81.1982,0.4253
81.2982,0.4276
81.3982,0.4302
81.4982,0.4326
81.5982,0.4366
81.6982,0.4378
81.7982,0.4382
81.8982,0.4408
81.9982,0.4443
82.0982,0.4459
82.1982,0.4485
82.2982,0.4496
82.3982,0.4517
82.4982,0.454
82.5982,0.4553
82.6982,0.4577
82.7982,0.4602
82.8982,0.462
82.9982,0.4647
83.0982,0.4699
83.1982,0.473
83.2982,0.4745
83.3982,0.4765
83.4982,0.4761
83.5982,0.4769
83.6982,0.4803
83.7982,0.4838
83.8982,0.4855
83.9982,0.4852
84.0982,0.4887
84.1981,0.4904
84.2981,0.4936
84.3981,0.4952
84.4981,0.497
84.5981,0.4983
84.6981,0.5016
84.7981,0.5065
84.8981,0.5074
84.9981,0.5104
85.0981,0.5127
85.1981,0.5126
85.2981,0.5154
85.3981,0.5191
85.4981,0.5212
85.5981,0.5229
85.6981,0.5247
85.7981,0.5267
85.8981,0.53
85.9981,0.5326
86.0981,0.534
86.1981,0.5361
86.2981,0.5375
86.3981,0.5405
86.4981,0.5415
86.5981,0.5426
86.6981,0.5442
86.7981,0.5469
86.8981,0.5487
86.9981,0.5516
87.0981,0.551
87.1981,0.5523
87.2981,0.5552
87.3981,0.5583
87.4981,0.5613
87.5981,0.562
87.6981,0.5651
87.7981,0.5635
87.8981,0.5659
87.9981,0.5676
88.0981,0.5697
88.1981,0.5711
88.2981,0.5735
88.3981,0.5764
88.4981,0.5778
88.5981,0.5812
88.6981,0.5828
88.7980,0.5845
88.8980,0.5874
88.9980,0.5891
89.0980,0.5922
89.1980,0.5947
89.2980,0.5952
89.3980,0.5969
89.4980,0.5971
89.5980,0.5995
89.6980,0.6001
89.7980,0.6047
89.8980,0.6052
89.9980,0.6077
