l2_pos_deg,voltage_V
0.1000,0.7644
0.2000,0.7624
0.3000,0.7647
0.4000,0.763
0.5000,0.7616
0.6000,0.7613
0.7000,0.7611
0.8000,0.7613
0.9000,0.7606
1.0000,0.7573
1.1000,0.7562
1.2000,0.7571
1.3000,0.7576
1.4000,0.7562
1.5000,0.7566
1.6000,0.7585
1.7000,0.7576
1.8000,0.7559
1.9000,0.7527
2.0000,0.7525
2.1000,0.7519
2.2000,0.7518
2.2999,0.7539
2.3999,0.7527
2.4999,0.7509
2.5999,0.7483
2.6999,0.7465
2.7999,0.747
2.8999,0.7458
2.9999,0.7435
3.0999,0.7417
3.1999,0.7397
3.2999,0.7398
3.3999,0.7387
3.4999,0.7396
3.5999,0.7401
3.6999,0.7383
3.7999,0.7384
3.8999,0.7347
3.9999,0.7327
4.0999,0.7332
4.1999,0.733
4.2999,0.7318
4.3999,0.7313
4.4999,0.7282
4.5999,0.7283
4.6999,0.7278
4.7999,0.7242
4.8999,0.7235
4.9999,0.7247
5.0999,0.7244
5.1999,0.721
5.2999,0.7193
5.3999,0.7189
5.4999,0.7187
5.5999,0.7156
5.6999,0.7153
5.7999,0.7128
5.8999,0.7116
5.9999,0.7102
6.0999,0.7117
6.1999,0.7097
6.2999,0.7076
6.3999,0.7067
6.4999,0.7052
6.5999,0.7032
6.6999,0.7072
6.7999,0.7042
6.8998,0.7029
6.9998,0.6982
7.0998,0.698
7.1998,0.7003
7.2998,0.6988
7.3998,0.6969
7.4998,0.6958
7.5998,0.6917
7.6998,0.6896
7.7998,0.6907
7.8998,0.6897
7.9998,0.6867
8.0998,0.6868
8.1998,0.6842
8.2998,0.6817
8.3998,0.6802
8.4998,0.677
8.5998,0.6753
8.6998,0.6758
8.7998,0.6737
8.8998,0.6746
8.9998,0.6738
9.0998,0.6715
9.1998,0.6706
9.2998,0.6686
9.3998,0.6673
9.4998,0.6657
9.5998,0.6643
9.6998,0.6603
9.7998,0.6585
9.8998,0.6582
9.9998,0.6542
10.0998,0.6531
10.1998,0.6547
10.2998,0.6533
10.3998,0.6506
10.4998,0.6469
10.5998,0.6477
10.6998,0.6436
10.7998,0.6409
10.8998,0.6381
10.9998,0.6364
11.0998,0.6369
11.1998,0.638
11.2998,0.6353
11.3997,0.631
11.4997,0.6311
11.5997,0.6286
11.6997,0.6258
11.7997,0.6218
11.8997,0.6207
11.9997,0.6221
12.0997,0.6213
12.1997,0.6205
12.2997,0.6172
12.3997,0.616
12.4997,0.6125
12.5997,0.6106
12.6997,0.6069
12.7997,0.6056
12.8997,0.6074
12.9997,0.6038
13.0997,0.6024
13.1997,0.6017
13.2997,0.5981
13.3997,0.5943
13.4997,0.5926
13.5997,0.5923
13.6997,0.5899
13.7997,0.5889
13.8997,0.5851
13.9997,0.5828
14.0997,0.5822
14.1997,0.5807
14.2997,0.5779
14.3997,0.5748
14.4997,0.5734
14.5997,0.571
14.6997,0.5697
14.7997,0.5676
14.8997,0.5653
14.9997,0.5626
15.0997,0.5598
15.1997,0.5597
15.2997,0.5589
15.3997,0.5563
15.4997,0.5551
15.5997,0.5496
15.6997,0.5485
15.7997,0.5467
15.8997,0.5467
15.9996,0.5447
16.0996,0.5413
16.1996,0.5392
16.2996,0.5392
16.3996,0.5375
16.4996,0.5349
16.5996,0.533
16.6996,0.5282
16.7996,0.5269
16.8996,0.5256
16.9996,0.5235
17.0996,0.5221
17.1996,0.5195
17.2996,0.517
17.3996,0.5134
17.4996,0.5128
17.5996,0.5102
17.6996,0.5072
17.7996,0.5064
17.8996,0.5063
17.9996,0.503
18.0996,0.5003
18.1996,0.4967
18.2996,0.4967
18.3996,0.4963
18.4996,0.4924
18.5996,0.489
18.6996,0.4869
18.7996,0.4832
18.8996,0.4833
18.9996,0.4816
19.0996,0.4777
19.1996,0.4754
19.2996,0.4733
19.3996,0.4718
19.4996,0.4694
19.5996,0.4667
19.6996,0.4656
19.7996,0.4628
19.8996,0.4603
19.9996,0.4592
20.0996,0.4559
20.1996,0.4534
20.2996,0.4515
20.3996,0.4476
20.4995,0.4469
20.5995,0.4444
20.6995,0.4425
20.7995,0.4422
20.8995,0.438
20.9995,0.4359
21.0995,0.4332
21.1995,0.4324
21.2995,0.4295
21.3995,0.427
21.4995,0.4237
21.5995,0.4217
21.6995,0.4202
21.7995,0.4176
21.8995,0.4155
21.9995,0.4127
22.0995,0.4104
22.1995,0.4084
22.2995,0.4072
22.3995,0.4053
22.4995,0.4034
22.5995,0.4011
22.6995,0.399
22.7995,0.3974
22.8995,0.3951
22.9995,0.3913
23.0995,0.3884
23.1995,0.385
23.2995,0.3831
23.3995,0.3822
23.4995,0.3801
23.5995,0.3765
23.6995,0.3749
23.7995,0.3733
23.8995,0.371
23.9995,0.3694
24.0995,0.3658
24.1995,0.3641
24.2995,0.3611
24.3995,0.3588
24.4995,0.3571
24.5995,0.3556
24.6995,0.3525
24.7995,0.3501
24.8995,0.3478
24.9995,0.3462
25.0994,0.3442
25.1994,0.3426
25.2994,0.341
25.3994,0.3385
25.4994,0.3347
25.5994,0.3329
25.6994,0.3303
25.7994,0.3276
25.8994,0.3252
25.9994,0.3235
26.0994,0.3218
26.1994,0.3197
26.2994,0.3175
26.3994,0.3148
26.4994,0.313
26.5994,0.3098
26.6994,0.3088
26.7994,0.3059
26.8994,0.3038
26.9994,0.3021
27.0994,0.3006
27.1994,0.2985
27.2994,0.2948
27.3994,0.2922
27.4994,0.2897
27.5994,0.288
27.6994,0.2861
27.7994,0.2839
27.8994,0.2819
27.9994,0.279
28.0994,0.2766
28.1994,0.275
28.2994,0.2727
28.3994,0.2708
28.4994,0.2683
28.5994,0.2656
28.6994,0.264
28.7994,0.262
28.8994,0.2601
28.9994,0.2576
29.0994,0.2559
29.1994,0.2544
29.2994,0.2516
29.3994,0.2503
29.4994,0.2472
29.5993,0.2441
29.6993,0.242
29.7993,0.2403
29.8993,0.2383
29.9993,0.2367
30.0993,0.2338
30.1993,0.2326
30.2993,0.2301
30.3993,0.2276
30.4993,0.2258
30.5993,0.2231
30.6993,0.2218
30.7993,0.2199
30.8993,0.2175
30.9993,0.2156
31.0993,0.213
31.1993,0.2113
31.2993,0.2094
31.3993,0.2076
31.4993,0.2056
31.5993,0.2026
31.6993,0.2005
31.7993,0.1994
31.8993,0.1974
31.9993,0.1952
32.0993,0.193
32.1993,0.1912
32.2993,0.1893
32.3993,0.1874
32.4993,0.1849
32.5993,0.1835
32.6993,0.1811
32.7993,0.1789
32.8993,0.1778
32.9993,0.1751
33.0993,0.1733
33.1993,0.1723
33.2993,0.1696
33.3993,0.1681
33.4993,0.1658
33.5993,0.1643
33.6993,0.163
33.7993,0.1592
33.8993,0.1577
33.9993,0.1558
34.0993,0.155
34.1992,0.1534
34.2992,0.1504
34.3992,0.1487
34.4992,0.1471
34.5992,0.1459
34.6992,0.1437
34.7992,0.1415
34.8992,0.1401
34.9992,0.138
35.0992,0.1362
35.1992,0.1346
35.2992,0.133
35.3992,0.1308
35.4992,0.1291
35.5992,0.127
35.6992,0.1262
35.7992,0.1246
35.8992,0.1225
35.9992,0.1206
36.0992,0.1185
36.1992,0.1175
36.2992,0.1154
36.3992,0.1147
36.4992,0.1122
36.5992,0.1104
36.6992,0.1088
36.7992,0.1073
36.8992,0.1056
36.9992,0.1038
37.0992,0.1025
37.1992,0.1004
37.2992,0.0987
37.3992,0.0978
37.4992,0.0956
37.5992,0.094
37.6992,0.093
37.7992,0.0917
37.8992,0.0898
37.9992,0.0884
38.0992,0.0867
38.1992,0.0851
38.2992,0.0832
38.3992,0.0822
38.4992,0.0808
38.5992,0.0787
38.6991,0.0774
38.7991,0.076
38.8991,0.0748
38.9991,0.0737
39.0991,0.0717
39.1991,0.0695
39.2991,0.0696
39.3991,0.0677
39.4991,0.0663
39.5991,0.0647
39.6991,0.0637
39.7991,0.0623
39.8991,0.0606
39.9991,0.0596
40.0991,0.0586
40.1991,0.0564
40.2991,0.0551
40.3991,0.0542
40.4991,0.0528
40.5991,0.0515
40.6991,0.0503
40.7991,0.0488
40.8991,0.0472
40.9991,0.0464
41.0991,0.0459
41.1991,0.0441
41.2991,0.0428
41.3991,0.0413
41.4991,0.0406
41.5991,0.0395
41.6991,0.0384
41.7991,0.0372
41.8991,0.0358
41.9991,0.0348
42.0991,0.0341
42.1991,0.033
42.2991,0.0323
42.3991,0.0302
42.4991,0.0296
42.5991,0.0283
42.6991,0.0275
42.7991,0.0267
42.8991,0.0252
42.9991,0.0241
43.0991,0.0232
43.1991,0.0223
43.2990,0.0216
43.3990,0.0208
43.4990,0.0194
43.5990,0.0184
43.6990,0.0181
43.7990,0.0173
43.8990,0.0158
43.9990,0.0148
44.0990,0.0141
44.1990,0.0133
44.2990,0.0121
44.3990,0.0119
44.4990,0.0107
44.5990,0.0096
44.6990,0.0088
44.7990,0.0087
44.8990,0.0081
44.9990,0.0063
45.0990,0.0054
45.1990,0.0052
45.2990,0.0046
45.3990,0.0037
45.4990,0.003
45.5990,0.002
45.6990,0.0015
45.7990,0.0009
45.8990,0.0009
45.9990,0.0001
46.0990,0.0001
46.1990,0.0
46.2990,0.0
46.3990,0.0
46.4990,0.0
46.5990,0.0
46.6990,0.0
46.7990,0.0
46.8990,0.0
46.9990,0.0
47.0990,0.0
47.1990,0.0
47.2990,0.0
47.3990,0.0
47.4990,0.0
47.5990,0.0
47.6990,0.0
47.7989,0.0
47.8989,0.0
47.9989,0.0
48.0989,0.0
48.1989,0.0
48.2989,0.0
48.3989,0.0
48.4989,0.0
48.5989,0.0
48.6989,0.0
48.7989,0.0
48.8989,0.0
48.9989,0.0
49.0989,0.0
49.1989,0.0
49.2989,0.0
49.3989,0.0
49.4989,0.0
49.5989,0.0
49.6989,0.0
49.7989,0.0
49.8989,0.0
49.9989,0.0
50.0989,0.0
50.1989,0.0
50.2989,0.0
50.3989,0.0
50.4989,0.0
50.5989,0.0
50.6989,0.0
50.7989,0.0
50.8989,0.0
50.9989,0.0
51.0989,0.0
51.1989,0.0
51.2989,0.0
51.3989,0.0
51.4989,0.0
51.5989,0.0
