current_mA,voltage_V
71.01,0.8811
71.02,0.8798
71.03,0.8812
71.04,0.8836
71.05,0.8824
71.06,0.8816
71.07,0.8854
71.08,0.8834
71.09,0.8835
71.10,0.8822
71.11,0.882
71.12,0.8823
71.13,0.884
71.14,0.885
71.15,0.8834
71.16,0.8825
71.17,0.8834
71.18,0.8839
71.19,0.884
71.20,0.8854
71.21,0.8851
71.22,0.8832
71.23,0.8863
71.24,0.8877
71.25,0.8849
71.26,0.8838
71.27,0.8857
71.28,0.8851
71.29,0.8876
71.30,0.885
71.31,0.8881
71.32,0.8885
71.33,0.8862
71.34,0.8869
71.35,0.886
71.36,0.8866
71.37,0.8858
71.38,0.8857
71.39,0.8881
71.40,0.8877
71.41,0.8861
71.42,0.8865
71.43,0.887
71.44,0.8868
71.45,0.8881
71.46,0.8865
71.47,0.8876
71.48,0.8868
71.49,0.8869
71.50,0.8866
71.51,0.8868
71.52,0.8871
71.53,0.8886
71.54,0.8889
71.55,0.8885
71.56,0.8875
71.57,0.8891
71.58,0.8908
71.59,0.891
71.60,0.8893
71.61,0.8906
71.62,0.8922
71.63,0.8898
71.64,0.8914
71.65,0.8928
71.66,0.8922
71.67,0.8925
71.68,0.8921
71.69,0.8878
71.70,0.8906
71.71,0.8918
71.72,0.8919
71.73,0.8921
71.74,0.8913
71.75,0.892
71.76,0.8933
71.77,0.8887
71.78,0.8911
71.79,0.8913
71.80,0.892
71.81,0.8935
71.82,0.8903
71.83,0.8898
71.84,0.8922
71.85,0.8913
71.86,0.8931
71.87,0.8981
71.88,0.8934
71.89,0.8951
71.90,0.8927
71.91,0.8934
71.92,0.8952
71.93,0.8933
71.94,0.8947
71.95,0.9005
71.96,0.8955
71.97,0.8931
71.98,0.8941
71.99,0.8923
72.00,0.8941
72.01,0.8937
72.02,0.8939
72.03,0.8957
72.04,0.8955
72.05,0.896
72.06,0.8972
72.07,0.8958
72.08,0.8978
72.09,0.897
72.10,0.8961
72.11,0.8972
72.12,0.8971
72.13,0.8947
72.14,0.8937
72.15,0.8951
72.16,0.8966
72.17,0.8966
72.18,0.8958
72.19,0.8956
72.20,0.897
72.21,0.8991
72.22,0.8984
72.23,0.9002
72.24,0.8992
72.25,0.8992
72.26,0.8963
72.27,0.8969
72.28,0.8969
72.29,0.8969
72.30,0.8965
72.31,0.8997
72.32,0.8999
72.33,0.8976
72.34,0.8966
72.35,0.8973
72.36,0.8989
72.37,0.8981
72.38,0.8989
72.39,0.899
72.40,0.9001
72.41,0.9015
72.42,0.9027
72.43,0.9024
72.44,0.9045
72.45,0.9061
72.46,0.9052
72.47,0.9072
72.48,0.9048
72.49,0.9009
72.50,0.901
72.51,0.8989
72.52,0.8979
72.53,0.898
72.54,0.8984
72.55,0.8998
72.56,0.9019
72.57,0.902
72.58,0.902
72.59,0.9001
72.60,0.9009
72.61,0.8998
72.62,0.8987
72.63,0.8966
72.64,0.8932
72.65,0.8939
72.66,0.8933
72.67,0.8966
72.68,0.8968
72.69,0.899
72.70,0.9008
72.71,0.8999
72.72,0.9004
72.73,0.8988
72.74,0.8986
72.75,0.8986
72.76,0.8944
72.77,0.8931
72.78,0.8863
72.79,0.8828
72.80,0.8828
72.81,0.883
72.82,0.8832
72.83,0.8876
72.84,0.8913
72.85,0.8941
72.86,0.8961
72.87,0.9051
72.88,0.9063
72.89,0.9073
72.90,0.9089
72.91,0.9105
72.92,0.9111
72.93,0.9115
72.94,0.9102
72.95,0.9
72.96,0.8905
72.97,0.8867
72.98,0.8842
72.99,0.8869
