current_mA,voltage_V
72.01,0.40626
72.02,0.40563
72.03,0.40514
72.04,0.40419
72.05,0.40389
72.06,0.40495
72.07,0.40602
72.08,0.40585
72.09,0.40582
72.10,0.40584
72.11,0.40631
72.12,0.40648
72.13,0.40532
72.14,0.40616
72.15,0.40670
72.16,0.40652
72.17,0.40501
72.18,0.40639
72.19,0.40723
72.20,0.40763
72.21,0.40696
72.22,0.40726
72.23,0.40655
72.24,0.40727
72.25,0.40683
72.26,0.40715
72.27,0.40770
72.28,0.40777
72.29,0.40683
72.30,0.40703
72.31,0.40793
72.32,0.40873
72.33,0.41012
72.34,0.41000
72.35,0.40830
72.36,0.40880
72.37,0.40783
72.38,0.40640
72.39,0.40542
72.40,0.40481
72.41,0.40632
72.42,0.40729
72.43,0.40795
72.44,0.40719
72.45,0.40828
72.46,0.40833
72.47,0.40797
72.48,0.40663
72.49,0.40615
72.50,0.40615
72.51,0.40555
72.52,0.40498
72.53,0.40502
72.54,0.40551
72.55,0.40721
72.56,0.40744
72.57,0.40790
72.58,0.40768
72.59,0.40786
72.60,0.40752
72.61,0.40714
72.62,0.40781
72.63,0.40701
72.64,0.40633
72.65,0.40445
72.66,0.40162
72.67,0.40086
72.68,0.40001
72.69,0.40093
72.70,0.40178
72.71,0.40246
72.72,0.40293
72.73,0.40768
72.74,0.40863
72.75,0.40482
72.76,0.40339
72.77,0.40776
72.78,0.40729
72.79,0.41292
72.80,0.41796
72.81,0.41784
72.82,0.40822
72.83,0.39475
72.84,0.39098
72.85,0.38118
72.86,0.39435
72.87,0.39871
72.88,0.40147
72.89,0.40456
72.90,0.40748
72.91,0.41037
72.92,0.41149
72.93,0.40999
72.94,0.41071
72.95,0.41213
72.96,0.41225
72.97,0.41355
72.98,0.41425
72.99,0.41374
73.00,0.41489
73.01,0.41418
73.02,0.41477
73.03,0.41457
73.04,0.41416
73.05,0.41479
73.06,0.41493
73.07,0.41461
73.08,0.41462
73.09,0.41495
73.10,0.41379
73.11,0.41337
73.12,0.41315
73.13,0.41312
73.14,0.41295
73.15,0.41368
73.16,0.41420
73.17,0.41461
73.18,0.41471
73.19,0.41549
73.20,0.41385
73.21,0.41397
73.22,0.41570
73.23,0.41585
73.24,0.41546
73.25,0.41565
73.26,0.41518
73.27,0.41506
73.28,0.41435
73.29,0.41421
73.30,0.41325
73.31,0.41389
73.32,0.41436
73.33,0.41498
73.34,0.41562
73.35,0.41453
73.36,0.41554
73.37,0.41547
73.38,0.41579
73.39,0.41685
73.40,0.41552
73.41,0.41564
73.42,0.41462
73.43,0.41475
73.44,0.41466
73.45,0.41419
73.46,0.41438
73.47,0.41493
73.48,0.41659
73.49,0.41630
73.50,0.41647
73.51,0.41659
73.52,0.41498
73.53,0.41512
73.54,0.41610
73.55,0.41707
73.56,0.41703
73.57,0.41733
73.58,0.41583
73.59,0.41473
73.60,0.41673
73.61,0.41463
73.62,0.41540
73.63,0.41725
73.64,0.41793
73.65,0.41763
73.66,0.41719
73.67,0.41784
73.68,0.41573
73.69,0.41543
73.70,0.41637
73.71,0.41763
73.72,0.41605
73.73,0.41818
73.74,0.41844
73.75,0.41823
73.76,0.41758
73.77,0.41818
73.78,0.41846
73.79,0.41879
73.80,0.41765
73.81,0.41702
73.82,0.41678
73.83,0.41808
73.84,0.41713
73.85,0.41706
73.86,0.41700
73.87,0.41810
73.88,0.41836
73.89,0.41689
73.90,0.41791
73.91,0.41917
73.92,0.41864
73.93,0.41757
73.94,0.41708
73.95,0.41829
73.96,0.41886
73.97,0.41753
73.98,0.41800
73.99,0.42021
74.00,0.41995
