current_mA,ch1_V,ch3_V
72.01,0.19747,-0.00122
72.02,0.19654,-0.00123
72.03,0.19675,-0.00121
72.04,0.19656,-0.00121
72.05,0.19714,-0.00122
72.06,0.19675,-0.00122
72.07,0.19722,-0.00121
72.08,0.19694,-0.00121
72.09,0.19678,-0.00122
72.10,0.19653,-0.00121
72.11,0.19726,-0.00122
72.12,0.19739,-0.00121
72.13,0.19740,-0.00120
72.14,0.19716,-0.00120
72.15,0.19764,-0.00119
72.16,0.19733,-0.00121
72.17,0.19715,-0.00120
72.18,0.19737,-0.00118
72.19,0.19636,-0.00119
72.20,0.19690,-0.00119
72.21,0.19669,-0.00119
72.22,0.19678,-0.00118
72.23,0.19703,-0.00119
72.24,0.19739,-0.00118
72.25,0.19701,-0.00116
72.26,0.19680,-0.00117
72.27,0.19721,-0.00117
72.28,0.19695,-0.00117
72.29,0.19726,-0.00116
72.30,0.19687,-0.00116
72.31,0.19664,-0.00114
72.32,0.19632,-0.00112
72.33,0.19653,-0.00113
72.34,0.19658,-0.00111
72.35,0.19749,-0.00111
72.36,0.19697,-0.00112
72.37,0.19709,-0.00111
72.38,0.19762,-0.00111
72.39,0.19780,-0.00108
72.40,0.19728,-0.00089
72.41,0.19733,-0.00099
72.42,0.19715,-0.00078
72.43,0.19711,-0.00051
72.44,0.19639,-0.00144
72.45,0.19642,-0.00111
72.46,0.19572,-0.00091
72.47,0.19552,-0.00059
72.48,0.19619,-0.00126
72.49,0.19586,-0.00128
72.50,0.19574,-0.00087
72.51,0.19596,0.00058
72.52,0.19527,-0.00435
72.53,0.19617,-0.00155
72.54,0.19766,-0.00126
72.55,0.19803,-0.00062
72.56,0.19775,0.00086
72.57,0.19683,-0.00246
72.58,0.19779,-0.00045
72.59,0.20091,0.00166
72.60,0.20086,0.00222
72.61,0.20050,0.01731
72.62,0.19220,0.02404
72.63,0.18362,-0.02543
72.64,0.17754,-0.01205
72.65,0.18320,-0.00537
72.66,0.18857,-0.00356
72.67,0.18958,-0.00288
72.68,0.19273,-0.00239
72.69,0.19415,-0.00197
72.70,0.19481,-0.00189
72.71,0.19729,-0.00175
72.72,0.19755,-0.00167
72.73,0.19712,-0.00165
72.74,0.19719,-0.00161
72.75,0.19788,-0.00157
72.76,0.19821,-0.00155
72.77,0.19822,-0.00154
72.78,0.19822,-0.00149
72.79,0.19844,-0.00147
72.80,0.19874,-0.00146
72.81,0.19809,-0.00145
72.82,0.19798,-0.00146
72.83,0.19923,-0.00145
72.84,0.19854,-0.00143
72.85,0.19870,-0.00142
72.86,0.19945,-0.00143
72.87,0.19929,-0.00143
72.88,0.19840,-0.00143
72.89,0.19891,-0.00139
72.90,0.19856,-0.00140
72.91,0.19901,-0.00138
72.92,0.19950,-0.00139
72.93,0.19944,-0.00137
72.94,0.19941,-0.00137
72.95,0.19916,-0.00137
72.96,0.19929,-0.00136
72.97,0.19948,-0.00137
72.98,0.19933,-0.00135
72.99,0.19940,-0.00137
73.00,0.19964,-0.00136
73.01,0.20036,-0.00138
73.02,0.19974,-0.00137
73.03,0.19929,-0.00138
73.04,0.19965,-0.00136
73.05,0.19976,-0.00137
73.06,0.19942,-0.00139
73.07,0.19939,-0.00138
73.08,0.19928,-0.00136
73.09,0.20003,-0.00137
73.10,0.20007,-0.00135
73.11,0.19909,-0.00135
73.12,0.20024,-0.00133
73.13,0.19971,-0.00132
73.14,0.19990,-0.00133
73.15,0.19948,-0.00133
73.16,0.20023,-0.00133
73.17,0.20011,-0.00131
73.18,0.20050,-0.00133
73.19,0.20045,-0.00133
73.20,0.20043,-0.00133
73.21,0.20044,-0.00133
73.22,0.19997,-0.00133
73.23,0.20045,-0.00135
73.24,0.19968,-0.00134
73.25,0.19983,-0.00134
73.26,0.20039,-0.00136
73.27,0.20016,-0.00133
73.28,0.20043,-0.00134
73.29,0.19983,-0.00134
73.30,0.20102,-0.00132
73.31,0.20053,-0.00133
73.32,0.20042,-0.00134
73.33,0.20024,-0.00136
73.34,0.20072,-0.00133
73.35,0.20077,-0.00134
73.36,0.20088,-0.00134
73.37,0.20052,-0.00132
73.38,0.20058,-0.00132
73.39,0.20095,-0.00133
73.40,0.20051,-0.00133
73.41,0.20103,-0.00133
73.42,0.20074,-0.00133
73.43,0.20075,-0.00132
73.44,0.20064,-0.00131
73.45,0.20085,-0.00131
73.46,0.20102,-0.00133
73.47,0.20125,-0.00132
73.48,0.20130,-0.00132
73.49,0.20067,-0.00133
73.50,0.20088,-0.00134
73.51,0.20099,-0.00134
73.52,0.20131,-0.00132
73.53,0.20135,-0.00131
73.54,0.20095,-0.00130
73.55,0.20125,-0.00130
73.56,0.20108,-0.00132
73.57,0.20141,-0.00131
73.58,0.20145,-0.00131
73.59,0.20117,-0.00132
73.60,0.20146,-0.00132
73.61,0.20169,-0.00133
73.62,0.20117,-0.00134
73.63,0.20157,-0.00133
73.64,0.20133,-0.00134
73.65,0.20182,-0.00132
73.66,0.20155,-0.00132
73.67,0.20180,-0.00133
73.68,0.20118,-0.00132
73.69,0.20159,-0.00132
73.70,0.20184,-0.00130
73.71,0.20180,-0.00130
73.72,0.20149,-0.00131
73.73,0.20182,-0.00130
73.74,0.20125,-0.00130
73.75,0.20166,-0.00130
73.76,0.20162,-0.00129
73.77,0.20228,-0.00130
73.78,0.20154,-0.00131
73.79,0.20208,-0.00129
73.80,0.20154,-0.00130
73.81,0.20208,-0.00130
73.82,0.20249,-0.00128
73.83,0.20160,-0.00128
73.84,0.20138,-0.00129
73.85,0.20185,-0.00130
73.86,0.20190,-0.00128
73.87,0.20215,-0.00128
73.88,0.20224,-0.00129
73.89,0.20252,-0.00128
73.90,0.20191,-0.00129
73.91,0.20216,-0.00128
73.92,0.20261,-0.00128
73.93,0.20207,-0.00129
73.94,0.20193,-0.00129
73.95,0.20252,-0.00130
73.96,0.20224,-0.00130
73.97,0.20235,-0.00129
73.98,0.20274,-0.00129
73.99,0.20264,-0.00130
74.00,0.20204,-0.00129
