current_mA,ch1_V,ch3_V
72.01,0.14151,-0.00122
72.02,0.14110,-0.00123
72.03,0.14196,-0.00123
72.04,0.14183,-0.00123
72.05,0.14189,-0.00122
72.06,0.14160,-0.00125
72.07,0.14160,-0.00125
72.08,0.14217,-0.00123
72.09,0.14220,-0.00125
72.10,0.14208,-0.00124
72.11,0.14172,-0.00125
72.12,0.14210,-0.00123
72.13,0.14209,-0.00123
72.14,0.14250,-0.00122
72.15,0.14205,-0.00122
72.16,0.14183,-0.00123
72.17,0.14204,-0.00123
72.18,0.14145,-0.00123
72.19,0.14126,-0.00123
72.20,0.14113,-0.00122
72.21,0.14156,-0.00123
72.22,0.14202,-0.00120
72.23,0.14193,-0.00121
72.24,0.14171,-0.00120
72.25,0.14193,-0.00120
72.26,0.14222,-0.00118
72.27,0.14213,-0.00118
72.28,0.14186,-0.00119
72.29,0.14182,-0.00119
72.30,0.14180,-0.00116
72.31,0.14179,-0.00117
72.32,0.14168,-0.00117
72.33,0.14148,-0.00118
72.34,0.14160,-0.00116
72.35,0.14188,-0.00120
72.36,0.14189,-0.00117
72.37,0.14200,-0.00116
72.38,0.14194,-0.00115
72.39,0.14184,-0.00117
72.40,0.14211,-0.00128
72.41,0.14162,-0.00106
72.42,0.14200,-0.00098
72.43,0.14210,-0.00076
72.44,0.14205,-0.00137
72.45,0.14182,-0.00147
72.46,0.14124,-0.00112
72.47,0.14054,-0.00085
72.48,0.14068,-0.00054
72.49,0.14091,-0.00109
72.50,0.14120,-0.00116
72.51,0.14136,-0.00057
72.52,0.14097,-0.00035
72.53,0.14140,-0.00190
72.54,0.14180,-0.00115
72.55,0.14284,-0.00084
72.56,0.14209,-0.00008
72.57,0.14089,-0.00277
72.58,0.14063,-0.00168
72.59,0.14259,-0.00052
72.60,0.14415,0.00062
72.61,0.14414,0.00264
72.62,0.14229,0.01969
72.63,0.13652,-0.02001
72.64,0.12681,-0.02211
72.65,0.12888,-0.00548
72.66,0.13360,-0.00346
72.67,0.13589,-0.00249
72.68,0.14002,-0.00182
72.69,0.14028,-0.00176
72.70,0.14094,-0.00165
72.71,0.14213,-0.00160
72.72,0.14178,-0.00155
72.73,0.14260,-0.00153
72.74,0.14274,-0.00150
72.75,0.14213,-0.00148
72.76,0.14268,-0.00146
72.77,0.14277,-0.00145
72.78,0.14304,-0.00144
72.79,0.14270,-0.00142
72.80,0.14330,-0.00143
72.81,0.14329,-0.00140
72.82,0.14329,-0.00140
72.83,0.14333,-0.00139
72.84,0.14322,-0.00138
72.85,0.14335,-0.00138
72.86,0.14355,-0.00138
72.87,0.14375,-0.00136
72.88,0.14291,-0.00138
72.89,0.14320,-0.00138
72.90,0.14367,-0.00139
72.91,0.14368,-0.00137
72.92,0.14316,-0.00137
72.93,0.14312,-0.00137
72.94,0.14374,-0.00137
72.95,0.14414,-0.00137
72.96,0.14376,-0.00134
72.97,0.14387,-0.00136
72.98,0.14361,-0.00135
72.99,0.14398,-0.00132
73.00,0.14342,-0.00135
73.01,0.14392,-0.00133
73.02,0.14378,-0.00134
73.03,0.14340,-0.00134
73.04,0.14352,-0.00134
73.05,0.14417,-0.00134
73.06,0.14387,-0.00133
73.07,0.14366,-0.00133
73.08,0.14433,-0.00133
73.09,0.14395,-0.00132
73.10,0.14384,-0.00131
73.11,0.14404,-0.00131
73.12,0.14409,-0.00131
73.13,0.14388,-0.00132
73.14,0.14424,-0.00133
73.15,0.14404,-0.00130
73.16,0.14391,-0.00132
73.17,0.14424,-0.00131
73.18,0.14411,-0.00131
73.19,0.14414,-0.00130
73.20,0.14434,-0.00132
73.21,0.14434,-0.00131
73.22,0.14425,-0.00132
73.23,0.14451,-0.00133
73.24,0.14464,-0.00130
73.25,0.14344,-0.00132
73.26,0.14424,-0.00130
73.27,0.14377,-0.00132
73.28,0.14454,-0.00130
73.29,0.14395,-0.00132
73.30,0.14394,-0.00131
73.31,0.14424,-0.00134
73.32,0.14420,-0.00134
73.33,0.14378,-0.00132
73.34,0.14449,-0.00133
73.35,0.14459,-0.00131
73.36,0.14488,-0.00133
73.37,0.14469,-0.00132
73.38,0.14425,-0.00134
73.39,0.14479,-0.00133
73.40,0.14465,-0.00134
73.41,0.14474,-0.00134
73.42,0.14468,-0.00133
73.43,0.14484,-0.00131
73.44,0.14490,-0.00130
73.45,0.14481,-0.00133
73.46,0.14464,-0.00130
73.47,0.14481,-0.00130
73.48,0.14486,-0.00129
73.49,0.14489,-0.00132
73.50,0.14502,-0.00129
73.51,0.14480,-0.00133
73.52,0.14448,-0.00132
73.53,0.14486,-0.00132
73.54,0.14494,-0.00132
73.55,0.14500,-0.00131
73.56,0.14488,-0.00134
73.57,0.14495,-0.00131
73.58,0.14523,-0.00132
73.59,0.14538,-0.00131
73.60,0.14518,-0.00134
73.61,0.14506,-0.00132
73.62,0.14522,-0.00131
73.63,0.14521,-0.00131
73.64,0.14555,-0.00132
73.65,0.14511,-0.00132
73.66,0.14546,-0.00132
73.67,0.14535,-0.00133
73.68,0.14555,-0.00134
