current_mA,voltage_V
72.01,0.7891
72.02,0.789
72.03,0.7873
72.04,0.7903
72.05,0.7938
72.06,0.7937
72.07,0.7947
72.08,0.7951
72.09,0.7955
72.10,0.7947
72.11,0.7915
72.12,0.7939
72.13,0.7939
72.14,0.7954
72.15,0.7919
72.16,0.794
72.17,0.7923
72.18,0.7938
72.19,0.7931
72.20,0.7936
72.21,0.7937
72.22,0.797
72.23,0.7928
72.24,0.7915
72.25,0.7917
72.26,0.7911
72.27,0.7899
72.28,0.7885
72.29,0.7916
72.30,0.7973
72.31,0.7969
72.32,0.7917
72.33,0.7932
72.34,0.7978
72.35,0.8008
72.36,0.7986
72.37,0.7952
72.38,0.7963
72.39,0.7929
72.40,0.7956
72.41,0.7971
72.42,0.7952
72.43,0.7951
72.44,0.796
72.45,0.7971
72.46,0.7955
72.47,0.7956
72.48,0.7991
72.49,0.7978
72.50,0.7963
72.51,0.7975
72.52,0.8009
72.53,0.8011
72.54,0.7973
72.55,0.8015
72.56,0.8011
72.57,0.7966
72.58,0.7976
72.59,0.8002
72.60,0.8003
72.61,0.7997
72.62,0.7994
72.63,0.7984
72.64,0.7982
72.65,0.8001
72.66,0.7996
72.67,0.8001
72.68,0.8007
72.69,0.801
72.70,0.8009
72.71,0.801
72.72,0.7977
72.73,0.7977
72.74,0.7991
72.75,0.8011
72.76,0.8032
72.77,0.803
72.78,0.8032
72.79,0.802
72.80,0.8006
72.81,0.8033
72.82,0.8022
72.83,0.8039
72.84,0.8037
72.85,0.8033
72.86,0.8048
72.87,0.8045
72.88,0.8044
72.89,0.8043
72.90,0.8037
72.91,0.8048
72.92,0.8051
72.93,0.8056
72.94,0.8047
72.95,0.804
72.96,0.8055
72.97,0.8055
72.98,0.8042
72.99,0.8041
73.00,0.806
73.01,0.8056
73.02,0.8062
73.03,0.8058
73.04,0.8074
73.05,0.8068
73.06,0.8037
73.07,0.8056
73.08,0.8071
73.09,0.8079
73.10,0.8072
73.11,0.809
73.12,0.8075
73.13,0.8068
73.14,0.8076
73.15,0.8088
73.16,0.8098
73.17,0.8097
73.18,0.8097
73.19,0.8087
73.20,0.8083
73.21,0.8049
73.22,0.8043
73.23,0.8098
73.24,0.8092
73.25,0.8069
73.26,0.8086
73.27,0.8073
73.28,0.8097
73.29,0.8105
73.30,0.8111
73.31,0.8105
73.32,0.8111
73.33,0.8114
73.34,0.8072
73.35,0.8063
73.36,0.8058
73.37,0.8088
73.38,0.8109
73.39,0.8134
73.40,0.8096
73.41,0.8112
73.42,0.8089
73.43,0.8091
73.44,0.8082
73.45,0.807
73.46,0.8101
73.47,0.8138
73.48,0.8133
73.49,0.8141
73.50,0.8132
73.51,0.8108
73.52,0.8119
73.53,0.8093
73.54,0.8102
73.55,0.8098
73.56,0.8124
73.57,0.8115
73.58,0.8098
73.59,0.812
73.60,0.8124
73.61,0.8131
73.62,0.8124
73.63,0.8116
73.64,0.8122
73.65,0.814
73.66,0.8127
73.67,0.814
73.68,0.8145
73.69,0.8158
73.70,0.8161
73.71,0.8142
73.72,0.8124
73.73,0.8126
73.74,0.8137
73.75,0.8125
73.76,0.8114
73.77,0.8134
73.78,0.8148
73.79,0.8163
73.80,0.8137
73.81,0.816
73.82,0.8164
73.83,0.817
73.84,0.817
73.85,0.8168
73.86,0.8151
73.87,0.8149
73.88,0.8148
73.89,0.814
73.90,0.8156
73.91,0.8181
73.92,0.8124
73.93,0.8138
73.94,0.8135
73.95,0.8127
73.96,0.8135
73.97,0.8169
73.98,0.8187
73.99,0.8185
74.00,0.818
